sem_0,sem_1,sem_2,sem_3,sem_4,sem_5
-0.8985913708868496,1.8240043566617552,2.240229694330321,1.1628884839485853,0.33168678408068336,-5.075682562601378
0.43349832616532463,1.0448526657445725,0.4470660934972367,0.99477893375975,-0.5802505471519455,-1.8023852797812079
1.025102754784075,0.5222356288053517,0.06061735948339291,1.0899430843734275,-0.5772009536559405,-0.579199691685055
-0.31093129805723413,0.4043724923916963,-0.6245114700597735,-0.7515807324193289,-1.3101285720992384,0.14780132666266055
0.6644879621765027,0.847827459381628,-1.4634979263520718,-1.0401332569543438,-2.06131661019491,0.1624942776289186
-0.381899649001788,-2.362197625688329,-1.3797066175892005,-1.6660658781162008,0.523581113490186,4.730394060768054
0.04805281752596256,0.8429096705379343,-0.06729998773789232,0.06920066404549305,-0.9036272528448271,-0.7981954245654539
-0.039546880071731884,-0.6192415662590787,-1.12381209477176,-0.8256481476687021,-0.5879703646815554,1.8819617159652287
1.417675300101788,-0.16240999439405007,-1.7983969083089948,-0.6853657514065394,-1.7825231008316451,2.037808158234294
-1.014870635851724,1.1165495514591872,3.0846500564555144,1.9348437894036787,2.3250760051478294,-4.91339439767391
0.7384937475143653,0.5114037177388532,-0.8682576577123121,-0.44566464179136545,-1.3473378626662074,0.11474777330129415
-2.377616894016115,0.6250818340477715,3.172287014027,1.0826921347122263,3.0611057040680074,-4.5543101696657144
-0.18766140153254368,0.9854965323023737,0.6294641921515848,0.4186860766730234,-0.2685582594542845,-1.6212750938629628
0.4479896654038777,1.0385620939473557,-0.37401779260556145,0.12484348643699744,-1.1757007443396472,-0.9149840334711744
0.23995214874735818,0.7395295616898001,0.21429759218606215,0.4188560418290818,-0.4165565218568382,-0.9215374956797595
-1.1572114038769443,1.2987603421481457,4.082361629142131,2.566187364556657,3.011772004437352,-6.051486161972549
0.5154937911565909,0.42437384142230017,-0.48578203559280814,-0.12096196471075309,-0.884502825842634,0.09679001111822494
0.48253036684401474,1.0524615970686688,1.7293934807621254,3.1071550541161126,0.8275923076252873,-3.4111099711426816
-1.8001328897917832,0.39626650806592206,3.2132396990971595,1.5296793622476244,3.300997172377243,-3.927751124360407
0.20724861945097509,1.2885935112019986,1.3539132554572688,1.5535990476920658,0.3634122812822054,-3.229908232068423
0.16462770314888375,0.9480776379200834,0.3314763357001808,0.4870798846248435,-0.582676349934226,-1.3628536048916529
-0.965608446682389,-0.9237180412317648,0.20573046469921233,-0.5941909894122624,0.9594691512813176,0.987838878535646
-0.26969349964939165,-0.3256972595931214,0.3645951877732814,0.18576240790042697,0.9956105306778336,-0.07391491029859976
-0.7999321658322763,1.1672627981659007,1.3901771738977413,0.5635066055346052,0.22229690806035787,-2.909130534004598
0.20608710072141814,-0.5185446073420416,-1.3015550988491509,-0.9477310245520675,-0.4753648693377856,1.8980258048262713
-1.4701444650594953,0.9717406294250394,1.128034033277788,-0.21873612423501504,0.2049198762718032,-3.1730197870736
-0.34739559322495667,0.9442978117547395,2.787137844177808,2.0709245331279624,2.532874911614769,-4.336843053946541
-0.9370718352467927,-0.5553579262625203,0.6543644215570205,-0.10338114898684266,1.3353303261647054,-0.07735200905425646
0.9792136319154957,-0.3141756343744857,-1.8279747996474331,-1.5455871290351284,-1.5316839202604222,2.1191031270064613
-0.499459616895711,0.30674267718210113,1.2925369507443383,0.8019148293923137,0.661137175936378,-1.3064874721733963
-0.5402510403213767,-0.8681907828511515,-0.9249311552237894,-1.3015223512508174,-0.37689668915292024,2.2149065152272778
-0.3034474883857971,1.0177893607846629,1.621102142289656,1.1422409740020616,0.8176882927143182,-3.1210532988453714
-0.4488271901696543,-1.2801953154996144,-1.644328227902859,-1.8435137717314904,-0.5614010282212836,3.627245725048085
-1.276821371593931,0.19688215797835923,1.6999467619632753,0.5467054630829624,1.584522179713786,-2.255665172072698
-0.7628928489037018,0.4428762473926,2.0758303418267494,1.2401769002655385,1.4268981905583007,-2.6663641544139614
0.249445024451222,1.5300200845105663,0.5269548367248079,0.7347622623805058,-0.9898102149616153,-2.8040714056408955
1.1837162346872017,0.3663437196383613,-2.889005131809754,-1.5188872324155243,-3.367331616192913,2.335636815575069
0.17318597092824448,1.6243670852425123,-0.6709636177564036,-0.23010407997139992,-1.6550731465670798,-1.3634917246022853
-1.3270411502219461,0.4617523777292581,2.428045338831227,1.2026909816759896,2.2113794318348807,-3.3417466122415753
0.4507583026727425,0.7355656396187664,1.2181507555014652,1.880388633026774,0.7321284142804443,-2.1938373652056455
