sem_0,sem_1,sem_2,sem_3,sem_4,sem_5
0.0911692630331892,1.587344981738875,1.1717606113180767,0.04990915601491898,0.062150182437980275,0.044972666802703384
0.25365149322137037,1.425587139685999,1.2495983836015732,0.16695217735710607,0.20986813112104943,0.24132183226872542
-2.4821725965239545,2.3954040659211726,1.463436271806922,-0.9466064799439846,-0.8964397511752158,-1.2255591592112975
-0.45417059503564633,9.989536346167867,1.2703086530474346,-0.005829663824016824,-0.02094671652282402,0.05288940530503536
-1.07984787583339,3.011370371370178,1.1486551331586496,-0.38541504675246246,-0.3912910125180065,-0.48655962166369404
-0.7387097442924893,2.8310392346905213,1.41631958823588,-0.2639612989351959,-0.2579977440787154,-0.36367456973778095
0.22056575943019624,1.2177937662927532,1.7642550798394838,0.1795476847067905,0.27897092347232455,0.4785216977048335
-0.11502259328362302,8.626814406492175,1.6337421682449649,-0.013423509232631116,-0.04312007548390719,-0.06892909830393705
-1.429023239386669,9.339663532795338,1.1751846934318708,-0.1667176718903709,-0.20234408328601422,-0.24729018750637288
0.870711950579505,4.9710117715977535,1.0237997653806263,0.15078392594751863,0.1756194865709101,0.1469922819943548
0.6173093034963487,9.10644191121707,1.4113268814972058,0.06740708830008738,0.06902067983581026,0.09574736239400232
-0.8862856920499506,8.368195202820829,1.920006544003741,-0.13142560477167453,-0.14043438930228586,-0.3207858324589059
0.6445376173847598,9.118357850330415,0.7241324897308055,0.030399261128829735,0.025607673320560482,-0.057988765467469006
-0.01587580882795987,1.4832803302405555,0.9375056833869073,-0.021267701878775913,-0.02598783934296455,-0.05589498179711565
1.8883564456769903,1.903308216390498,1.2751233108775524,1.0150089364775838,0.9325989995165426,1.0367723504054585
2.274142424893042,3.075009446653737,1.9434149918446935,0.3518441222351669,0.5925735116919703,1.1752051204835718
0.09409966897628724,7.122328454183538,1.4461657587092447,0.027840832302695698,0.025272467742162543,0.04251507435101447
-0.11981607778108214,9.172801868919525,1.794186317118176,-0.010191262341578673,-0.04071124288134587,-0.06586040938238975
-0.9873737069078731,2.016149465081314,0.6425176564116686,-0.46475106029069063,-0.4933808980098309,-0.29216334975175107
3.5273629452736595,8.778875097216545,1.9027459192245408,0.26854169806732764,0.35453593795285754,0.3813582516129843
-0.5527446589529187,6.666444921443435,0.5025261128200452,-0.05319471632798295,-0.06910183827673037,0.0034679389345893714
-0.24737100145700566,8.736382920640528,1.7927805985336893,-0.03240959120768137,-0.06424905657118192,-0.12375259398271705
0.13622922969312706,8.875271705733649,0.9691375636127272,0.013814893533753342,0.010114299593929062,-0.0022349153015963005
0.8527877255172701,5.05217264185793,1.4406833744297523,0.1635339800785855,0.15170901431000622,0.19110042642608355
0.7033620935981301,9.37328604447391,0.5635047663999755,0.02328186246203546,0.04411490136700036,-0.05367604434336669
1.8307072512150582,3.240455195578661,1.2832093434806522,0.5534906824176753,0.5421010986409391,0.7074406391403629
-0.4694983651015234,5.490922667139457,1.9910584519022354,-0.04777219115332172,-0.049197158368264486,-0.058106429049191305
-0.7027482150281815,7.720768315674116,1.6302029753102638,-0.10486482241565802,-0.1305727716102815,-0.23732467788344186
0.31476348498280954,5.641663849643941,1.1420280530240428,0.055684552953299354,0.06416739459611252,0.06267351278744217
