sem_0,sem_1,sem_2,sem_3,sem_4,sem_5,sem_6,sem_7
0.5891003909154824,-0.4840624310295382,-1.2734150593425222,-0.4370227289405291,-2.284942943712002,1.0939832246927867,-0.644141975908506,-1.436924978187091
2.117530941072521,-0.5319905520538255,-3.0590992524653613,0.18582620938536476,-3.5622326445702344,0.2801812691188984,1.2172117989330433,-2.375651089088136
-0.39792191143927913,0.2325368151605144,0.6042584597205629,-1.1661449756923539,-0.267593547642242,1.593558815957687,-1.2808388995223614,-0.12262914539528644
0.7998483549916281,1.672827612553512,-2.0518392593552384,0.4117132845657811,-2.081944078241885,-2.9781896302340054,5.862226837067853,-1.402430315470749
-0.4808242563390205,-0.7531185025277277,1.0145084933373856,-0.7242448582316653,3.5888711792774433,2.0976728733449366,-3.371212042826053,2.223077517766944
-0.9694797866374892,-0.03145553160913848,0.5308387484496572,-0.6286119047000914,1.6522149514942972,1.1018911060010799,-1.3505211658796619,1.0302052644671136
-0.19314298170578278,1.339361790833801,-1.935255230491184,-0.9841883799390454,-0.36044506589899616,-0.1144519447136517,3.3873208498109864,-0.4571835306974807
0.15470506441533302,0.06727822025745163,-0.738853638202904,-0.08327070180711459,-0.04213359266009135,-0.08039682378034121,0.8628878883836316,0.1562835521377336
-0.09291974969950512,0.5339269357865539,2.8277022178393643,0.12510510732013697,-1.1210864149638942,-0.5056616682362702,-1.1412829549578603,-0.6124117864538026
-0.5523520371627433,-0.5651778807389395,0.3716857761264482,-0.24430768362687932,1.8110341495879305,1.0617985008054958,-1.8450301221567724,1.1908137556877034
-0.5821141785504109,-0.3829179443861708,0.7365044094486384,0.13563285479013737,1.7871488903416513,0.24536672147055405,-1.4758417332237233,1.1642672205542437
0.2355082173291455,0.3097069099845665,0.37208173385377374,0.5906333819954448,-0.9548202354620737,-1.3830497268368804,1.1273229527861433,-0.5819254534103873
-0.10533600867364262,-0.7527180767794676,0.9402525119755363,0.0633138460589841,1.209864838647988,0.7828014346645441,-2.6380023629053846,0.7354946869810443
1.4538723199460646,-0.8341247591869593,-3.224086558600581,-0.8441407279005697,-0.900536408584653,2.3746675876296615,0.06783217225448676,-0.6995746366133663
-1.182166457474446,-0.6427464329045954,0.46506577521478115,0.7253027328683308,2.29667890701054,-0.5843281341708323,-1.1109245550788946,1.6502921733497173
-0.18577569168088612,0.06591973383512677,0.6675589089679258,-0.7705710242607393,0.5297864608559085,1.3412608723346071,-1.3289687104958314,0.17221772528024384
