input_0,input_1,input_2,input_3,input_4,input_5,input_6,input_7,input_8,input_9,input_10,act_1_act1_0,act_1_act1_1,act_1_act1_2,act_1_act1_3,act_1_act1_4,act_1_act1_5,act_1_act1_6,act_1_act1_7,act_1_act1_8,act_1_act1_9,act_1_act1_10,act_1_act1_11,act_1_act1_12,act_1_act1_13,act_1_act1_14,act_1_act1_15,act_1_act1_16,act_1_act1_17,act_1_act1_18,act_1_act1_19,act_1_act1_20,act_1_act1_21,act_1_act1_22,act_1_act1_23,act_1_act1_24,act_1_act1_25,act_1_act1_26,act_1_act1_27,act_1_act1_28,act_1_act1_29,act_1_act1_30,act_1_act1_31,act_2_act2_0,act_2_act2_1,act_2_act2_2,act_2_act2_3,act_2_act2_4,act_2_act2_5,act_2_act2_6,act_2_act2_7,act_2_act2_8,act_2_act2_9,act_2_act2_10,act_2_act2_11,act_2_act2_12,act_2_act2_13,act_2_act2_14,act_2_act2_15,act_2_act2_16,act_2_act2_17,act_2_act2_18,act_2_act2_19,act_2_act2_20,act_2_act2_21,act_2_act2_22,act_2_act2_23,act_2_act2_24,act_2_act2_25,act_2_act2_26,act_2_act2_27,act_2_act2_28,act_2_act2_29,act_2_act2_30,act_2_act2_31,output_0,output_1,output_2
-0.9642596,0.21827497,-0.39569044,-0.46354082,0.7543391,-0.2146601,0.95438737,0.10148893,-0.0833848,-0.33379453,0.67398804,0.0,0.0,0.07321704,0.0,0.70391655,0.373017,0.16044053,0.1423352,0.13048087,0.0,0.23335426,0.18397017,0.106652364,0.0,0.5024205,0.6759865,0.43698183,0.51687914,0.76566577,1.0636586,0.0,0.35561368,0.22241673,0.0,0.6560371,0.4766239,0.0,0.6436293,0.0,0.8490539,0.0,0.0,0.66547835,0.9273756,0.54990524,1.1298404,0.09406911,0.0,0.619367,0.10436563,0.531149,0.49433658,0.44979432,0.0,0.0,0.836691,0.023662142,0.6248691,0.23709607,0.0,0.22014275,0.5413548,0.08588216,0.2078596,0.16184086,0.10089211,0.2973996,0.0,0.0082522,0.9249393,0.51418334,0.67837286,0.63698775,0.21618864,-0.9245735,0.16025835,0.665388
-0.4019924,-1.5018868,-0.95711416,0.6122329,0.5294496,0.54179966,-0.5548147,-1.7313628,1.8627776,1.915267,-2.0296052,0.8792119,2.4841545,0.0,0.0,0.0,0.0,0.58691776,0.0,0.0,0.85330683,0.95129436,0.0,1.3400097,0.86520505,0.0,0.0,1.5703948,0.0,0.8750901,0.0,2.1011748,0.0,0.0,1.1929337,0.0,1.7614677,0.44440866,0.0,0.0,0.0,0.3537889,1.5308465,0.22101322,0.4867098,0.39782807,1.2519784,1.564775,0.0,0.057318553,0.2819412,1.32734,0.20726255,1.8803132,0.0,1.1104413,1.1356487,0.9540366,1.1232656,1.0512574,0.7886378,1.5509233,0.02752412,1.1997588,1.1653862,0.0,0.617337,1.5678961,0.7741268,0.12082502,0.801413,0.33594307,1.2058231,0.088333786,1.7206115,0.3686423,-1.8485024,-1.7369995
-0.39840773,1.3466872,2.4346488,-0.043791693,-1.6551023,0.7550504,1.1758304,1.4544754,-1.7403686,-1.9786265,1.9952279,0.0,0.0,2.096275,2.0833254,2.3916228,0.0,0.0,1.6043552,0.51314104,0.0,0.0,0.0,0.0,0.0,1.0265186,0.7872984,0.0,0.9875965,0.27981895,1.9478885,0.0,0.798063,1.8293667,0.0,1.3766865,0.0,0.0,2.3202384,1.1826926,2.097418,0.0,0.0,2.016168,2.9514823,1.0193449,1.2710094,0.31762344,0.0,1.722494,0.6732217,0.730872,1.7098901,0.23814905,0.53469604,0.40263712,1.5584141,0.91578925,1.0008397,1.2318077,0.0,0.4736256,1.989008,0.0,0.33955717,1.1619927,0.6050006,0.16244772,0.18141158,0.0,1.6571975,1.1994452,0.85292053,1.4930732,0.38071147,-1.0897245,1.6986047,2.1110983
1.3271446,0.6160784,0.24963488,0.5236285,-0.58994687,-0.38830435,-0.86315715,-0.19864906,0.53342056,0.40987468,-0.4097862,0.67567647,0.49329716,0.0,0.0,0.0084261745,0.5053607,0.8639689,0.0,0.13534364,0.4119519,0.120078,0.0,0.73861766,0.28047323,0.0,0.0,0.0,0.19141474,0.0,0.0,0.7267001,0.0,0.0,0.5336256,0.0,0.0,0.37121332,0.0,0.33960825,0.0,1.0757312,0.46695244,0.2888024,0.077817775,0.0,0.0,0.77202547,0.0,0.6433222,0.57848454,0.20576629,0.2953417,0.71821296,0.22659619,0.58935905,0.16749054,0.6696304,0.7625811,0.4665071,0.46527737,0.9068093,0.30749446,0.46599656,0.7414528,0.0,0.5092551,0.82134986,0.06082572,0.04761327,0.16192324,0.049075153,0.26206785,0.0,1.0188305,1.0168464,-0.53990185,-0.52276874
0.24451452,-1.546906,-1.7665318,0.54293084,0.0041515445,-0.34714833,-0.11341955,-1.0179578,1.7000369,1.4241943,-1.3244781,0.7409792,1.8429751,0.0,0.0,0.0,0.0,0.49042445,0.0,0.0,0.8946325,0.7871082,0.0,1.3327599,0.34244305,0.0,0.0,1.7007066,0.0,1.0436972,0.0,1.6419464,0.0,0.0,0.92076313,0.0,1.270379,0.41315737,0.0,0.0,0.0,0.7943507,1.6839273,0.34693867,0.56670916,0.4504668,1.2123797,1.3291478,0.0,0.09775546,0.3316665,1.1931399,0.2600647,1.689697,0.0,0.9426558,1.1928601,0.8347099,1.2265708,0.72900844,0.6193109,1.394832,0.13330683,1.1656221,1.1480451,0.0,0.53023076,1.3608555,0.64459604,0.062414855,0.7693585,0.3271638,1.1347245,0.09451934,1.4232725,0.14920042,-1.6190157,-1.3736866
-0.015023273,-1.0005257,0.8757484,0.108382635,-0.8365835,0.40309072,-0.15501045,-0.9166804,0.76045346,0.43591636,-0.16526681,0.17537647,1.2403082,0.0,0.0,0.0,0.0,0.47095498,0.0,0.23463768,0.35026854,0.08940515,0.0,0.0284089,0.57836777,0.0,0.0,0.6735516,0.24289274,0.7509794,0.0,0.27140716,0.042153545,0.07593544,0.06717091,0.1308209,0.122618094,0.23498794,0.0,0.0,0.0,0.3894418,0.20200579,0.033946857,0.32212093,0.20421363,0.60543144,0.30853218,0.0,0.20843005,0.2044891,0.37847802,0.29853904,0.74782634,0.13488507,0.21317503,0.56700903,0.25379425,0.9431186,0.50214154,0.29401854,0.53259933,0.173479,0.41208804,0.37958091,0.0,0.13135293,0.5048176,0.0,0.0,0.36426497,0.1977173,0.43915218,0.18748942,0.72383136,0.08159174,-0.6835028,-0.06854297
0.10651533,0.9132951,-2.3199039,0.92833084,-0.03483433,2.0750668,-0.49576214,0.7969551,0.021060213,-0.2552513,0.15417644,0.0,0.0,0.0,0.0,0.0,0.60337484,0.0,0.0,0.5374677,0.0,0.6600791,0.0,0.0,0.0,0.13345468,0.16772123,0.0,1.2349118,0.43348816,0.0,0.32112497,0.0,0.19091228,0.28912973,0.31069145,0.116071835,0.94234854,0.5339369,0.18999778,0.004583776,0.7266747,0.7303891,0.70217764,0.46911475,0.2534283,0.09842672,0.0691434,0.0,0.6821022,0.37791502,0.15225181,0.41220674,0.51856816,0.43414927,0.24705368,0.44351923,0.9419588,0.87060374,0.56219435,0.4944386,0.43161213,0.33877277,0.11479121,0.53671145,0.0,0.389422,0.25891557,0.0,0.0,0.89128256,0.0,0.10522565,0.13246298,0.47340053,0.454109,-0.30809274,0.715783
0.5152173,1.1110127,0.17944033,-0.12402441,-1.0232294,-1.5067788,-0.49666253,0.2850855,-0.2041493,-0.33656925,0.7096269,0.07891987,0.0,0.3472932,0.28969967,0.516804,0.78222597,0.68119204,0.1743148,0.44603,0.0,0.0,0.0,0.5010848,0.0,0.0,0.0,0.21713561,0.15427911,0.0,0.15311714,0.0,0.12888926,0.33311957,0.10533954,0.0,0.0,0.16492653,0.29734018,0.16079931,0.8774352,0.81173515,0.0,0.6339278,0.4895989,0.008883392,0.09067957,0.25176352,0.0,0.7329964,0.33846903,0.0035884865,0.68903875,0.53220713,0.27907068,0.30238387,0.33436403,0.48689958,0.4996876,0.46379244,0.08690372,0.7491454,0.74820226,0.0,0.46959943,0.009827491,0.33540505,0.41708893,0.0,0.0,0.2856115,0.3384089,0.30090648,0.2478769,0.49404997,0.45523503,0.17537841,0.3612393
-2.5764506,-1.6473871,0.79298687,-2.9235075,0.6122231,0.11531358,1.6522838,0.62218946,-1.6283928,-0.9310637,0.9868603,0.0,0.0,2.1207733,0.0,0.931135,0.0,0.0,1.6178192,0.41939527,0.0,0.0,0.4339341,0.0,0.0,1.9445819,0.7589863,0.591003,0.55987746,1.2986913,2.6512718,0.0,1.4446831,0.2737154,0.0,1.3833277,1.2406745,0.0,0.93571526,0.0,2.3984551,0.0,0.0,1.7096074,2.5909617,1.0553278,1.6394918,0.15390758,0.0,0.7501667,0.67536783,1.270667,1.1180446,0.0,0.0,0.0,1.3904335,0.0,0.29746217,0.84895426,0.0,0.35810417,1.3570287,0.0,0.19279987,0.8487146,0.7648018,0.08538614,0.0,0.0,1.2749282,1.6083246,1.6593388,1.7686474,0.54752046,-1.8332014,1.916122,0.92216057
0.5002377,0.9733118,-1.6623168,1.2025534,-0.104133815,0.8776106,0.6714893,1.015626,-0.26769722,-0.40195057,0.22592099,0.0,0.0,0.0,0.19634739,0.37469736,0.30705413,0.0,0.26080352,0.14444958,0.0,0.12888807,0.0,0.3240319,0.0,0.0,0.86885726,0.0,0.9650564,0.4749974,0.46865207,0.0,0.0,0.45719504,0.0,0.19855136,0.116773546,0.39828897,0.8445413,0.25022972,0.18293525,0.57890594,0.76682734,0.78890353,0.89124125,0.5227497,0.70996714,0.28295386,0.0,0.86571455,0.41204304,0.5587765,0.20437881,0.42880246,0.16272092,0.18731889,0.69557834,0.37605858,0.84104747,0.26026616,0.0,0.43158004,0.41823348,0.104310855,0.5462362,0.0,0.42102084,0.45996577,0.10377826,0.0,1.0832686,0.20495483,0.45567062,0.35353094,0.32114556,-0.39584383,-0.014042512,0.43881854
