sem_0,sem_1,sem_2,sem_3,sem_4,sem_5,sem_6,sem_7,sem_8,sem_9
-1.3928011789211818,-0.37659929268430337,-1.7073225964778906,-1.071873522624479,2.447777782773975,3.0769922646036845,-3.3408225469532504,6.364700584938442,12.563520702142013,0.5375483975807787
0.6370228331369674,0.5691097966256192,1.2117711964283648,-0.5867579702936156,-1.9624175516097293,-1.425283446182207,1.333731440782094,-0.7633425998797448,1.5128286536680646,-0.590857391723826
-0.7092152150602617,-0.16364359847806892,-1.7328180123971546,-0.5826038908500294,1.2301907379061316,1.8705445681166883,-0.3931436055519607,5.608010879218595,9.596472127180474,0.7709247233288734
1.2661070235190566,0.8148174516946203,2.0026076122262224,0.7706877540406941,-2.113626975977963,-2.249658730444398,3.1505017272231206,14.985205136257642,19.18336879462853,-2.985581459036978
0.15376560100006695,1.6775117348201793,1.245892730475462,-1.7489975403364642,1.5346189571239175,3.753722017978514,-7.234398426964723,-3.7420264354295107,-9.649391435362185,8.855590945372077
-1.0710004357556282,-0.8437549763549692,0.24928025113397145,0.3401658155493745,1.1309017184795844,-1.696825133290785,2.0173024694648505,-0.16271003095364397,-6.575057804809424,-1.3163912160159514
0.9311888338664127,0.4540154249151995,-0.16906935107518956,-0.29799761641034084,-0.006580675115986784,2.0083198449106443,-3.541791584109462,1.2938691924205525,4.637144096564589,4.77360436378068
0.6859427491072747,-0.5860285793695406,-0.8144336822310967,-0.5489432955041755,-2.7599473287850094,-3.489518470529484,2.7981610444119758,-3.0042490763678393,-3.4017523169466255,-2.3531846745248703
1.1071163699360638,0.28564690102034085,0.1714601985606649,-0.2944504609174189,-2.2424452446679037,-3.38756531909213,5.51760787303153,-4.620119878203601,-8.270938509129769,-2.6544523056491105
1.720171059899663,0.9894114917095513,-0.8214378344362298,-0.14675446040460052,-0.6600518858056441,-0.5164229842367635,2.031126332876422,8.484351434494204,21.477895282702217,-2.1530388836998284
-0.9964888145613341,0.6781825948984228,0.7424511540663459,1.1427673229791975,1.2718332058975665,2.5516322040035955,-2.9641539594560284,-2.6548418022359455,-6.206541405098519,1.9418565208381735
0.07621152981645885,0.8992575767991466,0.3837001825660132,-0.05792345639222887,1.3131838292729843,1.7134549009477604,-4.64077485078943,0.20458614408277667,1.6511474319534183,3.065631090448763
1.4256354151312405,0.5624800237437579,0.3477229756294921,0.7301990099477151,-2.454828403731293,-1.802586519833919,3.5334559875407368,-3.817097808424027,-5.202224730318516,-3.762524006726764
0.024542884836864776,-0.45571396524502356,0.8023314640984085,1.5198068748586393,0.8589585336905214,1.3316825829487322,-0.26706020721447776,-0.10370706552305511,-3.1196665841756386,-1.5697305368852092
0.36197650311322166,-0.28775322864255304,0.733181563805248,0.26662934097284324,0.3863104015477826,-0.3800466612670791,-0.4694279410872014,3.2676724545510702,4.065313547841485,0.5130636876687216
0.9925896667056523,1.224807530256276,-1.0612539346258778,-0.7623740953078593,0.48328849924415906,0.9961377652955857,-2.8096295264233,-3.7845524989261135,-4.486426144751098,3.6396468510051987
-0.5961890252134493,0.48249082243131286,0.9818376573826422,0.06383776791395887,1.2819503465225586,3.1114186349379085,-5.0187008283494325,4.670659252029861,10.796499815845385,2.9066336708331235
0.4536293065909233,1.0910241202858997,-0.1030784646146957,1.1409768528662778,-0.22990680729945379,1.9858348882992294,-0.5233451030071276,-2.8756038222821187,-0.45292462731099886,-2.0896020766050167
1.188836779599803,1.9233897702051388,1.4068757003737793,-0.41721863587576064,-1.9363897763744378,-2.1910871816532795,0.4853114690352643,7.294434090962339,1.7225882823560146,-3.429802797515099
-0.8462409903017769,1.2732617070302246,-1.1087007988401198,-0.01764065497131346,1.4845136590773957,2.8563378050902113,-2.449880283192524,1.3504126077428924,1.1503828798509128,2.0367745131885675
-0.24582025251600295,-0.6816318155480385,-0.22241118218642653,-0.7603045068215578,-0.5261942110570044,-1.736231961943713,0.6125012499210147,-0.08107928783142657,-2.8982279446264454,-0.614427322942256
0.7840602201127721,-0.6876696887863949,1.9534470896666507,-1.0149489920057242,-1.6463555426082324,-2.503228719703514,0.7264938767145916,11.37468056133824,19.52784087176359,-0.186911334427315
-0.6829679736142453,1.0176866639193836,0.9591525670106321,1.9109331005742938,2.52332135331392,2.2443169345491447,-2.4559712202751784,10.926459675409973,19.39013293377053,-0.6993246559000762
0.41545330189755375,0.9037599016530509,0.5813367930901506,1.390220468776908,-0.22137777766855915,-0.14944360047356778,0.64246152684561,2.02793979968784,4.846082946438324,-1.536279087399916
0.6009990793088272,0.5190884781018645,-1.2589820402040324,0.8779484860855293,-0.16486472148961878,1.2498524189246218,-0.8804086974384959,-3.1141198950440834,-3.849126362438944,0.4636059258766517
0.6742068844553477,1.848200288220276,0.46054954960982053,-0.609211423805034,0.7346781007513454,2.166846958702607,-4.356896482621421,0.3901842825934545,4.96399609225597,3.221762602640247
-0.3719616773389522,0.032581383863289334,-1.1334050346047593,1.169200771387095,1.118060289882842,2.3476289223692737,-0.060989685190570575,-2.0963079799070945,-2.1300254252090163,-2.2549995261179303
-1.204103917318673,-2.4621516033545268,0.13236909104280065,-2.2505438645448725,0.03941360106993336,-2.910514935810324,-2.9119516832053938,-90.55802036204652,-158.9943046428106,5.828098428507333
-2.4397062248965047,0.9016655703403587,1.4744591025655729,2.295544633978398,4.494271951984563,5.38995594729194,-4.741248368340797,-17.748013555541974,-22.397513388697558,-0.12409302371828068
-1.0601426082449836,0.4498400601072546,-1.453346137844517,0.46357753334532326,1.2970315400333539,1.4644356128768288,0.19970997095355342,-1.2417342692147266,-4.270477173658924,-0.9265931087111352
-0.7755800955609308,0.5972452318042045,2.1559411941138404,-0.25926794692347016,-0.021451640476255335,1.922108214093962,-3.6883908417159583,2.9695917559487524,4.2220866118990905,2.490445884021219
-0.01764098650389057,-0.8125403775069089,0.3753972752855248,-0.010283970916633724,-0.524610920394087,-0.06577251452721553,0.6164096690214391,0.6532140688283252,1.2724801859366885,-0.27320874747312557
-0.48086799205133945,-0.7209772105175538,-1.1107723307512958,0.6163757437010825,0.32187897822646944,-0.380656995929491,0.7335458534226276,-2.221577219080626,-3.408610796387005,-0.7501276465194737
2.174372702830753,0.4315887333370429,0.947107349806181,1.2414884399595265,-3.4508981695692924,-2.696730825461625,4.720981268999274,2.087723705803456,3.3985915035395284,-6.303585465102055
0.8009147757396665,-0.9055509843224749,-0.5477294894186262,0.9798922402518975,-1.652408698361104,-2.0177093190167774,6.170741818274795,4.582331036298519,10.109668359441564,-4.243856526870439
0.8127516329797507,0.8917019225973366,-0.36228133691557046,-0.09260840385618804,-1.667328144576875,-1.4443430569571283,0.8835967747983384,2.011784517490429,7.505986834224919,0.1614394785860503
0.2976893464255492,0.6321558626341217,0.9853446519272389,0.4433456960687258,1.6296648296112024,2.0474469496504604,-3.4266592024931106,0.1173172548501889,-0.7088788022172592,2.204357987013225
1.0135791399702012,1.4022145726804203,-3.2038440917265456,0.9322535593759539,-1.2251216296089007,-1.2614272822482868,4.7643652518871376,-36.82525968563854,-43.942674873849526,-5.857504199049559
-0.15534007068622727,0.16180722472675862,-1.0391995774555665,0.34484306310253643,-1.3736927451507035,-2.879055867890123,3.3454105702783212,-5.630881871225243,-11.264236274915403,-2.013724865579266
0.04476485145197308,-0.5792924117032583,-0.8126017679007032,0.2975486574091687,0.7976728942926783,0.19043944892567968,-0.43023074781346504,-1.0491830416460644,-2.749389415858798,-0.4421099209999688
-0.2893872830976546,-0.6081750491785536,-0.4779818524339991,-0.019870443793586386,0.7137168195204247,1.1374347984124034,-0.4663484348184319,0.41293884033859907,0.7464033084503163,0.3944611356428276
-0.37097424830857373,-1.2099388589151001,-0.032552116636861986,-0.7978530944913975,-0.14475104333380534,-1.549073284240082,1.9544831432327778,0.8365658327460063,-1.9235895873058388,-0.6925958837483324
1.8149423660439847,-1.264851866974072,0.4838026046593742,-0.7986368208260672,-3.482614644044725,-4.396993780049953,3.0492560849469013,-5.808053240682866,-10.336340953596823,0.15637922412353786
-0.9210421319019413,-0.4526371097296487,-1.7686311435481028,0.8179694250567291,1.3760632448138082,-0.028037676552463475,2.492462922354036,1.5250575520803151,2.3091104683733876,-2.6226346141119548
-0.1833291975199172,-1.7374556518437203,0.34075706451906596,0.5161698421750048,0.623028885125849,-0.19200796022998987,0.1888665539091689,-1.7604340476174438,-2.3269387645795545,-0.16658213395437232
2.418000368166833,-0.45491465079610954,-0.03788677436253787,0.8930615670816757,-4.307845726095677,-4.435384086879372,6.501646616694184,-9.053350032262257,-12.66840915527605,-7.336502217636539
0.6236539958000014,-1.1738061351858007,-1.1437158234737534,1.0937710493592396,-1.4034226921884132,-3.007066278615049,6.119503034601856,3.082513526045478,3.9681183870808883,-5.193923448845533
0.11060701456360228,0.9942372151356687,-0.9610240778904138,0.13763668476930543,-0.9865829554706311,-0.23719684143521083,1.4409136982741007,-1.6599973628467137,0.3654541707782366,-1.4948786842072515
0.1732804051476379,0.777602979444268,0.8816264703192631,0.8093457478769397,-0.6408771378713229,0.9123260121102639,-1.8569809480487323,0.27606296293699284,2.980369146003309,0.8439641223160312
-0.5473115913235027,-1.8447976792532474,0.27224359189549696,-0.11814627295493993,-0.11597960226539566,-2.649584293403675,0.6659552613546005,-4.324434161553224,-5.995848299121819,-1.2203556477782278
