input_0,input_1,input_2,input_3,input_4,input_5,input_6,input_7,input_8,output_0,output_1,output_2
-0.39696540669233515,1.4131053670845373,-1.1292804291365113,0.8803505695020972,0.2563979554783352,-0.8852064298876636,-0.3305912653938052,2.0026051109451912,0.1921097642745423,0.319481120986991,0.731098890646784,-0.1732830530614743
-0.3825312213230711,0.27392282993446704,-1.8248168763924244,-1.1528993003566042,-1.070484832889353,-1.3921802905254124,-0.01449392328569276,0.16807464472369507,0.5552080999459066,0.3140992861226769,0.7269103741881715,0.36993484486443334
0.5091949011857307,-0.9478318973355573,0.9979892504144317,1.7765135459926271,0.17597883344301005,-0.35602512899941424,-1.5811441363581769,1.6435815984108662,-1.4390274965420098,-0.052058628870758815,-0.11110018476332359,0.2971319948830239
0.5514288324938067,1.9106535549753856,-0.025125851250678878,0.08009506560985932,-0.36978576722803946,0.8759210912038583,1.4637678640550496,-0.6115815590845296,1.12843974239767,-0.39588399115950446,-0.1289339721374656,-0.4482175247140443
1.0785230493674425,-0.15338791973374263,1.1514078991719852,0.01243902462061447,-0.773994401592896,0.1181302529748079,-0.4502988711995692,-0.7558684449380456,-1.0284193198599445,-0.33224802212758303,-0.6337337344387152,0.7947074682177379
0.6187717440120352,1.3361571898839741,0.27333253287977566,-1.2804259202062078,1.0615641974383192,1.1614379203412506,1.387435534702939,0.19002881144486902,2.298696028013215,-0.47308604672281473,0.0296134137232024,-1.9440407367011783
0.11294247821024822,0.7278423732951752,-0.8728178623366005,-1.4369311076585083,0.2907514714961304,0.8553289421594612,-1.0248656271770251,-1.0878057186579984,1.1211931310382894,-0.2184740425475505,0.0986156222934397,-0.7091835327668329
1.6928053987078222,-0.02220118617769739,1.7151887419030591,0.2758934391270206,0.04971259150638171,0.04355830542365455,0.05931087386399378,-1.21543275266116,-0.5910453020114096,-0.5394934597531352,-0.8965387610371718,0.38847534204340023
-0.34262311394192513,-0.6278701738640219,-0.6047106985764054,-1.3345775457666582,-0.7288233258142964,-0.4741686626941228,-0.33823955417045665,-0.44384225999757476,-0.04219405785521101,0.1867759825773493,0.19885299291769176,0.5562387665892718
0.8724412208288056,0.20974334562888056,0.30812751711732705,0.47180321642082984,-1.1968628480829928,-0.7739318686117823,1.0477067723180753,-1.6084926093591938,-1.544173904847323,-0.17126909843979282,-0.381608673618418,1.0329346495241458
-0.9128009330621282,0.47377116942400216,-1.3040169194752171,-0.16884728659596665,-0.1556695077212559,1.3611642873761842,-1.9459322284678762,2.872502534858842,3.116651563541469,0.10663279157643854,1.1192824618157495,-1.3712343116013266
-0.22509444453320804,0.04581466059184033,0.8119098515266333,-1.3181722047166646,-0.8703588947212887,-0.018717452787563853,-0.6626230571488247,0.37343141080448894,-0.10776558811651427,0.06887068897186253,-0.27503718752161516,0.6617453238594223
0.11534980521463818,1.36251758258179,-1.3339052052073357,-0.8727459052026303,1.1254519626529222,-2.279030003386178,-0.20112297214288852,1.8927092275163413,0.5069396682843266,0.41650412732925896,0.8820903432792763,-0.8779627549380328
-0.37839522617125826,-0.7039364814053817,-1.3326870811694091,-0.6403861810294247,-0.912909874734108,-0.05314182902194217,-0.867158509087766,0.6401310498051729,0.7953350978027174,0.10600750241294224,0.6806451801493487,0.2735829323713895
