input_0,input_1,input_2,input_3,input_4,input_5,input_6,input_7,input_8,output_0,output_1,output_2
-0.8644358909029212,-0.06340463273014943,-1.3787898109998349,-0.40697780462681765,0.8711120070970177,1.4827848060741882,-1.390884084622627,2.1535249606222764,3.5233552908221,-0.4038657787943141,2.901300221901118,-4.485418723621464
0.8488800712372941,-0.04121328975633293,-0.11699947252163338,1.1499777704893512,-0.9934822767885049,-3.6636343366893334,-2.7455371256156194,4.18021158771581,3.2655318396954263,1.6282693121355547,3.2200411226211263,-2.222390893071969
-1.8202639352677754,-0.9458900524850462,-2.6802093610095077,-0.28784317766433354,-0.4690389446329378,1.2219822292757219,-0.22008380840467903,2.402480465524431,2.9903603737694264,0.5563963782019549,4.220578085548771,-2.2440905281942602
-1.3776964780519183,-0.2899239407120068,0.666821263955892,-0.9088776686585119,0.8772970973241369,1.280574028595211,0.2240070363314414,-1.2454145810403234,-0.16489112529473654,0.2648381076673579,-1.6281710266657408,-0.957298450853044
-0.4719354665090705,0.49562215061686543,-0.9124743863524454,-1.2319009710188336,0.41717045290264054,1.0225691169101065,0.7974079483911476,-0.8419014226801098,0.4649108098307174,-0.24505040606124567,0.12643584577229713,-0.9969488773272501
-0.3469858869067525,-0.8648131530599976,-0.4694224688802277,0.7364749856678912,0.8869633952707783,-0.5642799283633582,0.17649774462362058,0.6733639937509971,0.8887909347590531,0.6727126442427939,1.0483766122223857,-1.7318760058723606
2.189052903500447,2.3602273330275136,-2.606549622581854,-1.370469518124658,0.3319692462234104,-2.732534454272817,-1.3749476404333576,2.420897514510022,3.0838094794998976,0.0642869392715414,3.931275273351957,-3.622421245534631
-0.1926994215610607,0.560333579617165,0.3719118238863647,-0.6490902341923374,1.0020786063973979,-0.38147093913883723,-0.9232755198746947,0.5462578905378501,0.7999102494550793,0.4404290766790121,-0.0996501747095055,-2.342705333141654
-1.484515642699499,-0.7014211870023428,1.0816805549936266,-0.4879712482840156,0.4643880909344006,2.2454845101252565,-0.2899453969234528,-0.7198588819289762,-0.07939979012915606,-0.30167811891795593,-1.6168327170323098,-0.2957539596914699
-0.3250609192055086,1.346744546916626,-1.4978094725213988,1.1928487598442217,0.9903892187090387,1.788970886775842,2.966235007520133,-1.2203053119335328,-2.087338089458614,-0.9369763585032175,0.5839144024370873,0.8506467810707219
0.6997409703935226,-0.46645344027188607,-1.0462947743497895,-0.28855659106509673,-1.7915238499906778,-2.5577941970369213,-3.180030186956044,3.709954958719067,4.939231469116972,0.9571023367672522,3.894717282060205,-2.5765830108193497
-0.02561809450994842,0.601354030113583,0.8227374266275476,-1.4886078463444137,-0.3632052874017607,1.4723671215194203,4.297921809733919,-8.069748486623855,-9.329600025862963,-0.9991058057290423,-6.8127719946537075,9.40249008240214
-0.4074350469930024,-0.10588634259797006,1.575603637128585,0.33795502096355035,1.3215014288643117,1.418451110411299,1.2127943778177517,-2.681137072150743,-4.512886422169871,-0.5519860867142626,-3.591491683913386,2.8798521484542388
-0.8871301762372003,1.0774969198201434,-2.537282397504904,-0.994253438126672,-1.4548905032263764,1.5704685262933642,2.1356759417694007,-0.9000279334375763,-0.21997735546305708,-0.4047675883054658,1.7479222930592915,1.9596252414200048
-0.4541739245557284,-1.41794856335471,-3.1410393501524676,1.2329402936122107,-1.0810998939718162,-1.611695262576903,-1.8748278470963369,5.411327372294721,5.257906272676927,1.2012600444906216,6.963752059448518,-3.767295690213465
