sem_0,sem_1,sem_2,sem_3,sem_4,sem_5,sem_6,sem_7
-0.2796209058794514,0.5811454246737252,-1.4591546889799234,1.956347433651263,3.2987313768894597,0.8420870138787752,15.91837601568772,-27.056480712961967
1.3380481074108759,0.24069895089927343,-0.08980233491702304,0.259019541792731,0.9528024968352445,-0.9886284924862786,-0.45214910212515413,0.7767620030038016
-1.103513073131364,-1.2201240765646255,-2.1999818487483696,0.8975102594101645,0.8628987258595316,3.107105354832723,-14.687674610933499,1.1548037750729132
-0.06726243320973063,0.08439169701745437,0.7426779144860514,-0.20137508841440732,-1.7944365878281483,-0.2948979220954446,1.8745119339387986,0.2839029971411201
0.45424645459699897,1.0557996275499608,0.20802695001290766,-0.21216640396968706,-1.113750962817423,-0.43674665694768955,1.0182029677756803,-0.2912201402983451
-1.9804763158576888,0.15717790516594504,1.044117768717126,0.6600188571686105,1.2960133241134342,0.6746393565425841,-1.7647960617248075,0.7572549804283434
0.21902968998069286,-0.9747995190375394,1.5337163854106648,0.00903771688624426,1.1589528708608325,-0.529013716580765,3.9050957958420627,-1.8570143356584656
0.5958655414682382,0.30017492619422587,-0.3084746496130342,0.0500678908055156,1.2940615009183027,-0.08781679382892366,-1.1298654935805916,0.13307725870142964
1.6081036481706046,1.2800052410624843,-0.884959488391759,-0.9120648918944994,-0.06832879994330815,-1.0257743425805994,-2.057649404421139,1.7519934947180351
-1.1890719148434676,0.20428242609448838,-0.9725335973830771,1.7680619310119146,1.7986700701226548,1.2800647656410842,1.3937227727993513,-3.612313356615313
-1.1492577287289514,-1.3155133988951637,-0.5675554611727054,-0.1361013634136863,-0.42976832394905384,0.6266828269551113,0.8791093177086358,-0.8938107520484715
0.6321212045969127,-0.5848716206456298,0.3151211550286938,-0.9279463743696605,-1.5354519687968047,-0.6291651512810198,1.1184398135987643,0.4782771373737031
0.15241055364186712,1.5950930209301408,0.1624410817070791,-0.8689466335107738,1.189523550159288,1.1424360181745161,-1.9469143729912908,-5.879198776981128
0.7994599120029451,0.05870178101294064,0.03931602847819303,0.27949897560851433,-1.247885769674244,-0.0692652327018176,0.7473305216278174,-1.3415447408832517
0.4037627212789658,-0.2476379104104697,0.16476235641495474,0.5383465634504048,1.8239806019332965,0.38810542338201864,-3.3616764531016057,2.366817890202535
-1.1161610404025875,1.2229782442753723,2.7214454586392356,3.0156552262973717,1.1542790818651998,-0.7466872582547848,15.994746587255648,-9.63704553301302
-0.507795685163199,2.1552836332892014,-0.9603129383676313,1.2458305001416112,1.375473541320072,-1.805409017453402,-6.848127358462767,9.178146062507633
-0.7026968870300169,-0.6662335807349251,0.5823558611453565,-0.5271554250219603,1.653133860565887,-1.3734172371233526,5.067565066939366,-8.075580845440356
0.53512292952863,-0.2545155915069817,1.4182029639232192,0.41826989631079536,-0.10762710489706251,-0.17390660594512958,-0.7779224503977592,1.1886096557377286
0.7977523004320797,-0.6580171422473725,-0.02996613014731292,-2.270663306070286,-0.32944796828963946,-1.9408334604918422,1.3239208520835941,1.3313598241442413
0.9047425812957866,-0.4458307342517618,-0.027658049490901844,-0.39592983887485317,-0.3229375399090819,-0.11802660925240072,0.44152482296930284,-0.9158064403206561
-1.378152277285776,0.5782453183575759,2.6299862921130073,2.024897358659579,1.2771570657120335,4.340301941275013,5.031635704552928,-4.950252275425409
-0.09301590753357374,-2.298540187801715,0.5984893845651633,-1.0480535014842625,-0.16790994277923893,-0.6726573092152628,0.38565366661651346,-1.1442080994354495
0.6109088219215528,0.9326088936205917,0.7097227874157809,-1.389733251454774,0.14517408779338437,-0.8086424523275748,-0.28066460299686863,0.5709536882510476
-1.4083425097101754,1.5193283698239712,0.22221863530886465,2.0890174321960053,1.984373897970114,1.9607876776534103,-3.3296920594934063,-2.3026029457943835
0.23762537785449142,-0.722379384361771,-0.6878383053015988,-0.9759559249759424,-0.9378457603768144,-0.5213384141794957,0.05328596462859783,1.330924784758334
0.9145343541652472,-0.550402745123791,0.5985175173411694,0.4191129087899006,-0.2879103059816747,0.07950900969081458,-0.5513163458517467,0.3022799969624588
-0.28696126948177053,1.6569915381816824,0.906665193346334,2.2375358406411365,1.1107254101319137,0.5389013167854788,-1.648941756665494,-0.9045108895898787
1.1029443827431167,-1.6882461313853019,-1.3748156311247266,-0.8162071442965553,-0.2334317371068637,-0.13415666559862954,-1.6297408962503228,-1.826496264358458
-1.3919119415226169,0.3484201644455824,-0.44369729717335826,1.5828681582394966,0.6834141353933715,0.4719364178699083,-0.954616418872572,-0.3194373009914216
-0.5876298158966816,1.2344270347413329,0.30872492910292604,1.5420118546692025,1.5889290497526731,1.273560943978506,-1.6138032262646576,-0.8033275715147178
0.6348652597297368,-0.6179797335711616,-1.1944267320200683,-0.33901794540511093,-0.9127638475701658,-0.12068095592220571,0.7846701846585675,-1.1149541329395567
1.921780221352507,-0.08383090318797932,-1.220187817132044,-2.3972044006020665,-1.1048721780440722,-1.0234705087564338,0.1010143363601462,-0.32821958470464885
-0.5196819392929749,-0.13037439670748868,1.3385208177760735,-0.39792166370979704,-0.5648672684156887,-0.19001652086774343,0.08556597196010143,1.194672833844656
0.6209693188166315,1.0637828476219244,-1.2068050494020293,1.2269168685416947,-0.4108726245602783,-1.413223822604604,1.2510603432039151,0.5947815487598357
1.4747545715436496,-0.4242920497792669,-0.3525460477618326,-1.6375525062547922,-1.791303948454644,-0.2650997380356092,0.8045831955357465,-0.2971514643243076
0.18645447959576952,1.6605655543924691,0.907111568743948,-0.061862225657631,1.0298444130234496,-0.4246656681478692,0.268777799516173,-1.7381696360569383
-1.4777730809576364,0.4757123651123786,0.8438195162460472,4.8340781593991,2.0642570006950614,24.01852605880432,5.8138582309698625,-32.37499345980127
-0.4602123136691784,0.38620148229533574,1.0288707045787902,0.37963088521551774,-1.8824288204489492,-0.42034287605317605,4.6639312199269485,-2.4972509869775044
-0.36990784012874545,0.9250730513294771,0.7528965451645396,1.2081914070344382,0.46641480828281184,0.8154038430546746,-0.9863939405658512,1.9700075977607818
-1.2385169786487775,-1.9900387313745096,0.20988838574840493,1.0662945185922565,0.3955892982643982,1.4357461364173814,3.3088675468152022,-3.880022635007409
-0.552630605428329,1.1756404108802998,0.139966873694599,0.1892269649901425,-0.3525689599516614,0.5267565662987201,-0.9989335359575932,0.06001436125818308
0.26128922126169535,0.37979510329080873,0.30259455258949997,-1.8288304569506328,1.0349394677089598,-1.5063850429538583,0.5856266487048709,-1.1359777385404128
0.808293002524758,2.4876276773022945,0.1937672192791369,1.1163809123299038,2.1953408302450677,-3.5041434899673347,-5.933050123479131,4.305279130066285
-0.35210505547575155,1.1598189722536878,0.2789740767056058,0.9248930688188293,1.165997312734493,0.9895536885844897,-0.805065458438211,-0.19848953929010343
0.8803684914259696,-0.6907330709717017,-1.2677248482728223,0.430223134418099,-1.231482456335775,2.1238212556675293,-0.569314347387663,-1.3692673621369518
-0.9452609273845,0.7929856103678239,1.4771626492715546,-0.18632013549780957,-1.6781420884370253,-0.060358210572362125,2.9545043886350797,-2.975870416212732
0.06021181130187138,-0.7279073413559313,0.5018919283684151,-0.9947759394844169,-0.907014505452594,-0.6286635072179887,0.7682283691519187,0.7037254470068361
0.8044995918489756,-0.6802326409263866,-1.4947674972836063,-0.8075041149312705,-1.512709441873078,-1.6953101196658393,1.5580227041084367,-1.5243592258683998
0.534874530215427,-0.0693839654019035,-1.0735402913378316,1.1103274164549863,0.832330517803574,0.9327070645848256,-1.7925956131427154,-1.0040219686965912
0.8645491820045472,0.9384564985834744,-0.09706677775912696,-0.3351592091512211,0.9422906990497274,-0.5349962623325126,0.24090195922029392,-0.8771290182468722
-2.161730125940274,0.45431163031576177,-0.9518101557596651,0.007977547632023761,-0.8260335677946681,-9.111671563612866,0.7477679290486546,12.550016140508724
