sem_0,sem_1,sem_2,sem_3,sem_4,sem_5,sem_6,sem_7,sem_8,sem_9,sem_10,sem_11,sem_12,sem_13
0.6923979296121024,0.8113014950123518,1.3767648180012806,0.40591848535614206,0.03285204122359897,-2.0032660024003524,-1.5836025156947167,-0.700190359709553,0.34426251487074544,-0.3844781626152419,2.831383013749829,2.6027115543709276,-1.126887872114485,0.26755102363410244
-1.4606713868813335,1.8352615329165236,-0.0875764543740904,-0.9768013487365766,0.5009939443812361,0.9422667475349275,4.107215229912509,4.837548047491134,-6.992051846897298,-7.341705837259289,4.770131237238945,-6.336878544270441,11.315935614031403,6.39448014652057
-0.19564018121172472,0.3907821820472548,-0.48375062926764656,-0.5646883864485753,0.18928827402123852,0.5580752213539341,-0.26203502486700975,-1.523663908274686,2.7599261992170483,4.916683058252192,-5.110927082839866,0.12034399016317907,-3.4499061667280158,-4.843021751840199
-1.0771369127030839,0.34670538944641244,0.40009529393741694,0.9855838342816832,0.5601845328703138,-0.659320817815798,1.3232617430276759,2.2662816530944463,-2.7522127802991445,-6.6767009286261745,7.047961806837409,-2.609087210681877,3.1168386519171305,6.1686316232994125
0.6869851627812003,-0.7337193666037187,-0.07384885415773623,0.22121604693783423,-2.226955492414671,-1.0713124568343413,-1.512538605775264,-2.9742166885412082,3.242481350353687,4.623990238876904,-1.3780097754759941,2.596981770343913,-4.924762544155615,-2.882173205113612
-0.67432148847626,-0.16423015023368842,0.16025631342302726,0.7988930402108883,-0.3915066368358625,1.5287470708542854,1.4269871920782802,2.6957233421946567,-3.0635316880707766,-4.883820992301033,3.1668394616904516,-2.2278320288445235,3.728730844357532,5.30494464375636
0.7138778257318782,-0.9171840538541998,0.37172503424049874,-1.3224539100112174,-0.5830834861782181,1.138068385384289,-2.0408588556543434,-2.6481731058085844,1.9662992783644906,4.50278301229377,-4.750717149148347,2.941817849288887,-1.6899730446886112,-3.375248284877796
-1.3327796068667306,0.3257235734198107,-0.9322891823376536,0.024872973833680895,-1.280126043143794,-1.167322337120137,0.740996309251083,0.12825707758625587,1.6259407732858462,0.8333572374635124,1.487427992490751,-1.804619218103662,-2.2008502558681267,0.3795803188697505
-1.7664223301852744,-0.4837280355575998,-0.7315949928082729,-0.10101065922825644,-0.37935613812858027,0.30316162582500866,1.1290738877745354,0.23541707689103264,-1.084623735690161,-0.5974182805954465,1.1039481505511033,-2.5342061809873244,1.7234690039857767,1.5950780622561416
0.16897171300598982,-1.493543571406846,-1.1568718569186092,-0.8751404798035372,-1.025407061765133,1.5147909346983686,0.9082023960752964,0.7341588953553372,-1.1804508888892098,-1.4243908182836997,1.767210454830188,-0.9724048782439101,2.664535522415875,3.874719576169661
-1.4066613405283535,0.3913932090936811,0.3101848188777204,-1.0409625675615293,-0.36616971758343525,2.0510078090653896,1.6941721855880651,1.4335970647698708,-2.6021525646004657,-1.8335103712193903,1.6824791061440767,-2.96150963133907,5.00281870266245,4.329492060028816
-0.740878176579271,-0.016788079588197745,-1.3149600844873757,-1.7599228346257987,-0.5730218575918955,-0.6425129897640961,1.7609154597044654,0.8929171572046406,-0.802744462600513,-0.3826627107129068,-0.8820276045625428,-2.5925619808152405,2.8939800551276185,-0.8457351210496801
0.9029838038826081,-0.21205298822026536,0.3018031342703921,-0.9323652168867149,-0.09394353781926809,1.0180970250389103,-0.34475088075511506,0.11844885805542324,-1.9006596006295948,-0.4074454731187245,0.6735556460868675,1.3668787737286578,3.9771070875297205,2.019029287321835
0.4308292652171264,-0.994417785672744,0.3507986364923562,0.4272449413979658,1.0104330838395184,-0.043128826003718014,-0.12316447996059396,-2.309099373842126,3.2773639008786652,4.1371950733897425,-4.282008232328432,0.3064946089033862,-4.779052015911449,-4.5160298476075535
1.4090192144780869,-0.2688086378421692,0.09496833817401915,2.3711399453386948,0.021493307967343986,-1.3654459583315708,-3.6962613349135074,-2.560441585194157,5.562119331045872,4.047572294841132,-2.1838067343013767,5.965204561313337,-10.720212333300243,-4.0415315010522805
0.4970479133413532,-0.21617712845621917,-1.2163330464688205,0.5994020398308337,-1.3993301782268763,-0.620023345155251,-1.0492537150691152,-1.1368528585788649,1.7376778925564047,1.775591343327994,-1.1763379188151648,1.8831237655491535,-3.0071307956040036,-2.439181622035268
0.4964538490104213,-0.2933947533918452,-1.0508147170124666,-0.38429338116908807,0.8686794743502585,-0.05854484807923306,-1.7649573316246627,-1.798265650071985,1.6311937664915594,1.6706200272473626,-2.0660523642521853,2.70274689249312,-1.7893789407859362,-2.3142458639508723
1.168176969342643,-0.2548375500722994,-0.05125513361528957,-0.21430264850762515,0.5924076831706615,0.7210707899503561,-1.9739531220460305,-1.6565558378263148,0.49060800996663056,0.4104118679213336,-1.1796495432877039,3.398359357737509,-0.32790370913933253,-0.213980754614389
