input_0,input_1,input_2,output_0,output_1,output_2
0.8752070516962744,8.856222296397862,0.7062393960524346,0.10101331233135555,0.10375450566920984,0.08790674308832336
2.0514704210282098,5.343271253916563,1.0890944533183398,0.3769739509657111,0.38346029422511907,0.40086251287122576
-0.9593483836225539,8.570822322282137,1.1377411511934383,-0.11373020281363391,-0.11245824833525254,-0.13490830007890955
0.7012834958438111,3.072585796732825,1.370280127707374,0.2131180970184792,0.2089377580404596,0.29057743230785676
0.0338673757192558,8.855321900323702,1.2123646016459617,0.009680237506803519,0.008195289830696586,0.01608330163556856
0.698670307894698,6.66439024309972,1.081258693088302,0.11336592078457448,0.11249233021729727,0.11858419984403361
-0.23964812428204937,1.1548390055104445,1.6495847099732082,-0.21954428092590897,-0.22309853705558985,-0.36681006585410814
-0.4621452345272591,6.425592197097323,1.467001991678804,-0.0709866370328277,-0.07099751013698093,-0.1120815218970922
1.749714117761666,1.784450873660976,1.7813722872060271,1.0295876871582563,1.0291313815722927,1.8231168748978137
-1.0180950938609032,8.64971764560588,0.6346101237711566,-0.12410013427170041,-0.12326336827117354,-0.07948572572108509
0.5156813609158294,6.626928004526926,1.2669148105963777,0.08464298230903375,0.08219006895963885,0.09687819086076961
-0.5797740261973121,5.810593274682272,0.5785765104727485,-0.09802772748651058,-0.0971028018631613,-0.05608798687388744
1.3900547975860746,3.1791636547915387,1.6335901749798027,0.4188426474930613,0.40962570294728,0.7069323681759401
-0.13894063458904468,6.798583385796593,0.8594256583262414,-0.015247897807037546,-0.015414383678345491,-0.006884284806860112
0.2435813145211043,9.86396288291942,1.8837104243223664,0.03543744884671626,0.030475833827425764,0.0476407861113582
-0.7399321365794342,4.748740047177791,0.5654689092170612,-0.15138544333972237,-0.14823173164884823,-0.08892719023845615
-0.742507506385362,6.016382310973684,1.6153531520561974,-0.12284174528491515,-0.12208995962136805,-0.19846844727010396
-2.103158727037059,7.550314517864519,0.9225818838114648,-0.28092823935309075,-0.2780014248408326,-0.2839477534849726
1.456320863413391,6.189001840631525,1.615052365492868,0.23430136614104272,0.22712185624574763,0.3643983334937071
0.8622972728159869,7.741762731951159,1.5615708908667965,0.12020111857443735,0.11556492853712548,0.1690216703603488
-1.2747987639573215,1.8931456991583526,1.792016173384092,-0.7057671179939072,-0.7135916489353759,-1.301757839953695
0.5026263017162522,8.872297269186603,1.6438723757213245,0.06746403696225012,0.06260073929380905,0.09487558722197524
-0.8658248554385627,5.272075262123313,0.8600068399760181,-0.15805241840862713,-0.15531710749771552,-0.13297128298598268
-0.19166075454642384,4.847790297960449,0.8810955946211421,-0.034076872094716854,-0.033892583499910395,-0.030339898144323113
1.0956242285024307,8.69775183390929,1.8115070834536402,0.1370465235004731,0.13109268622028866,0.22957220468288553
1.2514632873497034,1.497099671119405,1.442110701310967,0.8833258390129209,0.8853288346487811,1.268642283175714
1.446075692379683,1.783641729293588,1.8795803754937088,0.846772986438663,0.8438727895114625,1.5850145114678817
0.8898011413123451,3.082690739002938,0.8220870616507401,0.2824225873396041,0.2793509764561615,0.2075064154131612
-0.5756559541104992,1.6735378723364795,1.6219988565008838,-0.36431907672480013,-0.36460304683456046,-0.6030718711002653
-0.8488271831731342,4.186851581406849,0.6078527226266084,-0.1953481450004278,-0.19062781419617672,-0.11706549750507801
