input_0,input_1,input_2,output_0,output_1,output_2
0.2179157074669037,0.032663567277775696,0.054605015058251924,0.2291887890934815,0.034246954476410844,-0.08483048134746468
0.08001389252090947,0.053032941458927035,-1.1708632084351953,-0.9851007070986434,-1.1688007480041096,1.2029770352437035
-0.27391625977324685,-0.00586614499128937,-0.41875187255199947,-0.5690219281550737,-0.3693093609964288,0.45236181680237153
-0.5346266608188394,-0.12239401904754228,0.5539408145661175,0.04944780868501962,0.7053787074140662,-0.42625255951028335
-1.4655440813602028,0.670057797969832,2.9474064562554307,1.528020939509982,2.61338834421941,-3.9698772903251554
-0.4410953536277159,0.43377078361164406,0.6253625756075971,0.2023422277720266,0.2722331524980796,-1.1592652936890362
-0.8556860590471949,0.3360777772559499,0.3807695985337039,-0.37183478128597663,0.09697131294496278,-0.839806965371583
-0.07809271916633606,-0.49295067846217694,-0.41069317492310464,-0.47205670885130324,-0.06284850797408226,1.046504967872224
-0.5003491257992818,1.1563616045586869,1.8461069170292417,1.2984477969594606,0.9643475960257162,-3.429245475403989
-0.39469863606314687,0.06070894598863796,1.6629995383655423,1.2090505409956678,1.7627527653077222,-1.747964702428091
-0.8351921110587859,-0.028192046473362993,0.42493031034004736,-0.32038225562528494,0.4865009562892869,-0.4466058086208358
-0.06890227645091093,-0.4552492330851504,-1.0303347762020088,-0.9550244957352668,-0.666282990978596,1.614433312935468
0.5524395552793913,-0.5645116502924955,-1.7751723094335359,-1.1618014868465942,-1.2137806830288667,2.554498886102083
-0.45187424758711675,1.2559598067123918,0.6405451361724528,0.30755778750110563,-0.47195856438508094,-2.2898309672023744
0.08841025331514538,-0.31639715508975425,-0.7273285615136447,-0.6042047651629218,-0.4840422129551563,1.165971532453678
0.9140436137114725,0.0006162149263219943,-1.9403536560197125,-1.0012445538833779,-1.9013220041059133,2.03433833429469
0.20717777638903154,0.5270917993046109,-0.23190226962295157,0.02160166252746535,-0.6823376730835681,-0.3504463065195013
-0.18596860025522924,0.5362471083808401,0.17192456745777224,0.052484616909630105,-0.25915010403549404,-0.7838881157444264
-1.0212379299910983,0.3590518862079617,1.743485556413233,0.723677574215729,1.5498136859179725,-2.207853589975573
0.46448818403291037,0.6613594264207825,-0.5416753994893484,-0.03166968608399041,-1.1582887224611171,-0.2261369574217166
0.2832378256789496,1.3347088398722144,-0.07514167745794625,0.2501819628627806,-1.3357473244927849,-1.5302053152516313
1.8439383310578068,0.5054108359695635,-3.17233792023834,-1.380623771651194,-3.6841776683154186,2.5113549210980346
-0.2751321818580039,0.053469980781290095,0.20794817869882984,-0.05335281831406329,0.18555924438958343,-0.27994900944385287
0.013465197619931035,-0.8938067089675548,-1.0701832340081778,-0.8960945943948319,-0.25929308664306927,2.215428355994743
0.5800243201718492,0.08393472918668658,-0.7957645678210657,-0.21729396360016748,-0.8612342051934423,0.7626034741365227
-0.19579217426963824,0.10379047563915815,0.9129896934701336,0.6764840592084047,0.89765963115049,-1.0607670302843006
-0.5729356876491792,1.0545104911417462,1.51609017104429,0.9750952966293444,0.7268297948143976,-2.9717170616918187
-0.5038332850112308,-0.41187218743459014,0.41046446318236823,-0.05776843112640851,0.8107742699794381,0.13591330400919913
-0.025095344325362784,0.5400739460342723,1.6231816965612704,1.4371264293004085,1.2196428806982003,-2.3666180453803265
-1.3407807113026775,-0.5421929975627744,2.00438095653732,0.7205916080448564,2.552151102807308,-1.3478403748412369
0.3121867199239158,-0.2926012339497494,0.9765705870628785,1.2045573455802843,1.3135205219748352,-0.6869901036978237
0.9411947223504477,-0.8489315729427332,-3.0472714946802206,-2.0368976564015813,-2.2015143526861545,4.204527213679147
0.001026306336362525,-0.14975760252168796,0.5596906449751946,0.5051268591177883,0.7358169176340374,-0.3754759182443705
0.43517099928123815,0.5202159487736445,0.5615009467480409,0.9138239126074996,0.12624640902044318,-1.275802319074417
-0.8469944163373908,0.8651587375303053,2.3672481713096367,1.4887511964194313,1.7889373554969568,-3.6327927246539145
0.8057327910988372,0.6198554013106222,-0.09069027578655006,0.6818126700650566,-0.6058828868879162,-0.7532607005452471
-1.0616914388881096,-0.08206244110732541,2.183594303652581,1.1345731181162138,2.415289054191531,-2.086625041181806
1.1538257606878242,0.09301095872355276,-0.9803399351970182,0.15860811884883383,-1.0537846881027466,0.8536981143028247
-0.2719216767295581,-1.2745706812207593,-2.5617910734993727,-2.4196300075064086,-1.4929855653466473,4.141657967606657
0.008796349793589224,-0.2715966392551459,-0.056103556621444915,-0.09145765981453491,0.15106400702878053,0.4289838305556284
0.36592286666484175,-0.37180690869749,-0.8142790802276437,-0.4671904442866809,-0.5016164972789312,1.3253740580662963
0.35130116047796106,-1.19558383318224,-2.1043740560400206,-1.6058653416130328,-1.0681909305187063,3.6812627671559603
0.5911005526620343,-0.7098423286995144,-0.5714020539904485,-0.08878871959387666,0.0700458520233229,1.4879133611475948
0.1512043113187529,-4.7908360079708645,-2.5178841038435267,-2.1033940378193674,1.783981197227588,8.857434885365889
-0.20613178760425785,-0.5333153856435591,-1.9234498791990147,-1.8498369001651331,-1.4771010690390167,2.7193549471660137
-0.4251123678796942,-0.018215662395670885,1.4648446004273952,0.9943387779319536,1.6202825409911426,-1.4417908612129666
-1.0447656361332334,0.2944706631758684,2.3707008132179337,1.318709430674525,2.329778326189,-2.7899740506768818
0.42935547782388367,0.3937203372232845,0.9428116689028955,1.2388229762496465,0.6243803717197857,-1.544433251673081
