sem_0,sem_1,sem_2,sem_3,sem_4,sem_5,sem_6,sem_7,sem_8,sem_9,sem_10,sem_11
-0.35596480122812074,1.3733091503556836,-1.3096592082954996,0.8468673251224211,0.245765974205163,-0.17210837571920745,0.4779673288442344,2.4310617036801316,1.8042245647339727,0.1300261321249781,2.4893294693714565,-1.643034809015662
-0.24827234244154456,0.34577506116609635,-1.6674595984638172,-0.9529316514085049,-1.0211359747027435,-1.126497430849774,-0.5408805862687096,1.2279586953546424,2.582245457265942,1.3313915493357893,2.9251796876236607,-2.2266586656568492
0.2661410462795033,-1.0238483258358784,1.464175939511356,1.9470750105202477,0.48313359421513763,-0.8925593996280184,-2.6782629867708443,4.713033618355274,1.9894477218847866,-1.3102358007215673,3.397718561496403,-2.9543548600754974
0.6709438850281171,2.0615741472528524,-0.16522786441440057,0.25975095637107165,-0.33493011965613906,0.8697297007985707,2.3862926946057597,-2.6809139485499625,-2.2333051338509606,-1.6423755288679733,-0.7245013711332396,1.6708572300232536
1.0523882780060425,-0.054265189197441145,1.1313620259086794,0.0918258025167053,-0.6745260399598668,-0.9093546365028821,-1.2862642831320967,0.032859993911580815,-0.6941155928537636,-1.1027206778691045,-1.195110130317184,1.5155542444827985
0.7045364527021117,1.441597163637142,0.06629294275047025,-1.3108292033869031,0.7632163530875834,1.3865091495774737,2.708508976198672,-3.372971809976689,-1.1368872499499654,-3.5469054038818264,-2.364543960105234,-1.4646186175194629
0.07443485592313999,0.976688563949357,-0.8237024844210865,-1.2955820287733768,0.4124136480508126,0.9582284766057514,-0.015761996679282415,-1.9242009467088732,-0.05940917373390031,-0.36367740329482817,-1.4577010092931233,-0.19920180265952275
1.654521859120637,0.07165337731547244,1.8530445731951626,0.5671866681035866,0.2612620439765972,-1.6205592772237905,-1.6203653815882075,0.3028307797115932,-0.31127568979523373,-1.2973790068210824,-3.5551682339699258,0.23133815222655973
-0.25904690389301044,-0.7681079434728344,-0.5078938177444906,-1.2413226790114935,-0.734571573418907,-0.4751068687603638,-1.118170391958911,0.09580551555395528,1.2736981102205533,0.39575012688665673,1.0077953922687477,-0.5811746105409097
0.97989619594309,0.03093930594143514,0.38754381676918603,0.6212729749232837,-1.1284421855545248,-1.9277085046377311,-0.5473849260155755,-0.19988887491758678,-1.441530480118697,1.0392510753122455,-0.3373543080839382,2.4578673420580266
-0.8326357323052883,0.34454461896957606,-1.389133990105706,0.09134453502952378,-0.10368701532693805,2.0895903453010387,-0.33328800615845156,3.71349498039847,6.103941595239194,-2.3259437906816727,6.198576540778458,-5.563444324861274
-0.1659763835544644,0.2511837535011645,0.7971918666102815,-1.2995451534902545,-0.6973379260190213,0.3872019218863253,0.15378968548318342,-1.2570528777661256,-1.0326727912602165,-0.3639500888132581,-1.5958707263899532,0.7898601409874548
2.0367119423631008e-07,1.3567590907603764,-1.5847437125835404,-0.8926463908392334,0.9777467719076283,-1.7962650741372037,-0.7360098040900089,2.9819248562891483,4.099772546909088,1.8302440254893149,4.576802043598269,-4.560704361670199
-0.09892063167336779,-0.726919793639871,-1.3883174316451246,-0.35832423182633466,-0.8396015226102538,-0.4531995390483945,-1.8369645889503026,3.0001398586766426,4.384812316036846,0.021501860433091713,3.8467467918272367,-3.3032746266653863
-0.9429507500159433,-0.2552270015352298,0.0411158297318666,0.6206276418628807,-0.4098871105276081,1.6665573744545472,1.2919062594310398,-1.0306513560413417,-1.1989141939864691,-0.32572126936420237,-1.0041893921926897,1.6462773556937238
1.006759497270552,1.458832695499866,0.7316355809827011,-1.0326029038279896,1.1822829191019681,0.41827256392218304,3.424058244495592,-7.047388923625521,-6.388673434157979,-2.720495594540407,-8.353437875787028,2.5744771369687625
1.3915614300881542,0.8323333746047633,-0.23666162421661985,2.152094117793334,-1.5104396926523824,-1.335877013325871,-1.623115235298276,4.436290250408033,2.685968247740913,-1.7931280858659058,4.687392658884317,-1.1097728213083542
-2.2232931913925036,0.22811375389895228,0.48428343477300945,-0.8104465372294699,0.6059531346845929,3.58316496619324,3.810406304087223,-5.406726302910149,-5.406189620406579,-0.8793405713024018,-5.519132823922185,4.312438437529586
-1.1606327259464746,0.3426409586193462,-0.025836359055153392,-1.0205716238609976,-0.45207511443198156,3.192522378123871,2.0605834419594062,-3.402880093562842,-3.3447235233057397,-0.9338243982420338,-2.4337923351580026,2.9801793597473645
-0.9686054548610809,-0.5221279053237305,1.9678318120643445,-0.3163847430846263,1.421466790447359,0.4338155615294622,-1.6858239591140327,-0.6930558916334159,-0.016545924202362984,1.9928970008881028,-2.2646292439780575,-1.6786281112743187
-1.1217356968672179,-0.31700053375716525,1.4330496602754783,0.715496353917225,0.20281942533440692,1.0676090924649668,-1.053998927336369,2.534573780163048,1.9248334437299208,0.17852869772576674,0.7315816516971045,-1.8633287796857245
0.17314246591863616,1.428368757854166,-0.2935411025964434,-0.1828871909390094,-0.0879868190775486,-1.0276048355461285,-0.1936060260683424,0.1271542010402372,-1.0587374143206496,0.42719117813368274,0.29613234514421294,1.5994158316242346
-1.6888202798903786,-0.45974537732030657,0.34228684468608983,0.789913207949149,1.373667473333402,2.204026141422239,0.8745561580763455,-0.4874693840568108,-1.5117335399612095,-0.6339026494520376,-0.6852020400812493,0.25102131342218725
