input_0,input_1,input_2,input_3,input_4,input_5,input_6,output_0,output_1,output_2
-1.4031845278782131,-0.2931004258581507,-1.6784115404386604,-1.1480528666483079,1.222917385237007,1.3410410801323824,-0.3854804485128513,0.6317321112946066,1.49825256597995,0.46157446245413736
0.6517797355963713,0.5480104540212336,1.0362757939486889,-0.5586453289572417,-1.8077688443030138,-0.8459898273002886,0.9961789451480495,-0.5933012188761138,-0.9996633011180232,-0.03882987642274507
-0.7104277575285188,-0.27782722865761617,-1.623292496262799,-0.48466607333350553,0.6541837524173361,1.0917637727975331,0.6744442729038674,0.38982656677911476,1.274369392383337,0.035227759350835934
1.0870276507381695,0.8330206390714083,1.906418828227583,0.8753223016663706,-1.5144598330158734,-1.6242729332815153,1.3563243979694588,-0.6266005315947215,-1.7112519434153,-0.45756001054115186
0.12228916859046945,1.8548350791429469,1.2216548592295289,-1.6509067227944227,0.7050630723028177,1.9663789427198244,-0.939516863097464,0.04897046795785073,0.7696371735201746,0.83933899858658
-1.0768200496019014,-0.9580564631740547,0.18951286727488717,0.26092822512484365,0.4382285455967678,-2.1751171468889443,0.149870053435076,0.46881011361767944,-0.9286616056182697,-0.17189134823849453
0.8512196760224076,0.45492746056720296,-0.2555596859189359,-0.49626624224328786,0.5290388980160625,2.134608228820396,-1.4639784248851906,-0.20670462425601144,1.469441250747906,0.46812702153167374
0.8236269703845007,-0.6561614351359581,-0.0022563346706209603,-0.5552913731333843,-1.5084895236045504,-0.8170781998373602,-0.9971969344665903,-0.6340556138213002,-0.3438670837002056,0.42572390332468774
1.0544775202893908,0.48396657747084226,0.1373460589178705,-0.206986356326752,-1.8606926558725159,-2.0998277415331756,2.004509527340885,-0.7118305409533137,-0.8836179595282001,-0.3417884752684768
1.5347309663942863,0.9137976465381823,-0.8677237589525801,-0.343259572770806,-0.32365261715830623,-0.5141752709220734,0.7943962140710118,-0.8380752002517529,0.15384319806763416,-0.07348611461800456
-0.9454779041529668,0.5353726874292352,0.7910383266690643,0.984103215385725,0.10759015080697118,1.1358133273059152,-0.20741596907710838,0.3244452763334968,0.38212383292968327,-0.40002533298321824
0.035156749130510104,0.8068499612223412,0.3265419753841798,-0.0037107667771458866,1.0010238013819364,0.4018505490322568,-2.5789957634258327,0.10487937538735019,-0.022450188079944984,0.6293485285273345
