input_0,input_1,input_2,input_3,input_4,input_5,input_6,input_7,input_8,output_0,output_1,output_2
-1.3044067069940144,-1.379432931506456,-0.009333695950195127,1.4750224346028156,0.09861173383210357,-0.0264680249469603,-0.22037290424798175,2.61156177760859,2.463451687520357,1.0995788142665397,1.8152779948954805,-2.448382577761134
-1.0136981417672302,-1.075301234985545,1.0044555118220717,-0.23634042723240728,-0.7780582218774724,1.1495490989044026,1.6201479387493443,-1.7849597046315169,-2.8195577813566124,0.07948706402006155,-2.5629550924062086,3.519585012268882
0.30903326242542034,1.1398874008412965,0.19572050348021125,-0.9457334784838101,1.4085594361679226,0.2613296559699147,2.4191834377773453,-5.061943803620159,-6.044475516664296,-0.34902256195719084,-4.024640247752997,4.279562925097018
-0.31043310900124865,0.5873347539238459,-1.2211912156201539,-1.0993104455135039,0.7183466267232729,-0.43441068303152813,0.7577962643191534,-0.6961962354833096,-1.02778019370549,0.5125457143837814,0.4389434510237661,-0.20350546131260122
-0.022355850644909754,1.3638274934538843,2.5453338041323867,-0.4026660269113142,-0.840364205055051,1.0355075109049159,1.8552380336333048,-4.679572317885581,-6.489086929816301,-0.5696896567161578,-5.987090686270089,7.1632753639480375
0.11915328211948537,-0.20786794526792107,-0.03984363712683049,-0.37401456137855643,-0.4228414754717341,0.1831168095921255,0.6626789677341397,0.5190904038569442,1.8813006643922425,-0.24957101452427602,0.5010965413139786,-1.1823178634256828
-2.332680975015388,-0.6944107465264244,0.41763260597818963,0.566834734965771,-1.3013232015439125,2.365108363771451,2.2600086706931752,-1.6402055175842918,-2.134959511320826,0.4479615278859105,-1.6103438858164658,3.8468282987663245
-1.5458206265316046,-0.47560545107116364,1.802138416187468,-0.657507451583135,-0.7669470261276038,1.014035751647093,1.221356132221179,-4.224486482061402,-5.6103980410748,0.5280587450715919,-4.874035518669083,6.498737171295519
-2.130018591066703,-0.9716546138963018,0.17719930635340966,-0.4643739613570761,0.10236895442117587,1.144514955232658,-0.25831654141860944,0.44927475844643805,1.287356387752718,1.0927607286808487,0.17499615050886969,-1.5938457319085997
-1.8092219714854432,1.2236772192419427,0.7519724521580424,-2.418198924409039,-0.840387228496367,4.738746059508356,5.216870311746782,-9.53622066707107,-12.013712977686666,-1.5608969311361456,-8.45272998063466,12.417004663694327
