sem_0,sem_1,sem_2,sem_3,sem_4,sem_5,sem_6,sem_7,sem_8,sem_9
-1.3710732523032543,-0.40672221248183854,-1.5990518327485566,-1.0256875640801817,2.4905257375923937,3.078425142709724,-3.3821705543982574,3.275004769536618,5.514475327744154,2.99264918558426
0.5736121669948706,0.6694313626646089,1.120244778922906,-0.6182944463472458,-2.023925336848761,-1.6495157465017591,1.3519755082749552,-1.9228753401041827,-3.4365887243516147,-0.4855842459374541
-0.6698577049713176,-0.2022718769632319,-1.593239331621192,-0.5057353480912812,1.279065865669752,1.891647787915233,-0.6952422422428719,1.709436643796569,4.223670992101256,0.867951196257196
1.3272184072752802,0.9052606234364364,2.237498567324097,0.8924155518489915,-1.9990643860873787,-1.8835318068223448,2.6851342414978414,-2.625133607763018,-5.3555088415781125,-3.3510296259112673
-0.05857368965756587,1.7847201056132282,0.8980760100629005,-1.7774524740549917,1.2746616274338074,3.5305790924374274,-7.133669862000409,0.8072558976774492,3.4315505660594305,6.093157911676575
-1.1690726519452923,-0.7484398917716164,0.2710279347452592,0.32070628039846677,0.9830604484684575,-1.5482885553348544,2.445431821099529,1.9041785345448068,-3.502814546362892,-2.0421873232786556
0.7881646448410776,0.4774183793892392,-0.33292742254344276,-0.2868980371365663,-0.04389332602762966,1.9662251807394324,-3.5531776362863474,-0.3373752863706837,1.6829302668099604,2.4139984373123813
0.8489876312158118,-0.7273713726640574,-0.5950446659930574,-0.5425736682191279,-2.699217776716058,-3.11847073420177,2.651777789077026,-2.933669076485055,-3.436305630164688,-1.2099636096858237
0.9605759090843453,0.3523004412995648,0.025968000179491933,-0.24650089761227176,-2.4690630203283184,-3.6240534834572884,5.432236944152106,-2.744461870342693,-4.624207579448509,-2.9691583956866197
1.5684705689818075,0.8787326942479097,-0.8505319464613375,-0.09409179973765608,-0.8323625865857491,-0.6103172898005321,1.5198055060870612,-1.9591419608753478,0.42657488368952023,-0.8261240755701971
-0.9580527052108727,0.6759914865273409,0.6312894833165601,1.0977983112325924,1.261035798318022,2.5309247735379397,-2.986692336199919,1.7032604911310203,2.771443261383843,1.0963371652439897
0.010735842072203409,0.9626011638468905,0.37783336566676984,-0.07205500772711121,1.2782509027149074,1.7605718772027334,-4.5778652075602855,1.0369725082101133,1.9690494512532921,2.9736963541334225
1.457759436029725,0.46412197473568256,0.42318792942547023,0.6981818422671904,-2.482293936471317,-1.8854421802102503,3.487157260603495,-3.2808888825284384,-2.6946686324076565,-2.8619230178713364
-0.08242207989396669,-0.4110078925933237,0.626848328271245,1.4903024303088777,0.5735312795919342,1.1636968593436534,0.01928599514899626,0.3414772892110327,0.9198876161977778,-1.3180069541051764
0.3468285917570632,-0.4062861907305599,0.67041934233285,0.3027373452783503,0.3949745575334813,-0.25678589664905993,-0.6962875885894169,-0.041952369506529225,-1.001865598705357,-0.1337860699669146
1.173594420575801,1.1370323383296936,-0.9120168907812389,-0.8055277884829863,0.7464797946297415,1.1713297439691701,-2.4504390537023006,-0.501062039925671,2.034750740466592,2.105287709220916
-0.6367289323850707,0.5041751617839798,0.9265337497666568,0.07286633423418962,1.2797592926476482,3.0207048029856907,-4.975123380686452,1.5682357616772282,2.9967862933186606,3.2508540766058296
0.29859939249012024,1.193363699770121,-0.24583618494333936,1.1637537524978974,-0.396698480029626,1.8618340527816781,-0.5807249459612096,-0.33317957481851335,2.628550026185119,-0.4887339632035804
1.2722721398874182,1.9584520613688805,1.631021713253093,-0.3290249911240488,-1.7276330474191826,-1.7810538859317036,0.26478385556383716,-2.524993353580809,-3.9117519395340077,-0.18318295731480494
-0.8849710235330204,1.2543116247733648,-1.221127205977046,-0.01900161641982768,1.3058176424681638,2.765245482334688,-2.461796569053206,1.8898893277872844,4.895380165645976,1.7134762880835657
-0.05246307163429055,-0.7707390813561614,-0.045045047807436636,-0.759652112132978,-0.2851846735472964,-1.4073210964571414,0.7454946440373535,-0.07416396464682423,-1.6880914444611714,-0.0664576245248158
