input_0,input_1,input_2,input_3,input_4,input_5,input_6,act_1_act1_0,act_1_act1_1,act_1_act1_2,act_1_act1_3,act_1_act1_4,act_1_act1_5,act_1_act1_6,act_1_act1_7,act_1_act1_8,act_1_act1_9,act_1_act1_10,act_1_act1_11,act_1_act1_12,act_1_act1_13,act_1_act1_14,act_1_act1_15,act_1_act1_16,act_1_act1_17,act_1_act1_18,act_1_act1_19,act_1_act1_20,act_1_act1_21,act_1_act1_22,act_1_act1_23,act_1_act1_24,act_1_act1_25,act_1_act1_26,act_1_act1_27,act_1_act1_28,act_1_act1_29,act_1_act1_30,act_1_act1_31,act_2_act2_0,act_2_act2_1,act_2_act2_2,act_2_act2_3,act_2_act2_4,act_2_act2_5,act_2_act2_6,act_2_act2_7,act_2_act2_8,act_2_act2_9,act_2_act2_10,act_2_act2_11,act_2_act2_12,act_2_act2_13,act_2_act2_14,act_2_act2_15,act_2_act2_16,act_2_act2_17,act_2_act2_18,act_2_act2_19,act_2_act2_20,act_2_act2_21,act_2_act2_22,act_2_act2_23,act_2_act2_24,act_2_act2_25,act_2_act2_26,act_2_act2_27,act_2_act2_28,act_2_act2_29,act_2_act2_30,act_2_act2_31,output_0,output_1,output_2
-1.3936986,-0.38635683,-1.7116271,-1.0389303,1.2931713,1.2711887,-0.96335506,0.0,0.0,0.0838118,0.0,0.0,0.35220158,0.14173682,0.46033815,1.6011748,0.0,0.0,0.0,0.0,1.7847202,0.27524096,0.0,0.0,0.4211509,1.2402172,0.0,0.0,0.6948215,0.20239405,1.229714,2.4110217,0.52497417,0.0,0.051492304,0.0,0.9613351,0.0,0.0,0.38517275,1.0998416,0.18986066,0.2894041,1.1348588,1.1385132,0.0,0.16743138,0.65651804,0.8018517,0.44886726,0.0,0.94892406,0.0,0.65941864,1.380802,0.36465153,1.1960381,1.617691,1.2735379,0.0,1.1124508,0.0,0.9398247,1.0511307,0.55209655,0.0,0.0035060793,0.34726384,0.45691657,1.3673819,0.93562275,1.2907618,1.626421,1.0787327
0.64300793,0.55943084,1.2219833,-0.56353086,-1.0474471,-0.6173215,0.3908899,0.61142665,0.29102534,0.092450134,0.337425,0.20401023,0.0,0.0,0.0,0.0,0.3299744,0.60785747,0.60820395,0.5973157,0.0,0.0,1.2943752,0.28331208,0.0,0.0,0.54218227,0.9047885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16024491,0.41626227,0.3482693,0.68531203,0.15983231,1.1831489,0.61968976,0.0,0.08074539,0.5811738,0.68465376,0.21466666,0.0,0.4950748,0.34050167,0.5938624,0.0,0.08789666,0.0,0.38151264,0.4520632,0.09708431,0.2009274,0.762523,0.35865963,0.8123557,0.3387599,0.0,0.71890265,0.79767907,0.64241195,0.32704258,0.0,0.12674083,0.6265316,-0.882535,-1.0369706,-0.12212874
-0.70878005,-0.17454146,-1.7384173,-0.5543711,0.64371955,0.7654187,-0.11037939,0.0,0.2051664,0.0,0.0,0.0,0.7239492,0.17965104,0.13373172,1.1650686,0.0,0.0,0.0,0.0,0.89088094,0.2871964,0.0,0.0,0.52234274,0.90981585,0.0,0.0,0.6268068,0.0,0.6199374,1.3561585,0.1523443,0.0,0.22601593,0.21210773,0.54077184,0.0,0.0,0.15847805,0.6343453,0.078010604,0.32350582,0.9427193,0.7485773,0.21444014,0.44267362,0.2543256,0.798826,0.55294305,0.0,0.7897656,0.0,0.556037,1.0260456,0.18813673,0.7125481,1.2108676,0.6725148,0.0,1.0075332,0.0,0.68499434,0.72875196,0.44172215,0.0,0.06259222,0.2971201,0.3493559,0.90563166,0.5365586,0.6503932,1.2054894,0.36566505
1.2253602,0.80139464,1.9959517,0.819819,-1.1072891,-0.9707707,0.87334347,1.333859,0.3044173,0.05077152,0.69325083,0.0,0.050057977,0.0,0.0,0.0,0.9083413,1.585084,0.1442103,1.1079679,0.0,0.29745317,2.0341415,0.48075157,0.0,0.0,0.3682592,1.3007618,0.0,0.0,0.0,0.0,0.0,0.0,0.55056095,0.0,0.0,0.29094374,0.68895537,0.63316375,0.09961121,1.5217826,0.96377033,0.0,0.115569845,0.9939834,1.3698839,0.3212791,0.0,0.93839973,0.6530983,0.340899,0.058795013,0.07406112,0.125343,0.4577453,0.54584473,0.173013,0.25892574,0.8381461,0.5242649,1.1222266,0.35834914,0.0,0.6177635,1.3862908,0.796614,0.53576446,0.0,0.0,0.58652914,-1.1193962,-1.4729917,-0.8179313
0.19043005,1.6624984,1.2494998,-1.7579882,0.7694796,1.5739585,-2.0441225,0.0,0.0,1.0697424,0.0,0.0,0.0,1.0106846,0.0,1.3112549,0.0,0.0,0.50246525,0.0,1.4617105,0.0,0.0,0.0,0.0,0.39665496,1.0314357,0.0,0.7644977,1.3766094,1.1922708,1.3915508,0.8320784,0.0,0.2866892,0.0,1.5006341,0.91023284,0.0,0.98472947,1.3801191,0.55430007,0.10811593,0.55823267,0.6775418,0.0,0.0,0.6028034,0.4508956,0.1389092,0.0,1.6753404,0.0,0.30946243,0.31194797,0.46360946,1.5057794,1.0166261,1.5299954,0.21805078,0.52070284,0.13640118,1.3560072,1.09938,1.4037968,0.0,0.488231,0.065320075,0.16684961,1.5816447,1.2376944,0.46161866,1.0781085,2.1810262
-1.0544391,-0.8632236,0.25525,0.35279965,0.5806524,-0.7237369,0.6050331,0.0,0.0,0.12937917,0.7934817,0.7021895,0.16637614,0.0,0.27939466,0.2920146,0.20906445,0.13478948,0.0,0.0,0.0,1.323392,0.15753648,0.0,0.48853678,0.8205936,0.0,0.0,0.0,0.0,0.11986722,0.0,0.0,0.0,0.0,0.0,0.0,0.01141309,0.0,0.4640052,0.0,0.6434879,1.0240084,0.3506109,0.57167196,0.39599204,0.63034636,0.60308987,0.26560465,0.3194716,0.097152114,0.04932195,0.18227963,0.7478203,0.83093673,0.7732743,0.0051549673,1.020807,0.07514578,0.466742,0.2601844,0.0,0.0,0.21669151,0.0,0.81308657,0.16442639,0.0,0.0,0.20441797,0.0,0.74943453,-0.5953428,-0.6203328
0.9435315,0.4375623,-0.16667786,-0.27728045,-0.01629586,0.83000094,-1.0120355,0.0,0.033516314,0.0,0.0,0.0,0.41538683,0.81230813,0.0,0.5870596,0.031267412,0.0,0.016967699,0.0,0.20315507,0.0,0.026795045,0.0,0.0,0.04187134,0.06274116,0.0,1.0426879,0.15644385,0.30902934,0.41474408,0.060197964,0.0,0.5980512,0.22370024,1.0126712,0.0,0.0,0.33374605,0.6654443,0.0,0.0,0.6073138,0.2943707,0.3330639,0.27035475,0.0,0.5839335,0.31201547,0.0,1.1613295,0.0,0.039856955,0.38321435,0.0,0.5896938,0.58945656,0.4779992,0.1548381,0.67468005,0.15624943,0.523155,0.4546092,0.8143987,0.0,0.39555717,0.22526038,0.26881436,0.763837,0.71826017,-0.23710679,0.7775478,0.75354725
0.6976435,-0.60224104,-0.8131786,-0.53106606,-1.478308,-1.4779382,0.8197677,0.4427452,0.93037677,0.0,0.1586046,0.3921488,0.6144148,0.0,0.0,0.0,0.77788305,0.8577319,0.6452078,0.96350384,0.0,0.05993539,0.8810132,0.7598182,0.0,0.0,0.0,0.5433105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70361435,0.24205527,0.0,0.17155662,0.549577,0.055739727,1.0239972,0.77301615,0.24583934,0.04924901,1.0152915,1.2147115,0.0,0.19669151,0.6692743,0.66111314,0.6926718,0.0,0.068994,0.2046345,0.24866098,0.56310445,0.17526463,0.0,0.96651846,0.70186925,0.78183514,0.2373342,0.0,0.6732402,1.0153662,0.8354422,0.30445057,0.0,0.3014086,0.61579853,-1.178584,-0.9698656,-0.56652397
1.1265066,0.2694801,0.1775059,-0.28317058,-1.2089478,-1.4319817,1.6159911,0.9692722,1.017737,0.0,0.4775632,0.5521699,0.35551843,0.0,0.0,0.0,0.7388736,1.4393742,0.13263251,1.3389473,0.0,0.19781683,1.4914548,0.6339175,0.0,0.0,0.03683561,0.77144146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44385797,0.0,0.042898916,0.47233844,0.5765399,0.0,1.3568084,1.0389318,0.0019563437,0.10930163,1.1457188,1.494614,0.21251073,0.030506164,0.85492617,0.7617252,0.31158772,0.0,0.11886318,0.41054827,0.37525088,0.39016435,0.18358143,0.0,0.8757665,0.71283317,0.931077,0.106780455,0.0,0.4492633,1.3958099,0.9064626,0.32534936,0.0,0.000924848,0.40617347,-1.106417,-1.4579542,-1.1348484
1.7004529,0.98792404,-0.8207124,-0.096335076,-0.33453164,-0.24335498,0.5585045,0.19078812,0.8451034,0.0,0.0,0.0,0.701998,0.8200143,0.0,0.13293439,0.43082178,0.24254583,0.0,1.0895458,0.0,0.0,0.7008721,0.0,0.18620718,0.078368455,0.0,0.17785314,0.63487077,0.0,0.0,0.0,0.0,0.20679617,0.56238914,0.58132136,0.5086455,0.0,0.20228806,0.33100125,0.25298578,0.53025573,0.30830494,0.4718544,0.10044356,0.82583135,1.0039957,0.0,0.61828196,0.6767519,0.42726243,0.8764024,0.0,0.0,0.33608538,0.041191507,0.43265814,0.31516698,0.06605224,0.4952294,0.84765434,0.4937062,0.4791199,0.14149404,0.7893521,0.41905496,0.5102316,0.10671039,0.30625707,0.37198898,0.6029603,-0.93682617,0.007745087,-0.27720952
