sem_0,sem_1,sem_2,sem_3,sem_4,sem_5
0.18249735987569435,3.0709295361941717,1.0528991930251275,0.19195127990035993,1.5324155557038606,2.4110426390242057
-2.094964754008954,2.6281852201211207,-1.5365868487386032,-3.4805899519827257,-3.070472776504752,5.420554548981066
1.5502784892644665,-0.9936746386326631,-0.07340124618058191,2.7742255950391295,0.513612803430466,-3.873389941299988
0.01890795855389918,0.8618881611778789,0.7566259801522167,0.5572534168174327,0.2233028309599759,0.5209938474532757
0.43323724691304416,0.6430100778696207,0.10934528609782797,0.5495459048446004,0.6868794841691318,0.013614588911849272
0.6762861921508824,-0.7130315562754151,1.8426615715155545,1.7749761966080342,1.7974210015643988,-2.236673683886148
-0.3311032864894308,-0.25292908698538424,-2.0888990722678287,0.0030930744016433934,-2.4353037287408204,-0.8435088982862613
0.17796703886307066,0.45723407159248114,-0.6051562295296131,-0.1712113275429462,-0.033709686275113046,0.46048202095309076
0.7950796097755317,-0.47195479492882675,0.059762179100053964,1.6563808779910654,0.5762665372967637,-1.9529659992133634
-0.3511660221588095,1.0947461721890026,1.5894646490352389,-0.39959308585104203,1.3808927992132478,1.5340345661397727
0.6950373105957449,-0.5632474539986754,-0.28741109181552765,1.475216384150613,-0.2862236416210209,-2.0043645622550015
0.11217138853627145,0.02432645901836871,0.8878921143399746,0.04056824740567005,1.6611160085855436,-0.052992191205401454
-0.7311464633598578,2.0513793240742157,0.4544221097594244,-1.4362967808590295,0.10726253106376261,3.099354745619881
-0.004643480964127582,0.2193214051093818,0.7753378028858977,0.1541352403133944,0.5909760747228966,0.12325711554217413
-0.2521410948049427,-0.9217238743330484,0.9230136791384493,-0.5176595759420577,1.0446955410178804,-0.031835592826156084
-1.1628774245227755,-0.043463289930988164,-1.994618967284514,-2.66969065578922,-1.579104081035841,2.4844464172299445
0.30552827525326487,0.006105535823138202,0.4008813552209161,0.7169640924283197,0.9699271130386239,-0.7779037261337173
-0.9314404601728353,0.4896035105861962,-1.5610331361783758,-2.083378727563999,-1.8961098714946025,2.405361713288176
0.05187658338408532,0.9180544868786527,0.27895939238722944,0.22722383312531352,-0.24183483404834608,0.517487075724561
0.5259894364751444,0.3852780675180361,0.09343011094337904,0.8693960682048539,0.7048503023905902,-0.4558729807453581
1.251085678528654,-1.052983148094342,-0.10221262025003361,2.500033114592578,0.26996378848010516,-3.633733042782335
-1.3430570389583791,-0.16493943250164708,-1.1858604494058749,-2.6978920557555077,-1.5466157015638926,2.069523183473736
-0.9745878849406576,1.844469429971402,-0.13463942671951515,-1.8286818482293363,-0.3665269493751966,3.5139193770709305
0.8198400938310357,0.734429653531313,0.3113677514952513,1.6264722314590268,1.138909367682945,-0.6351961693372905
0.9376179191823455,0.3884510032001817,1.6373880555043407,1.770079625570406,1.9132079646991085,-1.1325743792427638
0.8611036734461558,0.3412356515073004,2.26372314811922,1.686400496686631,2.131714756760293,-1.0194644699198998
0.20256450986225624,-0.2181025206174288,-0.16645013337907916,0.39924739817945326,-0.1194287521377021,-0.5637680246608376
0.40530321417376086,-0.23599196334344333,-1.7326781648676426,0.7569591997338835,-1.998040470498377,-0.7001849866515055
0.13448304475346404,-0.6025623386128266,-0.8150978829422175,0.24399158767613183,-0.9598905801821039,-0.35381705941601416
1.8318776648108552,0.7050583177527133,0.45711789229979005,3.0774001474267445,1.0181851137543474,-1.9157132279080797
-0.4074256597037609,-0.6927144857740041,-0.6120087094814052,-0.5839476498072025,-1.0476183845063824,0.47888405518217453
1.3670287459762585,-4.173021812939512,0.28830150975177454,2.8563191532464485,0.4440550540322451,-6.044744887845265
-0.8911588863782125,-0.8085067698622378,1.4230017374468817,-2.0656238135675538,1.6307516688446417,0.8403413855825496
0.6032581440140304,0.48936893632648043,0.4793221442947429,1.1471381853307407,1.230159919755365,-0.4817968919107957
0.8432118159625097,-2.7324887673073315,0.7245971486520019,1.5305847577844296,1.0156448636533295,-3.8814359652253394
-0.6807104457391785,-0.5657106755251514,0.9420436969607663,-1.2437402169543206,0.858717888639661,0.4731322264054848
0.4593071812459619,0.6978641421761563,1.2646531861225705,1.192461745467753,1.3971409698747086,-0.41060870156588514
