input_0,input_1,input_2,input_3,input_4,output_0,output_1,output_2
0.3345589092974536,-0.014822237032012159,-0.36807870759478556,-0.8878104549781339,0.9448453151455842,-0.47203378988372763,-0.50918224479553,-0.5361676646385717
-0.7707259337322107,0.817933119494324,1.0657614696823532,1.823996798586177,0.1309759087329901,0.5854771694415829,-0.56223735781683,0.5602992843116666
1.4521495164873761,0.016950991080964692,-0.5093821580494549,-1.7887103878434827,-0.4426276918245312,-0.889177259306925,0.2300365078842145,0.0064486171970669776
-0.2860126571499798,0.3404230946570013,-1.0873799430168005,0.06012237102007765,-1.0769523540223134,0.18536508973115837,0.2966192067924971,-0.3411346659700004
0.5466008890294591,-0.2851678846365996,0.0914224990753634,-1.617024090806031,0.8024828936336686,-0.6383372585775126,-0.35421287307342075,-0.12345768374401206
-0.7205535826651587,0.4567927517744506,-0.2390163787036859,2.005907162327229,0.5435876119509603,0.6730009156302388,-0.44240967127671293,-0.2542592930023032
1.090245339079825,-1.432384376150485,1.004766649137569,-0.3694641378454004,-0.3803568029473717,-0.4731410212851018,0.7628356099078824,0.7230859706349743
0.014947501188875209,0.052106241927282,-1.06467214193576,-1.274325332487417,0.6246973270607525,-0.4865984111142938,-0.4308973838478026,-0.7860358925335238
-1.3468391515594413,-0.39628041547598813,-0.44213634922974376,1.2745456924759933,-0.8560676307772768,0.7484815280441924,0.6783537979013127,0.007400900827402718
0.2080890808717975,-0.14174331336026455,-0.4127570840214975,-0.7989217684552141,-0.1476628524455043,-0.36505233926689795,0.13936262733306512,-0.1844221152361717
-0.5256842368065238,-2.259031770696738,1.7210668902335926,-0.44103218264641947,-0.11033778154648692,0.02860956130477161,1.1098489801526845,0.4902997801439629
-1.5074072598986872,-1.506426929792536,-0.19564506976668739,0.6542275220505699,0.16808865852238225,0.5851409711104206,0.5315990085387204,-0.1101775425409697
0.1791782065300152,1.187938702273464,1.252214575872725,0.205168730574982,0.2175099344954362,-0.03365071772665183,-0.8750290943151383,0.6400608482887519
-0.04881474009442821,0.3697212793021153,0.41808065642348513,0.003316201909331216,0.8915591657493168,-0.02162051687432412,-0.6270662155697236,-0.09023393997958634
0.8196646501323288,-0.6581206889529959,2.227655952737659,-0.5475913916821759,0.880695812987457,-0.4064160288552772,0.07461661037395537,0.8234200308292443
-0.2823939091106406,0.7476385483121556,0.16820589379888978,1.5483077711410416,0.45528212115809885,0.48790087025434087,-0.624293649488223,-0.011092615320068715
-0.5934032445959474,1.1421853295726239,-1.6857657792601892,0.45678331443294345,0.322541991098904,0.484767521303622,-0.7307503713047602,-0.9303942634556418
-1.4966633183187832,0.8183607346505152,-0.47903177418458126,0.9224973841289049,-0.7210362941370975,0.6439588993908637,-0.26403122874036444,-0.05325393142407477
0.5965028838875266,0.5643538809839237,0.529942364217636,-0.6860575577859056,0.4811343473516729,-0.4879495300948887,-0.523070083376728,0.10583409910942926
-0.5627645246922721,0.6736855497156072,0.29650248342508223,1.3726957523587706,-0.08285317815999423,0.5481068187962297,-0.30957099144307404,0.2264427226805413
0.934437973237529,-0.12216341284350057,-0.44806732763177076,-0.5662293423936676,0.0635728856990049,-0.5496827010425949,0.0318649734749365,-0.2594442648528811
