input_0,input_1,input_2,input_3,input_4,act_1_act1_0,act_1_act1_1,act_1_act1_2,act_1_act1_3,act_1_act1_4,act_1_act1_5,act_1_act1_6,act_1_act1_7,act_1_act1_8,act_1_act1_9,act_1_act1_10,act_1_act1_11,act_1_act1_12,act_1_act1_13,act_1_act1_14,act_1_act1_15,act_1_act1_16,act_1_act1_17,act_1_act1_18,act_1_act1_19,act_1_act1_20,act_1_act1_21,act_1_act1_22,act_1_act1_23,act_1_act1_24,act_1_act1_25,act_1_act1_26,act_1_act1_27,act_1_act1_28,act_1_act1_29,act_1_act1_30,act_1_act1_31,act_2_act2_0,act_2_act2_1,act_2_act2_2,act_2_act2_3,act_2_act2_4,act_2_act2_5,act_2_act2_6,act_2_act2_7,act_2_act2_8,act_2_act2_9,act_2_act2_10,act_2_act2_11,act_2_act2_12,act_2_act2_13,act_2_act2_14,act_2_act2_15,act_2_act2_16,act_2_act2_17,act_2_act2_18,act_2_act2_19,act_2_act2_20,act_2_act2_21,act_2_act2_22,act_2_act2_23,act_2_act2_24,act_2_act2_25,act_2_act2_26,act_2_act2_27,act_2_act2_28,act_2_act2_29,act_2_act2_30,act_2_act2_31,output_0,output_1,output_2
0.17919065,0.14561984,-0.31256393,-1.1511625,-0.3651817,0.58399993,0.0,0.0,0.85987,0.0,0.0,0.027496427,0.0,0.32876584,0.0,0.93255913,0.0,0.09034461,0.04240701,0.21622492,0.49470955,0.7352813,0.60748875,0.0,0.0,0.28410524,0.14088902,0.100462794,0.0,0.0,0.0,0.1281973,0.0,0.24660975,0.0,0.13147746,0.0,0.84313804,0.099941015,0.24906603,0.22758576,0.0,0.0,0.0,0.25403628,0.258802,0.13417113,0.23354855,0.19809434,0.42594388,0.09061118,0.0,0.13843691,0.0,0.1798647,0.0,0.28311592,0.0,0.4771809,0.13771318,0.030358432,0.32596365,0.10015478,0.0,0.0,0.120816216,0.0,0.0,0.0,-0.39556676,0.17068195,0.011160739
-1.5982805,0.7136381,-0.3934687,1.1306173,-0.6981053,0.0,0.58717674,0.0,0.0,0.0,0.7146131,0.086984724,1.0664477,0.0,0.0,0.81378216,0.0,1.7281728,0.0,0.0,0.0,0.0,0.0499283,0.0,1.2721268,1.0314497,0.0,0.0,0.0,0.0,0.021995094,0.44281226,0.81943303,0.1518971,0.0,0.729819,0.41341746,0.0,0.60007787,0.120400816,0.77923816,0.8312213,0.47475305,0.0,0.13859844,0.7153945,0.0,0.2766878,0.19020715,0.0,0.97436434,0.0,0.16758966,0.19299662,0.3039664,0.018918887,0.0,0.033239156,0.03864989,0.05786538,0.6111689,0.8362325,0.007869117,0.0,0.32480696,0.1542353,0.0,0.0,0.0,0.6703574,0.024533406,-0.112695076
1.6199846,0.9173456,-0.090940274,-0.4369285,1.5087281,0.0,0.19817609,0.0,0.5201924,0.27533734,0.0,1.7362831,0.0,0.51804626,1.3346257,0.0,0.9403648,0.08698979,0.6832207,0.0,0.5297576,1.1143271,0.0,0.66691667,0.0,0.0,0.0,0.19681937,0.78652483,0.044910528,0.14463119,0.5294283,0.0,0.7396404,0.27530086,0.0,0.0,0.94744676,0.0,1.0463946,0.7825561,0.0,0.00012997491,0.0,1.4640386,0.0,0.39713758,0.69387,0.05966317,0.041491758,0.0,0.0,0.7303399,0.0,1.0088625,0.0,0.27536115,0.32170022,0.19285318,0.0,0.16391094,0.0,0.03508252,0.0,0.7292659,0.69978815,0.0,0.0,0.0,-0.47143516,-0.95903265,-0.49112335
0.7181334,0.25390434,-1.5869147,-0.57689697,-0.31846124,0.8876771,0.0,0.0,1.2571486,0.0,0.0,0.6856096,0.0,0.0,0.35196003,0.20395003,0.0,0.7026862,0.6499567,0.456204,0.25320426,0.4284678,0.052913703,0.0,0.0,0.0,0.37477082,0.63738275,0.2854486,0.0,0.0,0.098287925,0.025323024,0.9064632,0.0,0.5444559,0.0,1.0397886,0.0,0.334428,0.5933095,0.13396724,0.3226607,0.0,0.72975904,0.5668604,0.63894576,0.77491355,0.27100196,0.24643949,0.0,0.0,0.0,0.0,0.0056025684,0.0,0.4725946,0.0,0.39021957,0.0,0.11092992,0.50144076,0.37854853,0.0,0.16959524,0.0,0.0,0.0,0.0,-0.37473497,0.19240087,-0.7196105
0.25227737,2.460609,0.22103922,0.06453439,0.55834734,0.0,1.2705767,0.0,0.33065075,0.0,0.49747553,1.4268906,0.13336806,0.716596,0.7784122,0.8042065,0.85152406,0.91780436,0.66103,0.0,0.48475412,1.340899,0.2379075,0.7955117,0.0,1.1615691,0.0,0.0,0.29533046,0.0,0.19867301,1.276836,0.87513185,0.4234578,0.30001402,0.0,0.0,0.48066688,0.0,1.0824744,1.205239,0.0,0.041483942,0.0,1.1883225,0.053380072,0.0,0.61828583,0.33053926,0.01684982,0.9764016,0.0,1.2326889,0.0,1.2709972,0.0,0.0,0.02944924,0.28525183,0.0,0.839375,0.066155255,0.0,0.0,0.45235565,0.9031441,0.0,0.0,0.0,-0.043539725,-1.4757513,0.027734406
-0.101124,0.96935165,0.09040753,-0.005907351,-0.85115755,0.31598526,0.0,0.0,0.575605,0.0,0.3002524,0.14901799,0.11657457,0.34779984,0.0,1.1649284,0.1438227,0.56507885,0.04047786,0.0,0.557714,0.55666316,0.68714195,0.0,0.4885759,0.94312906,0.0,0.0,0.0,0.0,0.0,0.42275172,0.38680035,0.019886523,0.0,0.18594044,0.029239178,0.49763614,0.47186857,0.26019794,0.41942436,0.13528407,0.045677032,0.0,0.09240482,0.31448305,0.0,0.1902628,0.20056805,0.3447613,0.55906194,0.0,0.41027603,0.09181949,0.3472826,0.13289717,0.08390709,0.0,0.35428736,0.09240859,0.27707845,0.28692937,0.0874194,0.0,0.0,0.26023632,0.0,0.0,0.0,-0.053070024,-0.031520233,0.25664222
1.2370255,-0.27158618,-0.8576138,1.0089592,-0.40097025,0.37341014,0.0,0.0,0.6932667,0.0,0.2558491,0.8104819,0.15432365,0.0,0.0,0.0,0.0,0.5928365,0.3516262,0.32721898,0.32374823,0.0,0.0,0.0,0.86274856,0.0,0.5313,0.20708025,0.18922748,0.027442612,0.0,0.0,0.20773758,0.56657493,0.0011249781,0.04593232,0.0,0.67116123,0.06390409,0.1776714,0.34928983,0.3356038,0.43372297,0.0,0.31521326,0.45011437,0.31664675,0.29066017,0.3511902,0.12171981,0.14312823,0.0,0.10295726,0.0,0.010489553,0.020325713,0.26167494,0.06803481,0.37093836,0.0,0.028359065,0.5337566,0.30307496,0.0,0.30666223,0.0,0.0,0.0,0.0,-0.078388646,0.30995175,-0.36641085
-0.31626636,0.47363648,-0.4032933,0.18473163,0.74304235,0.0,0.44710106,0.0,0.0,0.0,0.0,0.8709545,0.51889944,0.0,0.1755254,0.08945373,0.22037241,1.0069017,0.30025154,0.0,0.0,0.24269734,0.0,0.21493937,0.06333831,0.23723495,0.0,0.0,0.16218491,0.07402952,0.21853033,0.41829234,0.25044093,0.5356651,0.010200441,0.13328104,0.0059948564,0.15242328,0.0,0.47049955,0.6270179,0.2950458,0.2655716,0.0,0.61184984,0.25969923,0.18077457,0.3947506,0.028795732,0.0,0.3936493,0.0,0.19931254,0.0,0.34492728,0.0,0.0,0.4619876,0.0,0.0,0.36138105,0.22084345,0.039286062,0.0,0.3815643,0.23121709,0.0,0.0,0.0,0.14956439,-0.4129704,-0.35722294
0.029562581,-1.0319247,-1.2207854,0.591659,0.05418413,0.2858459,0.0,0.0,0.17968065,0.0,0.0,0.42333525,0.46336973,0.0,0.0,0.0,0.0,0.9478973,0.15620698,0.679376,0.0,0.0,0.0,0.0,0.8607619,0.0,0.71608603,0.2849599,0.059208557,0.40671688,0.0,0.0,0.0,0.66622454,0.0,0.36983478,0.20039167,0.4179694,0.031424966,0.10117215,0.21363682,0.53009176,0.56879663,0.0,0.48766997,0.68013185,0.5479331,0.47146213,0.22617899,0.006334003,0.19557814,0.0,0.0,0.05585451,0.0,0.0,0.23257431,0.42535454,0.21724373,0.0,0.000748985,0.8211356,0.22472847,0.0,0.20224479,0.0,0.0,0.0,0.0,0.1357427,0.4022933,-0.6101231
0.31327024,1.6558557,-1.6396201,0.08391799,0.32755086,0.30899188,0.1603621,0.0,0.8639753,0.0,0.059086196,1.5196843,0.0,0.0,0.95724905,0.09749013,0.0,1.5340354,1.108565,0.0,0.0,0.71311885,0.0,0.0,0.0,0.28885972,0.0,0.24259871,0.5897736,0.0,0.0,0.86789507,0.7875126,1.1700766,0.29915172,0.6932594,0.0,0.6912627,0.0,0.65716887,1.2332193,0.30441394,0.37606025,0.0,1.1418252,0.39185494,0.67921996,1.1120287,0.0,0.0,0.39885306,0.0,0.24288571,0.0,0.64516604,0.0,0.15347704,0.1051774,0.044212043,0.0,0.6264238,0.21073811,0.08453304,0.0,0.59378904,0.30523816,0.0,0.0,0.0,-0.029232599,-0.77520144,-0.8924957
