input_0,input_1,input_2,input_3,input_4,output_0,output_1,output_2
0.33060957201301383,0.08800488936710323,-0.2745779937518755,-0.9036321834617749,0.8753792401487895,-0.44881219868291444,-0.5390084305847942,-0.41190660881999036
-0.8590480335562187,0.8246179335693089,1.1196180187064186,1.7754900485133165,0.19939878050233673,0.609926404812832,-0.6357919982061104,0.6292548778524552
1.5236679035156635,0.011445184023929102,-0.415495464632946,-1.814112737589084,-0.4673453597252536,-0.7900531289664744,0.15204350785652418,-0.10940202115505568
-0.37468099044047903,0.4159987420090578,-1.1243707676830224,-0.07145149666304476,-1.1312439662692184,0.040106830663924405,0.445824210417768,-0.4594206004403645
0.6085425274026622,-0.2937943522052301,0.11077743217147906,-1.538140090118074,0.8791237948297118,-0.5815619472148964,-0.39438184049210634,-0.162677094492437
-0.61565943668817,0.4450224034064411,-0.3159371111745275,2.0393658644381114,0.5698898219049978,0.6359803960025786,-0.4909846109158741,-0.2575835030543238
1.0788155248269926,-1.3984952070723788,1.0488050148679289,-0.4681365618892176,-0.33285439853493054,-0.45031322414547037,0.7454901687557853,0.6527804721210309
-0.05311976981111137,0.15816155913194427,-1.0211458551552342,-1.2839524981917585,0.577100327414868,-0.4385446130795586,-0.44511243636992104,-0.6534186402986238
-1.4033094293767576,-0.4708382616732751,-0.42262763868835557,1.2186787023393062,-0.8492174193493749,0.6483041482118587,0.6656994340218875,-0.00555526119993649
0.20015502750187592,-0.13108301249420912,-0.3903711367693814,-0.8517594774351593,-0.09828016373177885,-0.3546948508780478,0.1938754009660388,-0.24655811128685265
-0.5764705938250738,-2.181809957397248,1.6273498463096248,-0.29917333214217046,-0.5069980489740441,0.0635823161660018,0.807274224901446,0.9670614387291022
-1.6378937828534192,-1.3586028850877452,-0.282905936413387,0.48411927915849445,0.005395909892355416,0.5734924653372715,0.5128661564735973,-0.11340025610913097
0.08220701690385146,1.2961598980197433,1.167758274483178,0.20329951811714359,0.13467130530037086,0.013373443638191564,-0.8332893645369149,0.6730573276856868
-0.1259450186752033,0.407446277887532,0.45560886899988184,-0.06371128946446522,0.8413864915409459,0.00952097784150311,-0.6205532623829891,0.007817356780873391
0.7281267578086104,-0.6000123014778984,2.205195230235456,-0.7057408674432412,0.6910376615992877,-0.38297903158314167,0.07201848226275773,1.0665216156306105
-0.2745910794215994,0.7521648939236971,0.14534962539920193,1.5733600072861356,0.5456940890161266,0.4921521431347606,-0.6721369662129447,0.03399587283850359
-0.6236957303075564,1.1787387008755634,-1.5369222097680209,0.5613297855839688,0.31253956370942526,0.3962412453190356,-0.7793081566996446,-0.8494247268839646
-1.4713468654626642,0.8668935948148808,-0.487430905488378,0.8549068840994256,-0.7238992264872862,0.6121563166180712,-0.10199137767385165,-0.14236672034952594
0.6008374381567024,0.5793793800718215,0.4689325644401263,-0.6241489396744166,0.4823491206798105,-0.39534516105733175,-0.5292959696318695,0.1751605695802398
-0.6320254076917003,0.7700554914154023,0.23325260988277668,1.2727650893467495,-0.032375364979417204,0.5290556944367687,-0.404759552318087,0.23227183352341715
0.974685672459397,-0.12378077344689245,-0.3839704702434073,-0.5564330410776249,0.13683916596088835,-0.4824760842604386,0.0680397595573671,-0.2954206142982364
1.9752817053358434,0.02825704964999258,0.898376096648158,-1.6004894490197596,-1.26965617155309,-0.8486825973462857,0.5053291465877375,0.9329955008694514
1.3421614314753438,-0.038493738076449784,0.8617971207408942,-2.1287895687113467,-1.1083309294553647,-0.749002295824542,0.5275488402946743,0.8303771793297785
-0.34386348402908157,0.6808142834746268,-0.8444887268958113,0.47815787177436664,1.9018887001139013,0.29501188080346036,-1.5806565143665356,-0.840896706971137
-1.2734925897911882,-0.5933201868284256,-0.24266197195214748,1.4012135143450228,-0.5417871857576655,0.6577961569789803,0.5612621795128917,0.009613317464970829
-1.5738790595339176,-1.2092019331636774,1.2611707617940096,0.5584844285558691,-0.4799581670964438,0.6762864480279798,0.5162645377399494,0.8064390181517747
