input_0,input_1,input_2,input_3,input_4,input_5,act_1_act1_0,act_1_act1_1,act_1_act1_2,act_1_act1_3,act_1_act1_4,act_1_act1_5,act_1_act1_6,act_1_act1_7,act_1_act1_8,act_1_act1_9,act_1_act1_10,act_1_act1_11,act_1_act1_12,act_1_act1_13,act_1_act1_14,act_1_act1_15,act_1_act1_16,act_1_act1_17,act_1_act1_18,act_1_act1_19,act_1_act1_20,act_1_act1_21,act_1_act1_22,act_1_act1_23,act_1_act1_24,act_1_act1_25,act_1_act1_26,act_1_act1_27,act_1_act1_28,act_1_act1_29,act_1_act1_30,act_1_act1_31,act_2_act2_0,act_2_act2_1,act_2_act2_2,act_2_act2_3,act_2_act2_4,act_2_act2_5,act_2_act2_6,act_2_act2_7,act_2_act2_8,act_2_act2_9,act_2_act2_10,act_2_act2_11,act_2_act2_12,act_2_act2_13,act_2_act2_14,act_2_act2_15,act_2_act2_16,act_2_act2_17,act_2_act2_18,act_2_act2_19,act_2_act2_20,act_2_act2_21,act_2_act2_22,act_2_act2_23,act_2_act2_24,act_2_act2_25,act_2_act2_26,act_2_act2_27,act_2_act2_28,act_2_act2_29,act_2_act2_30,act_2_act2_31,output_0,output_1,output_2
0.117397025,-0.0082696015,0.53300434,-0.6261515,0.351608,-0.29096738,0.5620732,0.26687777,0.29686964,0.0,0.13771743,0.5878743,0.20199877,0.0,0.0,0.0,0.09808938,0.69132817,0.0,0.0,0.0,0.37226966,0.1129188,0.0,0.0,0.25796872,0.65603715,0.0,0.34090838,0.0,0.0,0.5141708,0.4924937,0.72171015,0.20690098,0.24474093,0.15398583,0.0,0.56257963,0.20831233,0.20433702,0.38844645,1.0216637,0.28310907,0.20549776,0.30918083,0.0,0.0,0.44698218,0.25629586,0.0,0.43662757,0.0,0.33429548,0.0,0.47315407,0.031038083,0.30685276,0.42022073,0.0,0.0,0.7868736,0.96451205,0.21654956,0.2787581,0.0,0.20950137,0.9039817,0.21098627,0.37759686,-0.27610022,0.34286505,0.41372895
-0.60703063,-0.98608893,-0.15241961,0.6938281,0.69599587,0.8515199,0.18962531,0.0,0.72219384,0.49743176,0.33819452,0.7783594,0.19624713,0.0,0.57367635,0.9906138,0.16621652,0.10527605,0.0,0.0,0.0,0.5851708,0.3866579,0.56907624,0.5034154,0.0,0.0,0.15552406,0.0,0.073879965,1.1534185,0.21756884,0.0,0.25709242,0.9682164,0.13981786,0.0,0.65615004,0.80326355,0.0,0.30560756,0.65931016,0.51305157,0.4337436,0.8387607,1.0118501,0.025444284,0.0,0.0,1.1548392,0.0,0.50068456,0.0,0.4687848,0.1168184,0.7795757,0.31800562,0.6905187,0.8832653,0.0,0.45403385,0.42764908,0.05569397,0.6746557,0.8412589,0.0,0.60831505,0.64911246,0.0,0.23692311,0.8817728,-0.7097478,-0.67792636
-0.9687967,0.5965916,-0.5769249,-0.42306876,1.6827016,0.052349683,0.20447278,0.0,0.8713378,0.31663623,0.0,0.45005885,0.5544025,0.0,0.37670356,0.7304905,0.28591704,0.4364753,0.2896883,0.5908249,0.0,0.0,0.34052315,0.0,0.0,0.0,0.0,1.0916154,0.0,0.087164395,0.86569154,0.13027555,0.0,1.0553507,1.1162182,0.09405822,0.0,0.18553406,0.5688511,0.0,0.46861446,0.1134206,0.512918,0.07648544,0.94572383,1.1497349,0.07136211,0.0,0.34826657,0.93932045,0.0,0.4151268,0.0,0.22476378,0.0,0.91709083,0.0,0.9430031,0.70027006,0.0,0.50440574,1.0196123,0.430346,0.26236033,0.53030515,0.0,0.49695474,1.2186875,0.0985506,0.4715932,-0.044439398,-0.85231155,-0.06328894
-0.9207979,-0.8062641,1.6677588,-0.09899177,0.15511014,0.18613972,1.14188,0.0384373,0.0,0.0,0.0,1.19404,0.9341028,0.0,0.15191302,0.40638185,0.0,0.118432224,0.0,0.0,0.0,0.5936343,0.0,0.0,0.0,0.0,1.0083513,0.0,0.8751833,0.0,0.5101819,0.9542802,0.5252583,0.28668925,0.4986679,0.5119475,0.0703741,0.25661007,0.66400075,0.18107131,0.14308742,0.28433144,1.6455095,0.39760056,0.40724215,0.42958564,0.0,0.0,0.5570034,0.88300765,0.0,0.70522344,0.0,0.06741011,0.0,0.31939036,0.77186024,0.3081156,0.39055622,0.0,0.049721114,0.8864039,1.0960966,0.95363003,0.48864084,0.0,0.19753982,1.1973027,0.3698094,0.48425663,0.14652283,0.18958856,0.8135415
-0.43273318,-0.28516394,-0.16803311,0.5853871,0.15439501,0.5816501,0.39442232,0.0,0.6775394,0.3114503,0.45423922,0.2986904,0.0,0.0,0.09054679,0.6501857,0.39160562,0.16724473,0.0,0.0,0.0,0.61045974,0.029454794,0.25089216,0.26294887,0.0,0.12530893,0.10668938,0.0,0.020379223,0.7771994,0.14817606,0.0,0.14943896,0.56183445,0.109499976,0.0,0.39686766,0.3959332,0.0,0.07480568,0.35304278,0.4361086,0.31654662,0.5644679,0.68437773,0.0,0.0,0.0,0.7250727,0.0,0.34757227,0.0,0.29957366,0.04210794,0.45399663,0.30941153,0.47442296,0.6591826,0.0,0.21588218,0.45823947,0.15847468,0.5183996,0.5783169,0.0,0.44372606,0.5501168,0.0,0.22274804,0.60593235,-0.48916817,-0.22730751
0.65965265,0.11413641,-0.9424413,-0.19669344,-0.631879,-0.9270681,0.0,0.2452547,0.76309425,0.102842584,1.0985179,0.0,0.0,0.18684608,0.0,0.12223248,0.33122352,1.0318086,0.44191498,0.46816468,0.53974605,0.24532638,0.07927327,0.0,0.5078307,0.982116,0.54573286,0.0,0.0,0.0,0.0,0.0,0.3155698,0.3531708,0.0,0.59168625,0.0,0.0,0.63986516,0.55919063,0.7273432,0.8122903,0.6659179,0.29690233,0.16737513,0.5877922,0.3580494,0.0,0.1985648,0.0,0.0,0.9117532,0.0,0.0,0.06136334,1.0774835,0.0,0.7590805,0.53550565,0.0,0.0,1.0573376,0.95771563,0.0,0.4110561,0.0,0.4171629,0.2833527,0.0,0.8633631,-0.7656002,0.6251644,-0.54450756
-0.5143944,0.32470554,0.8183176,-0.049960542,0.97066385,-0.31850094,0.8844783,0.004821725,0.43400168,0.0,0.0,0.5779237,0.7086593,0.0,0.05986637,0.33455262,0.23782778,0.38773817,0.0,0.0,0.0,0.02832812,0.0,0.0,0.0,0.0,0.56915486,0.305687,0.44164643,0.35535824,0.5694195,0.5190343,0.5198295,0.96551085,0.47311592,0.17375262,0.0,0.17376645,0.4291656,0.0,0.0,0.0,0.7860098,0.0,0.64963096,0.74060565,0.0,0.0,0.82047164,0.64587694,0.0,0.251737,0.0,0.004233703,0.0,0.60666853,0.3063106,0.4528949,0.49747965,0.0,0.11992339,1.1423243,0.88393706,0.53316724,0.14413927,0.0,0.39984977,1.4047165,0.2128122,0.41402307,-0.2632877,-0.61080664,0.80111545
1.0102257,0.3340247,-1.1756613,1.1951239,-1.3004543,0.3992332,0.104917854,0.0,1.2347277,0.27362368,1.4293009,0.0,0.0,0.75443625,0.0,0.123201124,0.95506275,0.4487341,0.011348799,0.0,0.50950813,0.88144517,0.0,0.18837166,0.77183497,0.64535975,0.3433559,0.0,0.0,0.09880658,0.13647473,0.0,0.0,0.0,0.0,0.0,0.0,0.09601958,0.22504015,0.22601962,0.23972742,0.6966613,0.41943124,0.19642308,0.5157959,0.77947134,0.0945853,0.0,0.0,0.27834368,0.0,0.48994416,0.0,0.33405226,0.33952886,0.6177276,0.16434884,0.55571496,0.976538,0.0,0.0,0.29601252,0.5130103,0.31968734,0.69083524,0.0,0.7725047,0.23819783,0.0,0.47586378,0.5061196,-0.20419216,-0.6162376
-1.7874081,0.07193968,-0.00567481,1.2029625,0.4121005,1.996296,0.80310583,0.0,0.6172423,0.742431,0.030030012,0.48944253,0.5387453,0.0,0.7693691,1.0942979,0.7044984,0.0,0.0,0.02328532,0.0,1.0378388,0.0,0.9936047,0.0,0.0,0.0,0.5085777,0.0,0.26890132,1.4429041,0.48708934,0.0,0.0,1.5683101,0.0,0.0,0.9762391,0.27386707,0.0,0.15826179,0.36579922,0.81413746,0.36164927,1.1566375,0.99329376,0.0,0.0,0.0,1.7729738,0.0,0.23107564,0.0,0.5797409,0.42154354,0.44672874,1.2183707,0.43436268,0.9349735,0.0,0.7542973,0.4952567,0.19776565,1.0243177,1.0024741,0.0,0.7285082,1.3339028,0.0,0.16472529,1.7646592,-1.2495476,0.049926907
-0.8685864,-1.5408316,-1.5413909,2.3240867,0.5755652,2.6820915,0.0,0.0,1.5268016,1.520544,0.8694632,0.50895065,0.0,0.17437762,1.287922,1.7997558,0.6264069,0.0,0.0,0.0,0.0,1.2146472,0.80759615,1.9961896,1.5128256,0.0,0.0,0.5232055,0.0,0.39371943,2.1325674,0.0,0.0,0.0,1.7822267,0.0,0.0,1.5154915,1.0864542,0.0,0.5767244,1.6944829,0.26854536,0.66947305,2.0380223,1.9996364,0.14236853,0.0,0.0,2.2037208,0.0,0.57998455,0.0,0.96909547,0.85341537,1.5125831,0.6454278,1.3540703,1.7587454,0.0,0.9681894,0.14821015,0.0,1.153617,1.7474648,0.0,1.6281503,0.80227286,0.0,0.26221794,2.3030353,-1.8296659,-1.9262089
