sem_0,sem_1,sem_2,sem_3,sem_4,sem_5,sem_6,sem_7,sem_8
0.14824824415244714,-0.04059405504745546,0.5864276258159978,-1.1486194660140179,0.5452356613206232,-1.0515339310005127,-0.7402598626441336,0.8306462599187547,1.2356092500029106
-0.6478260900868055,-0.9806406175843823,-0.1635934729883315,1.1282643894249946,1.1057220655287883,3.156209770622612,2.0662003284708788,-1.5493430943506032,-1.5588874255859522
-0.9579469593062538,0.606352208562784,-0.5706386787969123,-0.6200093218668266,2.819716015709892,-0.04424126641940089,-0.14613253772884405,-1.9796014345012227,-0.43049309047732537
-0.9388276117594109,-0.729197568430441,1.5817747640180129,-0.08341930512079607,0.37503842196047954,0.3552898680337265,0.09269794913313834,0.2575211596403489,1.6819033357970303
-0.48644130565624377,-0.2382328877989975,-0.18317836353038486,1.001964428680781,0.1810867238653389,2.0610252331568413,1.314764979803188,-1.0374963091853968,-0.5393683533372395
0.7496586301466822,0.08848461371048116,-0.8825371516028353,-0.37411635866355036,-0.9768101985274706,-3.296537019177058,-1.8407306496617246,1.16565775025426,-1.3089965165308415
-0.521907479595213,0.2941049869199466,0.7611883944362579,0.03567904376073712,1.5804815461819857,-1.1966269547508321,-0.8432423199025204,-1.4748817155684772,1.4837682269726333
1.0196537933916583,0.30149646150281684,-1.027822944818778,1.8738121425867806,-2.0634834072976274,1.5852116005731454,1.22219659325367,-0.6750749797419507,-1.349475961584895
-1.7735233046783376,0.1691185843260654,-0.061250078682021356,1.8011811312152801,0.8820063357719014,6.95826426576929,4.58347861534827,-2.2549680407503887,0.42415080048960807
-0.8363495954832033,-1.529162150932534,-1.5458008752021017,3.8565830905597274,0.9350545741654296,9.134291847791898,6.315630807807969,-3.622385151669121,-4.141154976054499
-0.9285404710556153,1.3087480234623856,1.4383204245614418,-3.3007461081058826,0.4277128425662263,-3.521014505284929,-2.4372322802003867,2.2341094121493055,4.476477413842503
-0.16517785378433883,-1.320851004993693,-1.997994756731897,1.695164007275363,-0.8840211368080203,3.8645427497758242,2.4137845862150495,-0.20816472249230245,-4.829731614846197
0.8043636388667313,-0.26135810017768485,0.3026171846724004,-0.0471884807429877,-1.427000814880488,-2.377519428642886,-1.3699226365359083,1.2963950194044753,0.10224084698707864
-0.2989684656346451,-1.1140438123305871,-1.7951318869174782,2.096535050058607,1.2106875466181801,4.5664406249884495,3.027379808309028,-2.19461764930756,-4.25391934149434
-1.6090118743286532,0.264167705399657,0.48744551291174354,-0.37466914697284365,4.235462002871248,2.0869598376094487,1.8153261918238954,-2.7343358576586265,0.9885100575628036
