input_0,input_1,input_2,input_3,input_4,input_5,input_6,output_0,output_1,output_2
-1.2430737426017961,0.8306148295450146,2.438318473743638,1.472761658692233,0.45312740817349934,0.23899425829404844,-0.2071623187303092,0.24493703961378888,-1.1446013862040685,-0.30871443277812693
-0.10701201130021332,1.1885569320174068,-0.5379418457355569,0.9684953533812315,-0.1366759468063656,1.53115240254585,1.120706061480641,0.10417668635583703,1.2042629245819605,-0.6662539436235146
0.03060010379412838,-0.16611650982622214,-1.5137303944869545,0.11778765380448158,1.4144043734434844,-1.5890607613178314,0.7334615454353219,0.27749772528124145,-0.13399153085237672,-0.19420375688983735
0.7715522635500036,0.5824462852248531,-0.05939968491853666,0.5120485475810066,0.7216715434721621,-0.11547742088753912,-0.27982959943327246,-0.26804038238886035,-0.07722605420149611,-0.09152709252593177
-0.06550238668931863,-1.0854853416738208,1.3508005578851492,0.44960698761753376,0.10425819526311426,1.6994052873231547,-1.0557900366403896,0.10460053817603555,0.2582315305708942,0.15815982757115984
-1.3507609127707416,-0.9224873188380872,-1.8704335578732112,-2.112190136788728,-0.1455529254494071,-0.47496948980244047,-1.1781331537923168,0.04581084001659834,0.3828406269954687,0.8713679436281058
1.8652638664392087,0.4497109020090947,-0.4345612964797671,1.1049401778154258,-2.0260546578925434,-0.6520588907772928,1.2262586680110208,-1.3603497205368122,-0.09530772542447001,-0.8329045199029201
-0.823885202019992,-0.218651099059359,-1.9327129430679628,0.781090266029242,2.2537799390717783,0.3199716906984087,0.4082327596738895,0.558402262109813,0.7899830335850095,-0.2570252636639442
1.8608937323592025,0.7752792045126684,-1.3797617451470883,0.06871603507613327,-1.674038003794069,0.149901348279689,-0.1583570926619111,-1.1604029311197388,0.6861058859936678,-0.11981117338914948
-0.9970778266768127,-0.41927174132202133,-1.2736394172433632,-0.23798766064007715,0.7554565058619446,-1.3042498006887708,1.340071908568492,0.48026526175131984,-0.16426201069562935,-0.30590357089412223
1.5944717057475533,0.6018285230739993,1.5962900359930416,-2.0167375452826217,-1.0159090575187197,0.17554008196997922,-2.6695472635505846,-0.9621966998545898,-0.7273083399834624,1.4286159890007901
0.5294114341040943,1.7463491016592885,-0.9097280824359847,-0.899282838147564,1.3214127501898425,-0.35004195902898005,0.654416509303856,0.10591711632329344,0.20368801883111587,0.21572182770702242
1.314181088398654,-0.378466852786736,-0.5180818756666834,-0.3241459212937813,-0.85028134072825,-0.04147403501888115,-0.35920006493109746,-0.8219454210203238,0.28053048261619906,0.1212589125874283
0.6187769095355542,2.1992525272104717,0.7765565476544097,0.12717971001400608,-1.4890504982724648,-2.2700030832515696,0.4281497211533086,-0.7105825690975818,-1.031546486416702,-0.16758296931192865
