input_0,input_1,input_2,input_3,input_4,input_5,act_1_act1_0,act_1_act1_1,act_1_act1_2,act_1_act1_3,act_1_act1_4,act_1_act1_5,act_1_act1_6,act_1_act1_7,act_1_act1_8,act_1_act1_9,act_1_act1_10,act_1_act1_11,act_1_act1_12,act_1_act1_13,act_1_act1_14,act_1_act1_15,act_1_act1_16,act_1_act1_17,act_1_act1_18,act_1_act1_19,act_1_act1_20,act_1_act1_21,act_1_act1_22,act_1_act1_23,act_1_act1_24,act_1_act1_25,act_1_act1_26,act_1_act1_27,act_1_act1_28,act_1_act1_29,act_1_act1_30,act_1_act1_31,act_2_act2_0,act_2_act2_1,act_2_act2_2,act_2_act2_3,act_2_act2_4,act_2_act2_5,act_2_act2_6,act_2_act2_7,act_2_act2_8,act_2_act2_9,act_2_act2_10,act_2_act2_11,act_2_act2_12,act_2_act2_13,act_2_act2_14,act_2_act2_15,act_2_act2_16,act_2_act2_17,act_2_act2_18,act_2_act2_19,act_2_act2_20,act_2_act2_21,act_2_act2_22,act_2_act2_23,act_2_act2_24,act_2_act2_25,act_2_act2_26,act_2_act2_27,act_2_act2_28,act_2_act2_29,act_2_act2_30,act_2_act2_31,output_0,output_1,output_2
1.2106293,0.71486425,1.8427408,-0.28458628,-0.88095593,-0.8960696,0.22016536,0.0,0.6580612,0.0,1.1104791,0.0,0.7261123,0.82402575,0.0,0.0,0.0,0.0,0.34217167,1.39036,0.8391007,0.0,0.0,0.0,0.9385158,0.0,0.0,0.0,0.08769278,0.0,0.0,0.24846429,1.0305212,0.18123326,0.0,0.0,1.3196445,1.301964,0.0,0.0,1.2707977,0.1979596,0.0,0.7441342,1.0550327,0.47946355,0.0,0.46349913,0.8708757,0.32509086,0.8721472,0.0,0.32630783,0.0,0.0,1.1765237,0.17773563,1.4390116,1.3803358,1.1842947,0.6501655,0.77658916,0.60459137,1.2981032,0.20849398,0.5515314,0.76920974,0.096092746,0.0,0.21260373,-0.7832419,0.59587204,1.7638559
0.0854925,-1.4618547,1.6346273,0.47952577,0.077267185,0.34632242,0.7142593,0.77114516,0.0,0.0,0.0,0.7756933,0.14042026,0.6117121,0.03848785,0.0733268,0.6750068,0.2984562,0.0,1.2520938,0.36284745,0.8960157,0.0,0.0,0.21244362,0.025368974,0.0,0.0,0.95241165,0.0,0.0,0.0,0.8619657,1.1277366,0.30220813,0.0,0.7605535,0.8735837,0.0,0.24436532,0.6491001,0.5254515,0.0,0.10309235,0.7869854,0.42504466,0.17122461,0.69101983,0.6509701,0.045517653,1.132248,0.5150608,0.65456676,0.0,0.45027882,0.0,0.6971424,1.4174024,0.8380969,0.8097289,0.572008,0.8903945,0.6835001,0.9861833,0.97572905,0.0,0.992504,0.57842517,0.6518964,0.43266487,0.23823255,0.004385859,0.3609326
-0.0029155896,0.848059,0.64023954,-1.1465573,-0.014519889,-0.85151374,0.13098595,0.3863587,0.44681686,0.0,1.0008698,0.0,0.65818,0.3131252,0.0,0.0,0.0,0.0,0.6291469,0.60448647,0.2410661,0.0,0.041760333,0.0,0.71737397,0.0,0.0,0.52679515,0.0,0.0,0.0,0.25468495,0.38557753,0.0,0.0,0.0,0.9171686,0.8548876,0.0,0.0,1.0029256,0.20603356,0.0,0.7576443,0.90691435,0.47253805,0.0,0.5767268,0.8371955,0.3367634,0.42743602,0.120225735,0.40058103,0.0,0.0,0.89621925,0.44604632,1.078462,0.84370214,0.722234,0.6527978,0.81350833,0.5282867,0.8084332,0.0,0.38951743,0.82153463,0.22213364,0.0,0.2614749,-0.779603,0.7541884,0.9815945
0.069997184,0.99537814,-0.45189732,-1.8704283,0.54901826,-1.501887,0.0,0.52000594,0.51080066,0.0,1.2428846,0.0,1.1736817,0.0,0.0,0.0,0.0,0.0,1.0368866,0.0,0.23977546,0.0,0.4745173,0.0,0.33074847,0.0,0.39220712,1.099216,0.0,0.0,0.6430491,0.7977908,0.0,0.0,0.0,0.15280105,0.62294316,0.5374377,0.0,0.05395177,1.0442028,0.60430145,0.0,1.0821779,0.96188986,0.7383936,0.0,0.85940623,1.1346235,0.38851935,0.08599486,0.36731207,0.72365147,0.0,0.0,0.91664064,0.9250494,0.73475164,0.6823704,0.9533985,0.8319778,1.4659524,0.6812371,0.44358343,0.0,0.58219963,0.749138,0.6624331,0.0,0.7066597,-1.4659438,1.0056083,0.2369643
1.2600155,0.26115555,1.0452502,0.88201535,-1.5587709,0.6785341,0.3888804,0.0,0.0,0.0,0.28026187,0.0,0.0,0.8649853,0.07662174,0.0,0.0,0.52108437,0.0,1.3296167,0.5283167,0.0,0.0,0.0,0.005322814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3569192,1.0217917,0.0,0.0,0.7946268,0.42630735,0.0,0.07827379,0.45921004,0.14782362,0.0,0.0,0.7267846,0.17315409,0.0,0.3661328,0.10999526,0.03127692,0.85660315,0.29604265,0.3448048,0.0,0.28984648,0.26718923,0.030511538,1.3322883,0.5737424,0.4789851,0.7783773,0.008412428,0.3668608,0.82177484,0.6419558,0.06095119,0.668699,0.17328708,0.18139976,0.1562002,0.5582055,0.092877924,0.7403174
0.09451884,-1.6264074,-1.3274477,1.4931673,-0.40716892,1.1478069,0.44478393,0.31649214,0.0,0.09883649,0.0,0.3947389,0.0,0.19793744,0.0,1.0267668,0.60423404,1.819163,0.0,0.060560584,0.056609742,0.6349171,0.58711547,0.0,0.0,1.1261994,0.685948,0.0,0.004770506,1.343147,0.3790947,0.0,0.0,1.918143,1.27555,0.07448609,0.0,0.0,0.0,0.6736237,0.0,1.432519,0.791071,0.0,0.24531493,0.45208704,0.27827618,1.303568,0.4516766,0.0,0.9017453,1.565589,1.1764497,0.0,0.941538,0.0,0.50311327,0.30443183,0.0,0.049180456,1.3044313,0.3344401,0.63901037,0.96603465,0.9508849,0.0,0.7582286,1.6680568,1.4336098,1.1730058,1.0431683,-0.502051,-1.8494602
0.9399953,1.2570279,2.0776374,-0.620973,-0.44338512,-0.58019567,0.30195475,0.0,0.8456627,0.0,1.1125703,0.0,0.38350287,0.9668133,0.07172978,0.0,0.0,0.0,0.369855,1.2723042,0.5472259,0.0,0.0,0.0,1.2153846,0.0,0.0,0.037974186,0.0,0.0,0.0,0.0,1.3300653,0.0,0.0,0.0,1.218465,1.4444013,0.0,0.0,1.1955049,0.055641957,0.0,0.6445416,0.9573467,0.3555451,0.0,0.22848517,0.7591386,0.3129504,1.0226405,0.0,0.17758065,0.0,0.0,1.1858717,0.039394423,1.6544648,1.4779537,1.2272321,0.55086404,0.5833883,0.50967216,1.5142044,0.26682258,0.5398073,0.67980367,0.0,0.0,0.06251125,-0.5317802,0.33466062,2.0977762
-0.016948288,-1.3909417,1.1624944,0.6455717,0.048773486,0.24331293,0.60386467,0.6581211,0.0,0.0,0.0,0.7572231,0.15781741,0.54828966,0.0,0.12536082,0.6408264,0.36939567,0.0,1.0070857,0.34409755,0.7772075,0.0,0.0,0.0,0.15918946,0.0,0.0,0.895159,0.0,0.0,0.0,0.6082169,1.1884904,0.4507513,0.0,0.69059384,0.7568975,0.0,0.28861022,0.5040325,0.5381029,0.0,0.07051182,0.64617753,0.40926686,0.14860648,0.7115089,0.67428076,0.0,1.0018152,0.5818159,0.6243269,0.0,0.5346602,0.0,0.6464142,1.194179,0.7056061,0.6893066,0.52482176,0.87865007,0.700119,0.87417287,0.9115103,0.0,0.8566903,0.7224113,0.6678318,0.54795164,0.20953366,-0.1233482,0.08154658
0.061354946,0.87627673,0.19570829,-0.1951592,0.6690147,-0.15302882,0.24921156,0.09378022,0.45726717,0.030420743,0.30483562,0.0,0.016476214,0.73622024,0.04318005,0.0,0.0,0.0,0.3353764,0.0,0.010364942,0.0,0.0,0.110217124,0.0,0.0,0.1826548,0.09981508,0.0,0.111723825,0.50300765,0.0,0.25310954,0.0,0.0,0.0,0.3895168,0.8124324,0.0,0.26260796,0.42316204,0.12883306,0.0,0.45552492,0.25897163,0.20409241,0.06060695,0.0,0.4990305,0.024241894,0.37168518,0.11341474,0.0,0.0,0.06938515,0.3236796,0.18816087,0.87075746,0.5073115,0.59235764,0.0,0.60673106,0.18376273,0.90329814,0.23963022,0.0,0.0,0.39359245,0.27498657,0.4219164,-0.15850481,-0.53559613,0.6074111
-0.36858967,-0.32040614,-0.35593614,0.3664787,1.2209389,0.6681227,0.5084466,0.45546293,0.0,0.0,0.0,0.28338692,0.0,0.61827266,0.14645365,0.57827806,0.2618838,0.0,0.0,0.0,0.0,0.6481125,0.0,0.47511864,0.0,0.41038796,0.34141147,0.0,0.17406167,0.8044281,0.65219367,0.0,0.0,0.37696058,0.7183449,0.39625245,0.0,0.34725204,0.0,0.64626026,0.0,0.6340638,0.0,0.21056002,0.08935931,0.0,0.35892287,0.54232633,0.3566911,0.061475206,0.57543874,0.6232042,0.29536653,0.0,0.5281179,0.0,0.33344567,0.58255076,0.20211497,0.3461532,0.05044268,0.71777153,0.18140274,0.9864585,0.7399334,0.0,0.2562741,0.864723,1.0213355,0.7113934,0.5589528,-0.9917991,-0.4277946
