input_0,input_1,input_2,input_3,input_4,act_1_act1_0,act_1_act1_1,act_1_act1_2,act_1_act1_3,act_1_act1_4,act_1_act1_5,act_1_act1_6,act_1_act1_7,act_1_act1_8,act_1_act1_9,act_1_act1_10,act_1_act1_11,act_1_act1_12,act_1_act1_13,act_1_act1_14,act_1_act1_15,act_1_act1_16,act_1_act1_17,act_1_act1_18,act_1_act1_19,act_1_act1_20,act_1_act1_21,act_1_act1_22,act_1_act1_23,act_1_act1_24,act_1_act1_25,act_1_act1_26,act_1_act1_27,act_1_act1_28,act_1_act1_29,act_1_act1_30,act_1_act1_31,act_2_act2_0,act_2_act2_1,act_2_act2_2,act_2_act2_3,act_2_act2_4,act_2_act2_5,act_2_act2_6,act_2_act2_7,act_2_act2_8,act_2_act2_9,act_2_act2_10,act_2_act2_11,act_2_act2_12,act_2_act2_13,act_2_act2_14,act_2_act2_15,act_2_act2_16,act_2_act2_17,act_2_act2_18,act_2_act2_19,act_2_act2_20,act_2_act2_21,act_2_act2_22,act_2_act2_23,act_2_act2_24,act_2_act2_25,act_2_act2_26,act_2_act2_27,act_2_act2_28,act_2_act2_29,act_2_act2_30,act_2_act2_31,output_0,output_1,output_2
0.070895,1.4152379,-1.1128716,-1.9169594,-0.8253475,0.0,0.0,0.5394633,1.3434899,0.0,0.2339368,0.17425,0.5783805,0.0,0.42496175,0.35372704,1.7584171,0.5346309,0.0,0.0,0.40345213,0.0,0.0,0.0,0.0,0.18496913,0.0,1.0085852,0.0,0.0,1.3900875,0.08336066,1.0108968,1.3872571,0.11566961,0.0,0.023058878,0.0,0.5660072,0.05467557,0.25561625,1.3112984,0.3210214,0.8142061,0.9718694,0.0,0.3966809,1.0479037,1.1269791,0.0,0.0,0.7337204,1.3084103,0.15854982,0.0,0.0,1.3422235,0.56326914,0.8867014,0.63718903,0.0,0.4268118,0.19077641,0.63862234,0.0,0.83310074,1.0738647,0.1375241,1.2181163,0.48636392,0.87804484,-0.6617103
0.24152856,-0.4132769,1.494954,0.9151133,0.34092548,1.45337,0.59593415,0.0,0.0,0.5537577,0.22973415,0.0,0.0,0.36781552,0.7487455,0.0,0.0,0.0,0.6612725,0.41836202,0.0,0.194798,0.0,0.0,0.1294013,0.0,0.0,0.0,0.37268382,0.4386909,0.0,0.18014428,0.0,0.0,0.0,0.38905436,0.0,0.5764031,0.93295074,0.639245,0.056959026,0.0,0.31185922,0.50495666,0.6977211,0.0,0.5387089,0.13777506,0.19926167,0.80124825,0.0,0.36505675,0.22123004,0.17079078,0.021669947,0.34360677,0.0,0.4724776,0.28020665,0.6575439,0.0,1.0139425,0.46106538,0.58732355,0.0,0.58964884,0.2132678,0.9081502,0.32689482,-0.43643412,-0.6956182,0.30895677
-1.7327435,-0.8102581,1.6800375,-0.18590681,0.7605374,1.2565317,2.2038896,0.0,0.19139296,0.41912702,1.3571098,0.34723118,0.0,0.097946644,0.0,0.0,0.0,0.620328,0.0,0.0,0.0,0.65753627,0.0,0.0,0.0,0.0,0.36596856,0.0,0.0,0.21735317,0.0,1.1164794,0.0,0.21183646,0.0,0.65325266,0.6911104,0.7897423,0.53388745,0.5257424,0.0,0.16346794,1.1016506,0.5372857,0.40714818,0.0,0.48013982,1.0081846,0.17054099,0.73291564,0.0,0.41477263,0.5460499,0.3264298,0.0,1.1371236,0.10869425,0.3907001,0.39430416,0.35575852,0.0,1.0766468,1.0028524,1.207841,0.0,1.0292411,0.43321306,0.9427903,1.0023677,0.6715803,-1.4174126,0.6558054
-0.13236253,0.7273118,0.90857077,-1.6643857,-1.1746776,0.0,0.50669795,0.0,1.0149381,0.0,0.82841593,0.0,0.0,0.0,0.35047475,0.0,0.57615495,0.8038584,0.0,0.0,0.67079604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90065074,0.9924487,0.63646734,0.0,0.75494665,0.0,0.0,0.0,0.7015775,0.15223734,0.73735714,0.41255084,0.7484296,0.61950415,0.3822282,0.122412935,0.0,0.72010386,0.7992794,0.6695963,0.37908876,0.0,0.075984925,0.76751506,0.0,0.0,0.69219756,1.0213839,0.6499137,0.13922611,0.8488271,0.0,0.72249854,0.0,0.82481015,0.0,0.7726139,1.071954,0.72988576,0.8671843,0.8178543,-0.54205596,-0.83523935
0.87566704,0.951867,-1.1580719,-0.042368848,-1.3354316,0.0,0.0,0.707073,0.21695055,0.07419148,0.0,0.0,0.43549448,0.28324598,1.3620412,0.12618738,0.92977095,0.2542868,0.11728995,0.0,0.31134132,0.0,0.057103172,0.0,0.0,0.0,0.0,0.6947166,0.0,0.11539388,1.1872895,0.0,2.0889318,0.69245327,0.7246337,0.0,0.0,0.0,0.57838273,0.37871403,0.5955838,1.3844053,0.17533241,1.2309648,1.6028502,0.0,0.5549066,1.0375595,1.0524553,0.0,0.0,0.38421148,0.7213187,0.22894251,0.0,0.0,0.9574853,0.92425984,0.9473514,1.0142955,0.0,0.17316294,0.112599015,0.51953715,0.0,0.50262505,0.6630661,0.11310063,0.62130344,-0.50752294,1.2272508,-1.0641845
-0.8017144,-0.84779537,0.19320366,0.28808013,1.3975188,1.0539359,1.5964822,0.0,0.1907484,1.3614357,0.47790208,0.9271747,0.0,0.8796611,0.0,0.0,0.413409,0.15062667,0.0,0.44596553,0.0,0.71079063,0.0,0.0,0.33976147,0.0,0.0,0.0,0.07396257,0.0,0.0,0.3726846,0.0,0.02401781,0.0,0.18226331,0.8591763,0.45520467,1.0716048,0.17193453,0.0,0.0,1.0025674,0.7787335,0.55696815,0.0,0.25450987,0.57310504,0.30763346,0.16593495,0.0,0.64714515,0.96431756,0.6607251,0.0,0.60538757,0.0,0.0,0.56540555,0.2646135,0.0,1.0473851,1.2190912,0.9192852,0.0,1.033512,0.24000959,0.7303056,0.5662538,0.2218306,-0.62378204,1.1460313
0.7814879,-0.08445756,-0.28902525,0.35155618,-0.44684947,0.06482393,0.0,0.23989357,0.036778614,0.57419866,0.0,0.0,0.016001549,0.43246144,0.8861244,0.08137718,0.46629798,0.1937607,0.22718194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12481114,0.24165201,0.53460515,0.053841874,1.0229219,0.0,0.16352749,0.0,0.0,0.19644487,0.43381998,0.30938542,0.14984965,0.52272946,0.16217148,0.77350223,0.71590877,0.0,0.39684662,0.48005265,0.42947766,0.0,0.0,0.15442275,0.46909958,0.067897156,0.0,0.0,0.41891694,0.5694428,0.25877595,0.7127352,0.0,0.4945062,0.14353138,0.41772187,0.0,0.5168958,0.200738,0.30713877,0.30709073,-0.22988775,0.21787767,-0.4037718
-0.28958458,2.4643867,0.33275628,0.43887606,-0.9338871,0.0,0.0,0.06892933,0.49841315,0.0,0.06908335,0.0,0.7431827,0.20394611,1.9070448,0.0,0.56113535,0.0,0.5244676,0.0,0.6837293,0.0,0.0,0.062352747,0.0,0.0,0.0,1.0563267,0.0,0.0,0.50205624,0.0,1.6127361,1.6194215,0.36154225,1.0515295,0.0,0.0,1.3443378,0.76448804,0.7822809,1.4175417,0.0,0.9908899,2.0740676,0.0,0.7649014,0.41554886,1.1014065,0.0,0.12263524,0.6485086,0.37268808,0.64457893,0.0,0.0,0.82133204,1.0827203,1.5836202,0.9721744,0.0,0.37523305,0.4336644,0.21319932,0.0,0.13459483,0.58290213,0.1248558,0.40078822,-1.6037054,1.7810187,-0.72094625
-0.5850498,-0.39678466,0.4342547,-1.505838,1.0929867,0.69700307,2.1299012,0.0,1.2037815,0.79664004,0.9016054,0.82418156,0.0,0.14864545,0.0,0.1775068,1.0666912,0.47244662,0.0,0.0,0.0,0.14110354,0.0,0.0,0.0,0.26311558,0.08749309,0.0,0.0,0.0,0.019437745,0.36006966,0.0,0.31838804,0.0,0.0,0.6141629,0.7508741,0.8120779,0.0,0.0,0.18938236,0.92892694,0.32306856,0.2449778,0.0,0.0,1.1176714,0.25104415,0.049431227,0.0,0.49478453,1.3488122,0.29548034,0.0,1.0112801,0.3571068,0.0,0.35186496,0.0895213,0.0,0.9197295,0.95171005,0.9994744,0.0,1.3167113,0.56841284,0.6707023,0.9437177,1.2259511,-0.9429514,0.89565134
-1.0305948,-0.26668343,0.59549665,-0.077505834,1.5001135,0.98315364,1.7969354,0.0,0.5865967,1.0740521,0.73115396,0.75868666,0.10307038,0.70303404,0.0,0.0,0.56571245,0.0421281,0.0,0.16773707,0.0,0.7227638,0.0,0.0,0.20765856,0.0,0.0,0.0,0.0,0.0,0.0,0.27910638,0.0,0.37967086,0.0,0.37190542,0.8338767,0.3506728,1.1993289,0.14446437,0.0,0.0,0.9254033,0.70063686,0.6984394,0.0,0.15083818,0.5504812,0.33715495,0.10156973,0.0,0.79884124,0.99205947,0.72163355,0.0,0.65993446,0.0,0.0,0.62739897,0.20347545,0.0,1.0845542,1.2267983,0.8908856,0.0,1.0631593,0.29213744,0.6216808,0.6426518,0.16857395,-0.4984966,1.2692379
