sem_0,sem_1,sem_2,sem_3,sem_4,sem_5,sem_6,sem_7,sem_8
0.3922563122595822,-3.5177803714979854,1.3600459617171334,5.338441976650139,-0.8801465520045879,8.37798422207689,5.3357098382586186,-2.918800390794714,-2.159770348513846
-0.512547676507882,0.8269129782787666,-1.9923472279821302,0.05746877263529192,1.744378221462504,0.9451188240145817,0.1744837383353627,-1.5966710297625348,-1.7495315065035275
0.15378117623371557,0.4841853498112874,-0.7103097978436133,-0.2203513206054052,-3.410761049129956,-0.894696353429855,-0.7244440726791456,2.156068532218841,-0.5978302256363061
0.32058588036380664,1.3402993674970254,0.0001683385206747677,-3.3790433246040554,1.8680344979841794,-8.054216733222034,-5.3470182838226705,1.15692583513021,1.8928608642926443
-0.7794085986120247,-0.4932641434650819,-0.4340418089416588,0.39534264937564295,-0.18154324927523766,2.771668257894338,1.9775055811207776,0.2515352661568238,-1.634359049560048
1.4452190908801466,0.8381867336354354,-0.7109873510796425,-0.8389187065752415,-1.8458339621796416,-3.283520858431649,-2.3501429037737274,1.707484475828731,-0.13491387872274327
-1.9033277024414783,-0.8284230145428956,1.7299374662339284,2.0703287978596334,1.6475045698965705,8.024890503752268,4.519362112105835,-1.9699445190659177,0.7388721199357735
-1.133509893922409,0.6073501748728528,0.5647477478027171,-2.3777730874150986,0.5826206279231703,-3.976087876256645,-2.712295410924807,1.432478217396558,1.7455159455899287
0.25865944896781484,-0.23517416654071155,-0.40793268419722684,-1.5896805194090888,-0.20688655886310575,-4.5086490311117755,-2.821625393526439,1.7372584616314855,-1.1162753927999989
0.05759419051062929,1.1520155292768666,-0.2969023628471149,-1.1032884554507096,-1.1702433602361535,-1.9926458911977858,-1.524374102446153,1.1706342383318973,0.9789073098636152
0.43772187806364204,0.2966270056399884,0.018318444171149473,0.07201427289202798,-1.4635042225260397,0.3882649833461233,0.3908327486965453,0.6249223608455681,0.3738894942273486
0.4691167822426745,0.5621641208800525,0.7564596866737016,-1.2282981939770024,-0.02043476152247595,-3.663053888457758,-2.3314997424664656,1.0045083465230116,1.870586942490354
