input_0,input_1,input_2,input_3,input_4,input_5,input_6,input_7,input_8,input_9,input_10,output_0,output_1,output_2
-0.8443157675090043,-0.7167140681047988,-0.8906186892063003,-1.2225166675432462,-1.251696542180922,1.6531249418988139,1.635603013376291,0.9181422735338644,-2.2279210844811788,-1.9992610141324776,2.780552046823591,-2.7273249596598528,4.487291810195121,4.828351236142716
-1.3619910159891424,0.5200727294969905,-1.0807920482914521,1.3104613455713712,-2.2697026963339106,-1.562994587171259,1.4665392758751141,3.1381291771166295,0.3301994705870437,-1.447035216562821,3.746669655751995,-3.0522469683056404,-1.2541168044938498,2.2409847233066795
-1.0723601289249955,1.2862476915494399,0.368588613140855,1.6846121678964787,0.6044106122436089,0.4158693543419325,1.5640413561716557,3.099223734291965,-1.6292326325327844,-3.1162729969608214,0.5416680019725948,-2.910173381109243,0.919012160658887,1.051314851725588
-1.6799863952828424,-0.4768878230342467,0.452682264637911,-0.684035598968551,-1.6388851209988489,-0.18973176285306742,1.8506297509044287,1.931670444080644,-3.3999901351872572,-4.776428739036678,6.08570840231807,-3.660155851557044,5.874420996685849,6.2185268161684135
-1.6016514841142633,-1.8831158952213463,0.34899636929871997,1.8243825521310881,0.7468071405584948,-1.6130615797015055,0.04677426308498786,-1.165871082047268,3.3554189715454115,2.427875429214721,-1.1513567024338236,-1.2802150735296771,-6.493919235745504,-3.378984409568333
0.4208428605756866,0.16953215402567062,1.1515206549306798,-1.0104600695188684,-0.5564791988775729,1.6757948040350383,-1.0627561440109856,-0.547587590764456,-1.2077232933626787,0.8072294537578344,-1.994058447928195,1.8172969994154624,2.875046395542287,-0.038638893202304625
-0.5118435014881778,0.3696153765636631,0.21767988668502986,1.698838725099709,0.38147428393208777,-0.3161961409757228,2.4944713409483334,3.2025512453861857,-1.8949652398058328,-4.372137160903318,4.658664162187258,-3.672805574253518,1.2168775684239825,4.267132658744347
0.6015816634751436,0.5248146042800053,2.197152668440651,0.32600625289812507,0.22845605833097254,-0.9625468913327051,-1.6818575164978353,-2.101185281208647,2.3933415233339574,2.8481386129524475,-3.361812131029161,2.5052690776181743,-3.513577694917048,-4.4511842849234515
0.8159064627558941,-1.8137237747122175,-0.6858297117045025,-0.8648837009459123,-0.06040816271780894,-0.49522454515332853,-0.5980401590389282,-0.9442565407629536,0.12935114763456806,1.5658365345015546,-0.5516678035836473,1.5354316599207365,0.5161882077482871,-1.5864045349667792
0.20437023716290798,1.944432652773627,0.4616987375778619,0.3720642666295705,-0.17572515021981217,0.118818141905883,0.18461282587769068,3.2668335463527223,-4.881343407502104,-6.744636540115485,5.61321750413503,-0.04118144283643885,6.903560808081567,6.240416297488893
0.37988374626323135,-0.25313913836604207,-0.8471007948623631,-0.3974568172952725,-1.4867360315173654,-0.4834341255279128,-0.7062844168334543,-0.9743533806434068,0.46197845943296234,0.07274993821834386,2.1426514118794078,1.1556939689765564,-0.2843478033406812,1.705930739336118
-1.1047136140724059,-1.4493184876771334,1.599120664829645,-0.779486757042511,-0.7497755386747591,0.744294303544308,1.6822896860264454,0.05011780963398557,-1.901884188756153,-1.1972424531942267,0.7291365127134097,-3.0141272027347443,3.7684629451262293,1.7364809843932025
0.8268508408448761,-1.4443062057510887,1.7657982598201323,-0.2636729771686206,1.1805953407560135,0.15122320096181247,-2.87802599010517,-3.617093678146455,2.8139255745560012,3.9074007194577436,-4.304039482964817,4.243859286691654,-3.7449083133764267,-4.222226004850076
-1.0227532167784668,0.2986117618899089,0.47686844127884986,-0.30184614869594756,-0.9408857687867265,1.4178039420806718,1.0217874059835117,0.40363848966212557,-2.583563596986134,-2.7501610266109906,2.1664772848819087,-2.132983919115005,3.850094960865997,4.092383381374357
-0.051800341735874805,0.4211224413298162,0.8362073821071231,1.5544808488384063,-0.016910332346269194,0.21168615382166586,0.5695222999469254,1.0787255564945237,-0.8289725410063096,-2.3495755414076216,0.3571652882859862,-0.8350668818535963,-0.22067870494554964,0.7197086329965874
-0.2563210756577055,-1.7271672520918762,-0.6448819902751367,0.5278615351221625,0.1545756319969246,0.7335233223923844,-0.9271931247878133,-1.4415273495808185,3.182127259584919,4.0567937440143504,-4.3264864205401645,0.9509467700915625,-5.1523203564211055,-3.479124560674297
-0.25087861446371457,-1.1965130377411453,0.6679508573585357,0.8980398803122797,0.22772644526323166,-1.0969732621991244,-1.1496772773311166,-0.6383327426549583,1.2121558850400105,0.5531790794233239,0.704686280117585,1.2520203448175218,-2.608541809955452,-0.7999450296019772
-1.3453965927522489,1.2703282572146606,1.7075996827089353,-0.7190951024299206,0.7012280672842334,-0.9335622372020259,4.0575323274906605,5.26580982548199,-9.14154408118677,-11.790141495587847,11.170945513238197,-6.120171399133382,14.379539015874744,10.596997108337133
1.6571388256785593,0.6139200206160528,0.8762341319467726,0.1328186627515411,1.6857521795702521,0.6912697081994142,-1.5737794672339678,-1.633861681562191,-0.5105281420440118,-0.08354114310346616,-1.0874484721057494,3.5056901860307987,0.08662776910339354,-0.3794936300300895
-1.6888438262365446,-1.0046375905844342,1.0049728361876913,-0.6679849253773427,1.2880008029753527,-0.8455206658271579,2.036832613704693,1.3716251528110541,-4.3550158193620785,-3.0643617922742523,1.17931269688278,-3.9139952799270823,6.686364596571822,0.12463279278532075
1.1194416562567469,0.1165314775725537,2.2205882616123183,2.0072708451508516,-0.722536299967406,-0.0007611309040144523,-2.1200051131784923,-4.289683069349439,4.2062853010225245,3.255566910143184,-1.4684876302868632,3.564544048106067,-8.715780242954873,-1.6672044330041866
-2.1745087113411805,0.5333080114316525,0.7635914792820531,-0.12631753819960267,1.2103362949046839,-1.5224091697174318,2.4494544558535205,0.19068211348437833,-2.0767991221896986,-2.1057475293701335,2.219989262171045,-4.916338053017397,2.785416578138621,0.5998269765749645
0.8070509835631697,1.1880383348031645,-2.6600655714737758,-0.33718614738835334,0.21014345839838716,1.814231528178495,-1.4527336977646486,-1.325821277307619,4.318593933089869,4.719469792497726,-5.0954887819223025,2.5957081895493217,-5.6863033913332846,-3.182796145927596
-0.36792881425318785,-0.17429236051740502,0.2925181177666107,0.37505283426316804,-0.6408554516437264,-0.5207957624143215,0.1407915966731351,0.6356128899391956,0.38808927719996855,0.001359365877105223,0.12208854745553221,-0.5043674148377567,-0.6451627201440331,-0.450266518446796
-0.2680306784254675,1.2439537134647436,0.4340986567085466,0.5000643921745838,0.33880698720005104,0.4185109205345122,0.8863817184607634,1.8079697242132446,-0.8688873635317007,-0.7707608912873108,-0.3504123307831996,-1.4092113563282938,0.9399144194555118,-0.013703895843683145
-2.0151379722026213,-0.5263891669253343,-0.39317627555571255,0.6436120051611072,-0.8790781908646951,-0.270631602622027,3.17616212351486,1.8081693549363116,0.7812651168775745,0.9156395871654484,-0.8714826398145699,-5.227275396025691,-2.1582204825501092,-0.865018156020775
1.3713891467190358,-0.8341850713834911,0.9366333910152589,-0.43130684508098266,-1.020764825845209,-1.061837761383293,-1.8928075210266833,-2.7864417289563637,2.062533810773542,3.280747589738942,-1.6427831728066458,3.6168302788913063,-2.713405002112446,-3.098947227548681
-0.791232724616815,0.16579726160321212,0.8766652250216782,0.2830942996676995,0.21674839948354613,0.4553176712368174,1.913987357526067,2.157708856198004,-2.568207643751721,-4.393378671574606,4.409269635216367,-3.144575264934402,3.8336306557026294,5.17779154147646
1.405330191942648,-0.28511472145979116,0.6852449664266776,-0.39747593141453824,-0.6368641880578667,-1.1163711336269584,-1.6427745107477534,-1.1355242389962485,0.1257204248513757,0.5425964892161659,0.998347812227361,3.1707447044476464,0.1671437549799114,-0.34816771010976927
-0.9764733057779907,1.6051459834542343,0.464554728916995,-1.0695661369200091,-0.6680670474676285,-2.1577404805979796,3.7095255980213144,4.347199938389633,-6.468752359603995,-7.858826430525738,9.251369790534502,-5.4249400832182735,10.729796964536236,7.206209477418643
1.5103868133146685,0.36491049892899685,0.22995516243980568,0.5862081853007182,0.19723290179234337,0.7091319653497379,-2.283237125212127,-1.4402328576874717,2.430503176604148,4.2140378288030025,-4.596579719585964,4.069105873169863,-4.376529945323858,-4.082853310450521
-0.056960652130337575,-0.04639653569086305,-0.885263003073295,-1.1317427423171083,-0.8662970654034255,0.28799275096522936,0.25315827894334114,-0.11891595800904572,-0.9469468958688791,-0.5799971854601469,0.8974320299799261,-0.4156976953267003,2.461726915691159,1.422068219749325
