input_0,input_1,input_2,act_1_act1_0,act_1_act1_1,act_1_act1_2,act_1_act1_3,act_1_act1_4,act_1_act1_5,act_1_act1_6,act_1_act1_7,act_1_act1_8,act_1_act1_9,act_1_act1_10,act_1_act1_11,act_1_act1_12,act_1_act1_13,act_1_act1_14,act_1_act1_15,act_1_act1_16,act_1_act1_17,act_1_act1_18,act_1_act1_19,act_1_act1_20,act_1_act1_21,act_1_act1_22,act_1_act1_23,act_1_act1_24,act_1_act1_25,act_1_act1_26,act_1_act1_27,act_1_act1_28,act_1_act1_29,act_1_act1_30,act_1_act1_31,act_2_act2_0,act_2_act2_1,act_2_act2_2,act_2_act2_3,act_2_act2_4,act_2_act2_5,act_2_act2_6,act_2_act2_7,act_2_act2_8,act_2_act2_9,act_2_act2_10,act_2_act2_11,act_2_act2_12,act_2_act2_13,act_2_act2_14,act_2_act2_15,act_2_act2_16,act_2_act2_17,act_2_act2_18,act_2_act2_19,act_2_act2_20,act_2_act2_21,act_2_act2_22,act_2_act2_23,act_2_act2_24,act_2_act2_25,act_2_act2_26,act_2_act2_27,act_2_act2_28,act_2_act2_29,act_2_act2_30,act_2_act2_31,output_0,output_1,output_2
-0.04913797,-0.7968549,-1.0074733,0.0,0.10519463,0.0,0.0,0.45629388,0.0,1.0288393,0.0,0.62012637,0.7477906,0.28828883,0.04223156,0.22025056,0.0,0.0,0.0,0.31206346,0.0,0.8758246,0.078044176,0.0,0.0,0.4334296,0.1433112,0.45139128,0.0,0.7414067,0.8810823,0.0,0.25630665,0.0,0.09305784,0.9431491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007602548,0.026126213,0.5111651,0.0,0.20421788,0.0,0.0,0.0310696,0.0,0.0,0.5505886,0.7173719,0.0,0.10416287,0.8348925,0.0,0.6412724,0.81232256,0.8136599,0.052674264,0.0,0.0,0.0,-0.27517277,-0.29492754,0.7586082
0.37489143,0.55553615,1.000548,1.3588629,0.0,0.2882368,0.0,0.18165386,0.89188707,0.0,0.15025526,0.0,0.30401555,0.38073903,0.7870392,0.4437588,0.0,0.0,0.61853695,0.0,0.3786224,0.0,0.0,0.10282394,0.18455665,0.0,0.0,0.0024059713,0.0,0.10375166,0.0,0.0,0.0,0.0,0.81449544,0.0,0.0,0.63656044,0.0,0.0,0.0,0.6196699,0.0,0.41040835,0.6443589,0.34090316,0.82504016,0.0,0.42640314,0.0,0.0,0.35739547,0.19029999,0.39958382,0.08664939,0.55363053,0.6594066,0.71229434,0.013997063,0.0,0.36831212,0.2364682,0.05950001,0.4584124,0.0,0.4772293,0.0,0.39223993,0.3240415,-0.65857255
-0.72649217,-0.34856328,-0.06458751,0.5315359,0.0,0.0,0.11790833,0.14291693,0.0,0.58032143,0.046511665,0.0,0.3110407,0.41819394,0.8153633,0.5232339,0.0,0.0,0.37987328,0.13100827,0.0,0.7848466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9093491,0.5279476,0.0,0.0,0.0,0.56111586,0.59746003,0.0,0.29369384,0.0,0.0,0.0,0.48454386,0.0,0.1669968,0.23357458,0.07242812,0.49839646,0.0,0.4104971,0.0,0.0,0.08252299,0.19557449,0.0,0.59929836,0.94450575,0.17933224,0.26779023,0.41555518,0.0,0.45171773,0.47721827,0.40501153,0.12827858,0.0,0.063399024,0.0,-0.23213653,0.0743188,0.28010917
0.20794669,0.6885658,0.52060205,1.0420719,0.0,0.20151569,0.0,0.4181078,0.8121693,0.0,0.0,0.0,0.18457219,0.07450651,0.80377185,0.23559284,0.0,0.0,0.46971208,0.0,0.27434295,0.0,0.0,0.050198495,0.015506841,0.0,0.0,0.23605953,0.0626855,0.44334978,0.0,0.0,0.0,0.0,0.458533,0.104917064,0.0,0.612137,0.0,0.0,0.0,0.4229333,0.0,0.36584187,0.39169443,0.2396531,0.4944831,0.0,0.40119576,0.0,0.0,0.36954647,0.05663663,0.20964478,0.015653722,0.4605,0.38832113,0.48302057,0.07861139,0.052967712,0.38598096,0.33985412,0.2555074,0.5795834,0.0,0.30453026,0.0,0.20587014,0.030188512,-0.442119
-1.9328182,-0.54053646,0.5341988,0.8309736,0.0,0.0,0.74472713,0.0,0.0,0.62929493,0.6602875,0.0,0.0,0.7696663,1.5733504,1.003267,0.0,0.0,0.7776357,0.13468169,0.0,1.299432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3291197,0.5697038,0.0,0.0,0.0,1.1007626,0.82391304,0.0,0.6122494,0.0,0.0,0.0,1.1416521,0.0,0.408413,0.4181693,0.0068299696,0.72645086,0.0,0.73128796,0.0,0.0,0.07782644,0.5314366,0.062276065,1.0090357,1.6439879,0.39473942,0.61596113,0.64985746,0.0,0.3416795,0.28156817,0.3647629,0.2320661,0.0,0.2289272,0.0,-0.49239296,0.41491395,0.0765769
-0.20410256,-0.1360339,-0.06808996,0.577416,0.0,0.0,0.0,0.29407412,0.22172824,0.39816466,0.0,0.058217578,0.40227896,0.30248722,0.5972178,0.36734885,0.0,0.0,0.30334264,0.09044856,0.0,0.44649088,0.0,0.0,0.0,0.0,0.0,0.07512417,0.0,0.66498995,0.37797415,0.0,0.0,0.0,0.4401869,0.42534095,0.0,0.28430492,0.0,0.0,0.0,0.3114882,0.0,0.16865572,0.22351089,0.10373776,0.4746132,0.0,0.31704462,0.0,0.0,0.14305024,0.069388345,0.0,0.37882784,0.6740152,0.19784772,0.23491895,0.31924528,0.0,0.46423668,0.48422036,0.3479359,0.21000531,0.0,0.0936976,0.0,-0.06764938,-0.000826139,0.17879349
-0.995021,-0.6928129,0.715147,1.0021989,0.0,0.0,0.37217695,0.0,0.0,0.42231452,0.51457655,0.0,0.37027225,0.977087,1.0443699,0.98811495,0.0,0.0,0.70079154,0.2620982,0.0,0.87467414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64119315,0.36479074,0.0,0.0,0.0,1.2244437,0.55295116,0.0,0.47042662,0.0,0.0,0.0,0.9121614,0.0,0.2890947,0.50949574,0.089530766,0.9077295,0.0,0.43073097,0.0,0.0,0.04583431,0.33007812,0.050828062,0.83551604,1.2941595,0.6094998,0.61160696,0.48000014,0.0,0.37901753,0.33506724,0.15729582,0.09242126,0.0,0.26238865,0.0,-0.14828098,0.5047599,0.06901927
0.30002674,-0.7435132,-0.033455394,0.595326,0.09994301,0.0,0.0,0.10467026,0.114153534,0.5132191,0.0,0.28942496,0.8505723,0.7103015,0.11461729,0.52458,0.0,0.0,0.23111565,0.34825495,0.0,0.45643786,0.0,0.0,0.07002388,0.2996543,0.0,0.09505248,0.0,0.15062803,0.42653048,0.0,0.0,0.02889949,0.6820002,0.44732308,0.0,0.0,0.0,0.0,0.0,0.19924282,0.0,0.0,0.34918427,0.09839256,0.8773457,0.0,0.075374246,0.0,0.0,0.0,0.0,0.0,0.47159868,0.68594366,0.28781646,0.3793669,0.4414659,0.0,0.5743741,0.51385915,0.28592348,0.0,0.0,0.07790528,0.0,0.10034573,0.19648182,0.44700438
1.0409683,-0.4843104,1.462402,1.6398512,0.056999475,0.20000105,0.0,0.0,0.72240263,0.0,0.30274013,0.0,1.0025154,1.2556037,0.17324537,0.8975047,0.0,0.0,0.6720266,0.35377467,0.03510855,0.0,0.0,0.0,0.6170646,0.15907033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42281944,1.5013554,0.0,0.0,0.34048355,0.0,0.0,0.06349644,0.6282782,0.0,0.3709692,1.1244434,0.44410837,1.3736299,0.0,0.09251377,0.0,0.0,0.14125265,0.07805467,0.46897846,0.3496463,0.7691539,0.9376725,0.9737635,0.010687962,0.0,0.79893255,0.16072938,0.0,0.004150212,0.0,0.3398004,0.0,0.6971689,0.80400133,-0.36152053
-1.3200545,2.8452506,1.9659369,2.022176,0.0,0.81115234,0.0,0.45257032,1.559129,0.0,0.7893915,0.0,0.0,0.0,2.771206,0.24316788,1.6899203,0.0,1.2616441,0.0,1.8340664,0.0,0.0,0.82048637,0.0,0.0,0.0,0.0,1.1642507,1.4713366,0.0,0.0,0.0,0.0,0.6016261,0.26768458,0.0,1.9990456,0.0,0.0,0.45570558,1.6114687,0.0,0.8200568,1.2266529,0.84624463,1.1233599,0.0,1.630295,0.0,0.0,0.7430248,1.1143764,0.9740291,0.10995686,1.1366427,1.1825529,1.668713,0.26304957,0.0,0.0,0.08903816,0.6208068,1.345014,0.0,1.1527325,0.0,0.10783331,0.5673286,-2.1417909
