input_0,input_1,input_2,input_3,input_4,input_5,input_6,input_7,input_8,act_1_act1_0,act_1_act1_1,act_1_act1_2,act_1_act1_3,act_1_act1_4,act_1_act1_5,act_1_act1_6,act_1_act1_7,act_1_act1_8,act_1_act1_9,act_1_act1_10,act_1_act1_11,act_1_act1_12,act_1_act1_13,act_1_act1_14,act_1_act1_15,act_1_act1_16,act_1_act1_17,act_1_act1_18,act_1_act1_19,act_1_act1_20,act_1_act1_21,act_1_act1_22,act_1_act1_23,act_1_act1_24,act_1_act1_25,act_1_act1_26,act_1_act1_27,act_1_act1_28,act_1_act1_29,act_1_act1_30,act_1_act1_31,act_2_act2_0,act_2_act2_1,act_2_act2_2,act_2_act2_3,act_2_act2_4,act_2_act2_5,act_2_act2_6,act_2_act2_7,act_2_act2_8,act_2_act2_9,act_2_act2_10,act_2_act2_11,act_2_act2_12,act_2_act2_13,act_2_act2_14,act_2_act2_15,act_2_act2_16,act_2_act2_17,act_2_act2_18,act_2_act2_19,act_2_act2_20,act_2_act2_21,act_2_act2_22,act_2_act2_23,act_2_act2_24,act_2_act2_25,act_2_act2_26,act_2_act2_27,act_2_act2_28,act_2_act2_29,act_2_act2_30,act_2_act2_31,output_0,output_1,output_2
-0.36672607,1.3645785,-1.2999932,0.84003747,0.2578811,-0.081604354,0.2009737,0.7110435,0.41398707,0.7435918,0.6461036,0.0,1.2704806,0.0,0.65481293,0.58102494,0.0,0.0,0.17236805,0.86829734,0.0,0.35104522,0.58603066,0.26368633,0.6000837,0.0,0.0,0.33498165,0.3630708,0.4511242,0.0,0.0,0.11463322,0.15744196,1.2583443,0.0,0.101683244,0.0,0.0,0.5229721,0.0,1.0247376,0.35865808,1.3724209,0.05928394,0.9708454,0.0,0.4650023,0.4002205,0.24374506,1.1503294,0.4195146,1.1488719,0.06702217,0.9182817,0.6446581,0.0,0.0,1.0044562,0.5410924,0.31613788,0.10480756,0.08698368,0.13891499,0.8547412,0.0,0.0,0.43761587,0.048695102,0.0,0.39570782,0.8760856,0.3352023,0.37529773,0.946731,-0.43656653
-0.2560236,0.3445548,-1.6644866,-0.9446874,-1.011328,-0.5976359,-0.22286396,0.35493022,0.59247434,1.2853684,0.3268028,0.0,0.17364186,0.0,0.2997167,0.0,0.0,0.0,0.20183018,0.0,0.0,0.54666936,0.64847153,0.06752021,0.32849115,0.0,0.080036156,0.35163563,0.28580138,1.0474551,0.0,0.0,0.0,0.0,1.0820543,0.013329446,0.5151857,0.31322214,0.0,0.111352056,0.0,1.077332,0.4498319,0.93857145,0.14892465,0.38198066,0.0,0.4682082,0.27972645,0.19408602,0.8304116,0.5647777,0.83647066,0.28709328,0.5408704,0.7907511,0.0,0.0,0.4837779,0.20101665,0.27653852,0.31906688,0.0,0.519711,0.6630084,0.0,0.017836861,0.6722499,0.14878169,0.10709485,0.21812871,0.9013523,0.5350058,0.72138935,0.7166741,-0.23492289
0.26679987,-1.0292428,1.4796648,1.939408,0.4934478,-0.46531993,-1.1299642,1.3882102,0.45137373,0.0,1.0054251,0.0,0.556293,0.0,0.24416704,0.77367973,0.41836324,0.0,0.0,1.5376055,0.20312555,1.1079426,0.11746952,0.241708,0.0,0.34171686,0.0,0.0,0.0,0.0,0.0,0.0,0.32873043,1.27786,0.22381262,0.0,0.0,0.0,0.69145215,0.8417772,0.0,0.6505513,0.265754,0.9896072,0.3404765,1.1796708,0.0,0.5224726,0.26447162,0.0,0.9348907,0.39412567,0.5943078,0.08464201,0.83641833,0.15106842,0.0,0.4692073,1.1673056,0.34687746,0.07211881,0.29776472,0.3657202,0.07537726,0.22028144,0.103134125,0.0,0.0,0.0,0.0,0.3586956,0.8403567,0.66128856,0.191431,0.51525694,-0.539565
0.66681826,2.0559332,-0.16015421,0.25916177,-0.326924,0.47052857,1.0137198,-0.79470783,-0.5210021,0.0,0.22241282,0.0,0.91360533,1.095029,0.234979,0.3925645,0.9372183,0.0,0.89033765,0.0,0.0,0.0,0.77967024,0.5185025,1.5880966,0.016127888,0.0,0.33448404,0.47643358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6131915,0.0,0.8162533,0.17246807,0.16498573,0.3771847,0.9230964,0.7028141,0.7311821,0.536283,0.0,0.39692312,0.4645209,0.3478561,0.5823301,0.0,0.12149078,0.11770634,0.430576,0.0,0.0,0.67400813,0.5069014,1.3053175,0.8163139,0.3530261,0.37742984,0.0,0.614674,0.62242067,0.0,0.10349795,0.05726066,0.0,1.1944815,0.0,0.0,-0.99369246,-0.5953933,0.59714377
1.0461951,-0.05885657,1.141921,0.09063605,-0.6634792,-0.4776295,-0.54260695,0.0039615384,-0.16602555,0.0,0.38754666,0.0,0.0,0.0,0.07497272,0.21700767,0.9130068,0.0,0.23062424,0.12390761,0.063700214,0.5061619,0.42089018,0.20722537,0.42162058,0.2596197,0.0,0.0,0.17600322,0.0665278,0.0,0.24380338,0.12750259,0.24441394,0.0,0.0,0.39628333,0.0,0.6160618,0.16718435,0.67249244,0.27855346,0.43063077,0.35290596,0.54517955,0.49814463,0.0,0.47056025,0.2710473,0.18550427,0.28267518,0.22418553,0.0,0.16017851,0.22894093,0.0,0.0,0.61729014,0.3545241,0.68663573,0.47339326,0.5641259,0.070333205,0.0,0.3108437,0.3098573,0.0,0.0,0.0,0.0,0.42099035,0.07556823,0.31002098,-0.28977236,-0.34839723,0.34440073
0.6883345,1.4321697,0.07671591,-1.3128496,0.77362275,0.7471499,1.142909,-0.99486923,-0.26909736,0.0,0.0,0.32855844,0.40309203,1.1689206,0.4684887,0.0,0.3327445,0.0,0.78714854,0.0,0.0,0.0,0.28728497,0.23216686,1.0162199,0.26763844,0.30675983,0.7394186,0.83788323,0.0,0.0,0.35503215,0.028356323,0.0,0.0,0.0,0.64909214,0.0,0.6348829,0.0,0.85290456,0.0,0.6882106,0.0,0.5504876,0.15827978,0.0,0.6276719,0.12853187,0.2890451,0.6169399,0.0,0.0,0.35189593,0.50068134,0.014686048,0.0,0.6565682,0.8506741,1.5304692,0.8821751,0.36748782,0.33089983,0.0,0.3618099,0.47403884,0.0,0.003733687,0.38364354,0.0,1.1295913,0.19706672,0.0,-1.1840948,-0.83398074,0.08965037
0.06655552,0.97132427,-0.81630445,-1.2903465,0.4217602,0.5181014,-0.0040586283,-0.57120574,-0.018443448,0.0,0.0,0.0,0.17258146,0.13322258,0.34866887,0.061062276,0.0,0.044218108,0.5995942,0.0,0.0,0.0,0.33035895,0.20940416,0.612726,0.28734073,0.4239962,0.9070709,0.6445799,0.31044605,0.0,0.14772694,0.0,0.0,0.3259523,0.085688055,0.511086,0.0,0.0,0.0,0.4066494,0.262187,0.4877966,0.2129035,0.1705437,0.22368813,0.0,0.3023621,0.08955747,0.24517396,0.5796247,0.085535854,0.17292397,0.22847226,0.44978842,0.056653734,0.0,0.39951026,0.57301515,0.75680614,0.4918006,0.25910535,0.045673043,0.023885,0.5706179,0.032572076,0.098049164,0.21657655,0.41232938,0.0,0.6879689,0.32240227,0.0,-0.57652694,-0.17449641,-0.063290514
1.6466995,0.06878956,1.8607763,0.5663267,0.27300638,-0.8568844,-0.6833712,0.08474219,-0.07427895,0.0,0.40443817,0.0,0.14604145,0.05314269,0.51323676,0.08783619,0.96959794,0.0,0.08540981,0.7271452,0.14339767,0.42609197,0.022230059,0.0,0.24509607,0.46674454,0.0,0.0,0.37767476,0.0,0.0,0.017380351,0.48222682,0.8786079,0.0,0.0,0.42050153,0.0,0.9677392,0.23256586,0.99433774,0.095346436,0.23362945,0.11443413,0.6636953,0.40600938,0.0,0.7830344,0.22369628,0.11462265,0.45118797,0.43167767,0.0,0.22724256,0.5187494,0.0,0.0,0.6979762,0.8087447,0.84472156,0.41342637,0.57506907,0.1926988,0.24083887,0.09764172,0.26508093,0.0,0.0,0.1124154,0.0,0.45101064,0.2347781,0.40073994,-0.23747899,-0.4193669,-0.10833888
-0.26873228,-0.7728827,-0.4994976,-1.2367276,-0.7229702,-0.24748982,-0.47135273,0.02318547,0.28972706,0.51603055,0.08141869,0.055814326,0.0,0.0,0.0,0.0,0.0,0.0,0.091278344,0.0,0.0,0.498994,0.4579286,0.069779865,0.023122579,0.0,0.2193269,0.25989154,0.10832321,0.6677809,0.0,0.27472252,0.0,0.0,0.34164482,0.31175202,0.3644933,0.18722114,0.0,0.05195293,0.0797771,0.50106776,0.28513497,0.5517248,0.11950658,0.2977263,0.0,0.4508081,0.18733913,0.23489939,0.4983464,0.28574425,0.3766079,0.32100233,0.20328331,0.359406,0.0,0.094210856,0.24385417,0.11866093,0.2344485,0.25137955,0.0,0.2409248,0.30531925,0.0,0.20794082,0.4688878,0.07108755,0.028629612,0.14179721,0.48125666,0.3325003,0.49908113,0.1675156,-0.06397205
0.9719736,0.023583429,0.39996165,0.6176198,-1.119461,-1.0179561,-0.2305317,-0.060945466,-0.33882028,0.34731722,0.69763124,0.0,0.21899465,0.0,0.21028239,0.25226492,1.0587901,0.0,0.37185508,0.0,0.41004097,0.5884321,0.59950876,0.052011788,0.6731093,0.0,0.0,0.0,0.0,0.30772892,0.30851156,0.0,0.16763222,0.43009445,0.0,0.0,0.60837364,0.0,0.30952737,0.2000612,0.12925865,0.72727776,0.50780916,0.71253276,0.55376464,0.56491226,0.0,0.47441387,0.6472455,0.21056372,0.2843746,0.5707859,0.5390977,0.46914405,0.098113194,0.14782456,0.0,0.54556125,0.25165024,0.36224186,0.32326585,0.70836043,0.41580516,0.03133313,0.4868986,0.21720347,0.0,0.29981586,0.0,0.0,0.42347175,0.20644835,0.6990512,0.46514508,-0.16686347,0.6741349
