input_0,input_1,input_2,input_3,input_4,input_5,input_6,input_7,input_8,input_9,input_10,act_1_act1_0,act_1_act1_1,act_1_act1_2,act_1_act1_3,act_1_act1_4,act_1_act1_5,act_1_act1_6,act_1_act1_7,act_1_act1_8,act_1_act1_9,act_1_act1_10,act_1_act1_11,act_1_act1_12,act_1_act1_13,act_1_act1_14,act_1_act1_15,act_1_act1_16,act_1_act1_17,act_1_act1_18,act_1_act1_19,act_1_act1_20,act_1_act1_21,act_1_act1_22,act_1_act1_23,act_1_act1_24,act_1_act1_25,act_1_act1_26,act_1_act1_27,act_1_act1_28,act_1_act1_29,act_1_act1_30,act_1_act1_31,act_2_act2_0,act_2_act2_1,act_2_act2_2,act_2_act2_3,act_2_act2_4,act_2_act2_5,act_2_act2_6,act_2_act2_7,act_2_act2_8,act_2_act2_9,act_2_act2_10,act_2_act2_11,act_2_act2_12,act_2_act2_13,act_2_act2_14,act_2_act2_15,act_2_act2_16,act_2_act2_17,act_2_act2_18,act_2_act2_19,act_2_act2_20,act_2_act2_21,act_2_act2_22,act_2_act2_23,act_2_act2_24,act_2_act2_25,act_2_act2_26,act_2_act2_27,act_2_act2_28,act_2_act2_29,act_2_act2_30,act_2_act2_31,output_0,output_1,output_2
1.0243813,-0.487532,0.37804455,0.6792862,0.57283616,-0.112254634,-0.75194013,-0.944095,1.7581956,-0.089797504,0.60507506,0.0,0.0,0.181711,0.0,0.15558064,0.0,0.98890805,0.0,0.0,0.0,0.0,0.0,0.20375589,0.42494804,1.2073219,0.0,0.0,0.9552692,0.25022238,0.7148933,0.7377132,0.7248106,0.3380436,0.59242094,0.0,0.0,1.2344924,0.0,0.24112326,0.0,0.0,0.0,0.11324135,0.018075358,0.5132247,1.1374506,0.78431743,0.0,0.3711295,0.24902312,0.0,0.0,0.1399791,0.17244732,0.0,0.35294443,0.0,0.33162186,0.20621188,0.825562,0.0,0.35969996,0.2757911,0.621071,0.5105376,0.35072112,0.6494064,0.1266191,0.38141793,0.0,0.0,0.0,0.6631455,0.0,0.48760426,-0.7868935,-0.044147618
0.3347133,1.0816537,-1.7713193,0.5661513,-1.083456,0.99811935,0.05448793,-0.50375235,0.7872147,-1.4317894,1.1679885,0.0,0.0,0.0,0.0,0.878716,0.06835199,0.0475737,0.0,0.0,0.0,0.0,0.0,0.7433531,1.2477595,0.0,0.20564996,0.0,0.38911936,1.691562,0.51047945,0.07288014,0.0,0.0,1.0810415,0.0,0.0,0.82170844,0.0,0.0,0.55778795,0.0,0.20337553,0.0,0.25646472,0.8871465,0.97706354,0.6983553,0.0,0.2541714,0.0,0.0,0.04709585,0.15959917,0.7866069,0.0,0.0,0.7057976,0.0,0.93696904,0.15552701,0.3586643,0.0,0.0,0.32433212,0.27487236,0.7171999,0.47794545,0.1440216,0.50638926,0.0,0.23043187,0.3951833,0.6629539,0.0,0.062473044,-0.43788615,0.88513064
-0.3431109,1.0669352,-0.25301564,-0.43015423,-1.233775,0.011006136,-1.5283723,0.7333843,0.13888341,-0.48092896,-0.39371398,0.0,0.0,0.5068619,0.43232033,0.0,0.0,0.0,0.20896503,0.0,0.33807483,0.0,0.05097863,0.6148404,0.0,0.52214575,0.0,0.0,0.13141471,0.0,0.25483245,0.0,0.0,0.0,0.09741068,0.0,0.19683537,1.0413829,0.34848234,0.0,0.87766993,0.3236585,0.06244786,0.38509223,0.0,0.33937716,0.5038512,0.2210898,0.2689397,0.2415472,0.32435182,0.0,0.0,0.21858993,0.0,0.0,0.17474718,0.0,0.30528322,0.35720682,0.3845928,0.32659435,0.018964596,0.45292333,0.24249148,0.18537693,0.47397864,0.255375,0.3950767,0.37836793,0.13749775,0.28551257,0.0,0.12187652,0.0,0.4186855,0.14778352,-0.090775706
0.08030718,0.010311638,-1.0136179,-1.354081,0.26222986,0.21918789,0.40810335,-0.07379344,1.331191,0.4342469,-1.2591785,0.46270826,0.87192833,0.6534153,0.18243478,0.09440024,0.0,0.0,0.0,0.0,0.0,0.2438859,0.65140724,0.0,0.0,0.44289386,0.0019120462,0.039551422,0.30385178,0.0,0.0,0.16776632,0.0,0.0,0.0,0.0,0.35005084,0.5486213,0.0,0.0,0.24945815,0.50211453,0.11458345,0.10560109,0.0,0.05659361,0.12941325,0.0,0.28109115,0.26905385,0.29203862,0.10683698,0.0,0.093481004,0.21141876,0.19116719,0.0,0.040214173,0.15987746,0.29375118,0.2822948,0.07381315,0.47590777,0.33627188,0.042672835,0.16575031,0.44998688,0.21354078,0.5205034,0.051789492,0.21796277,0.06848973,0.041216075,0.28519315,0.0,0.030458488,0.07222847,-0.31313092
1.8740281,0.6228062,-0.22232659,-0.13669199,-0.38604203,1.1036923,-1.4865924,-0.44571486,-0.25526989,0.15032355,-0.21037139,0.0,0.0,1.3563541,0.0,0.46270853,0.3383654,0.39987373,0.10687345,0.0,0.04872316,0.0,0.0,1.330316,0.0,1.192226,0.0,0.0,0.317106,0.0,0.14134808,0.0,0.0,0.0,0.41980857,0.0,0.0,0.9409499,0.25118315,0.0,1.2222792,0.0,0.0,0.37554398,0.0,0.52507025,1.025134,0.6764042,0.369122,0.25002056,0.36762893,0.0,0.0,0.4788549,0.0,0.0,0.6766167,0.028093573,0.0,0.88617456,0.24268606,0.36830384,0.0,0.34919596,0.29942507,0.33550143,0.6779196,0.2025364,0.14090851,0.41521835,0.14817384,0.35802788,0.0,0.0,0.0,0.74866027,0.19117662,0.42557365
0.6075832,0.7585459,2.123507,-0.46458745,0.041410465,-0.4059627,-1.1867421,0.9424513,-1.1165215,1.5021453,0.95813286,0.0,0.0,0.79126346,0.0,0.0,0.0,0.10846999,0.76200473,0.0,0.57968384,0.55818796,0.034460813,0.8505057,0.0,0.9062321,0.0,0.7160967,0.02662015,0.0,0.0,0.0,0.83785474,0.0,0.092084974,0.0,0.0,0.057837397,0.054116584,0.1436072,0.21195649,0.0,0.0,0.41286144,0.0,0.11084918,0.35446152,0.1983762,0.40327117,0.31476173,0.790636,0.0,0.0,0.60399616,0.034923024,0.0,0.7316215,0.0,0.15586749,0.6920721,0.35856283,0.265442,0.0,0.57047683,0.04983045,0.13744973,0.4204085,0.10985592,0.23686871,0.12832204,0.43756074,0.48870793,0.116905645,0.07657329,0.0,0.37790686,0.6784719,-0.12395918
0.19743598,1.9714812,-0.47786632,0.2931387,1.7078141,0.2287554,0.1266693,-1.0716441,0.6213365,1.086611,1.01004,0.0,0.0,0.0,0.0,0.75266916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38433045,0.12092345,0.0,0.62097716,0.59396493,0.0,1.0012165,0.13754772,0.0,1.2875607,0.47884437,1.17873,0.0,0.0,0.5062729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29025376,0.65865093,0.56409776,0.0,0.28090176,0.46203774,0.0,0.0,0.5232932,0.72466433,0.0,0.26189104,0.46532524,0.0,0.5842036,0.28384063,0.09061368,0.20987847,0.10392385,0.16904902,0.36825132,0.6307674,0.5465996,0.18806142,0.31261814,0.38478628,0.19284067,0.3697484,0.7556307,0.0,-0.0890121,-0.12679115,0.37402576
-0.5602017,1.503812,0.22339755,0.43516806,-0.1818047,-0.19869801,-0.69035953,-0.5506356,0.7183914,1.5935742,-0.5151551,0.0,0.0,0.013769746,0.0,0.0,0.0,0.0,0.0,0.0,0.6191337,0.0,0.02861853,0.0,0.0,0.34921652,0.5694567,0.0,0.3340578,0.0,0.3250049,0.052641883,0.6342573,0.7027844,0.4322965,0.0,0.03270633,1.163098,0.0,0.3672698,0.04184331,0.48683354,0.069623336,0.0,0.057525482,0.110816255,0.4606283,0.17119451,0.044664852,0.26374194,0.4286365,0.0,0.0,0.24351898,0.3573755,0.0,0.060611323,0.0,0.3133585,0.0,0.5996912,0.0,0.49106926,0.24950959,0.2081959,0.36014068,0.20435506,0.6047731,0.25846377,0.39512932,0.015551463,0.0,0.056219257,0.71650964,0.0,0.074945904,-0.44977278,-0.32293132
0.6161714,-0.7794017,0.12201142,0.82000154,1.0971755,-1.8959806,-0.09106219,-1.1317232,-0.6031736,-0.36183178,0.5272803,0.081952386,0.04584524,0.3090554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051853508,0.0,0.22822449,0.0,1.0526116,0.0,0.0,0.6843561,0.0,0.9504777,0.6470366,1.1028091,0.0,0.70918345,0.0,0.48309264,0.16967084,0.15265727,0.3547022,0.0,0.0,0.0,0.2449097,0.0,0.045557447,0.52973855,0.54561186,0.23825955,0.5859849,0.6978092,0.0,0.0,0.11939525,0.06623835,0.0,0.21164382,0.0,0.3519229,0.14549848,0.69998187,0.0,0.22008488,0.4925363,0.024599329,0.3513978,0.0,0.04652308,0.38940084,0.19825907,0.27365592,0.0,0.23745735,0.5390116,0.0,0.26683158,-0.10048408,-0.60535014
-1.4663334,-0.53021246,-0.46442884,1.1464204,0.12898386,-0.48738283,1.0149218,-0.41940907,-1.2721504,-1.4377179,-1.0809221,0.57985616,0.0,0.0,1.2806342,0.0,0.6512695,0.0,0.0,0.29888082,0.36770093,0.0,0.1476377,0.0,0.0,0.0,0.4369136,0.0,0.06687716,0.11670509,0.34997034,1.0766085,0.0,0.0,0.5361757,0.5865165,1.1877362,0.20935462,0.37499538,0.0,0.0,0.0,0.13148703,0.19577155,0.0,0.17984504,0.0,0.0,0.01488309,0.2801591,0.37528545,0.4556698,0.0,0.3808177,0.2274862,0.0,0.0,0.08621852,0.49843872,0.24818191,0.37110823,0.14594147,0.5441468,0.22219135,0.06774257,0.070574954,0.0,0.3181686,0.7564699,0.16049403,0.508287,0.30565485,0.69999325,0.97392225,0.0,-0.57763517,0.20136136,-0.5022013
