input_0,input_1,input_2,input_3,input_4,input_5,input_6,input_7,input_8,output_0,output_1,output_2
-1.1627920360974981,2.2901141150601756,0.9747927349379442,-1.4333626043781231,3.018601780728621,3.7012938690937887,5.201823030767173,-8.217044794596935,-9.78288401760834,-1.1337400975136587,-7.372403343618854,5.709151613680614
-0.9997249382470828,0.5493523681758918,-0.5262812000090302,-0.002831307723930039,-0.6850073792927015,2.533225196002375,2.179675860536265,-1.7041617388323662,-1.5618518638436785,-0.7306191804996558,-0.8936098232544324,2.3163135159651014
0.7497003179461057,-0.8464180732270635,-1.2022707312978587,0.6627764842143539,-0.2720562225323467,-1.589087511648602,-1.324045616074832,4.577661360855368,3.881890442288452,0.3834519900298438,4.489496135860294,-3.6788147378787546
-0.9075175799844541,0.6991470918203739,-1.230838283043931,0.47741051691826664,-1.6172699694584747,3.0017874726291573,1.9701263478924307,-3.837662474298268,-5.413126661695897,-1.3256749286941576,-1.8825871156425718,7.318786853055674
0.08438428210069857,-0.2813907386785686,0.9618600039765398,0.78729841819779,-0.7933779861478617,0.4713751097700529,0.9854152275955285,1.56540947537988,-0.6244314400459542,-0.341777893280842,0.0767628049544934,1.6170399202652808
0.051101298800519085,-0.8102813469172773,-0.6302392735879988,1.7302473758554422,0.7512427747624331,-3.384898138416542,-4.61368147668701,7.25137808345204,8.866996969787905,1.9126651720525223,6.222020065213907,-8.843519419213719
0.7523883636695798,1.7562532265263855,-0.5655668051077726,0.1956946655427732,1.3334019103626062,-0.8455014120327592,0.4851148533621183,1.750841844835406,1.576509237276321,-0.0740403765892368,1.6454830575725865,-3.4297401032905444
0.7132334086876659,-0.6157791964551813,1.2060620199596739,-0.08906268019587521,-0.4810358825135453,-1.179801980094196,-2.5089558783696457,3.9202917185594166,5.7569645588285905,0.1167471525771719,1.8481799255128044,-5.021500005054708
0.21595142637701648,0.07033286272179723,-1.5622880066849678,-2.349848612041355,1.4069744851000816,-1.1420896385924284,-2.9689964186963476,1.1408290029359114,3.5121850289035232,0.5491691752926869,2.267735459362092,-5.061856425807915
0.22875910271254038,-0.10207822811584868,0.08321623559451546,2.3200561005397886,-0.36610608418107116,-1.5229613847870527,-0.7324208111915781,4.4800942292614705,1.517260425964402,0.7093545866972123,3.1732854289945873,-1.158575839977139
-1.8103207438660085,-0.11531556387125823,0.5203831296829057,-0.45182196401892427,0.650047905548066,2.864342330698596,3.6645003825081255,-5.457047583334563,-6.0455795948146696,-0.3940874292162289,-4.476381889379233,5.020243103701042
0.5654739005259445,-0.2423779161535782,0.879451483610519,0.40141746473484996,-0.7204532750464689,-1.933806359915719,-3.32657039358475,3.9321263065451935,5.068112487529502,0.6158471194637636,2.322093095980926,-4.11159722840888
0.14548465077548592,2.2968886996470292,-0.7433284801247995,1.450621718739207,-0.5792614413794223,0.6800291696790386,1.4704211113905994,-0.7838015571297525,-1.7875260072231829,-0.5866864210473354,0.0008164035592784225,2.6036049790749636
