sem_0,sem_1,sem_2,sem_3,sem_4,sem_5,sem_6
0.1580455144145254,0.6652386493451249,-0.7228509973579155,-1.4600554960578895,0.32758844771908563,1.1005723730126313,-2.460928804390927
1.326047313207936,-1.3667031325370285,-2.3960282856645874,-1.990699666243265,-3.06329061700866,-5.361168646601187,-6.006383836472476
-1.7201886701452518,3.2982833635286557,1.7673767069459154,3.9171645115766793,3.6300921861417152,9.258913618472304,6.417620947362637
0.02741691227115298,-0.7251767909464167,-2.2050426705690365,-1.1199508399643523,-3.6436289511781497,-1.1588131400078532,-5.206475525289192
-0.5885680674860065,1.3410185927637457,2.0962667894596576,2.2886974225311363,3.1786257662585524,3.3162706498693146,5.648040582801037
-0.008669444597293977,2.073198717982278,1.4083086662896978,-1.1887876174965057,3.606776272316983,4.41763927450608,1.686639602705926
2.9470306574695346,-5.109369231623164,-4.266637678973422,-4.778152741716464,-7.820618619404189,-15.39870185404397,-11.868252548307987
-0.4308124187643476,1.2626553672419212,0.3695236459220535,-2.100571439518215,1.2808165467026351,3.6923567035797578,-1.640590451496246
1.2030758967324642,-3.601674734284382,-3.3517941320002578,-2.0919540083093486,-7.102123615434251,-8.674316953181439,-7.973809789486885
-1.3934297724978688,2.210461942230527,0.18411600516214305,2.265510601123187,1.5823820997089577,6.826748152805537,2.1465381996155193
0.7161451275478175,0.5518482102896838,-1.3473285713959042,-3.755504409013569,-1.1372676514197724,-1.0546148911038686,-6.689532438774219
-1.442380174473114,2.603013092396092,1.3204331139205527,2.0317525475555724,2.923558545090521,7.609428083488983,3.8906423765307947
0.1894247321176446,-1.2187684144872104,-0.8320050953040421,-0.44981311205979185,-2.3099558288482007,-2.558314840567966,-1.871482465490212
-0.7020846869188966,2.231124581104117,1.8456019626563724,2.0993740152912475,3.9529427694569312,5.1750133242797025,4.912857156862563
-1.647158873376514,3.9961523767989404,1.8426735627000035,2.8497964841181433,4.992638705786415,10.399721812748343,5.415560882364672
-0.6447930070629695,0.5381267874328648,-0.16182635383035213,0.8074132696483539,-0.23259433595648144,2.0871088188853926,0.7478014240705463
