input_0,input_1,input_2,input_3,act_1_act1_0,act_1_act1_1,act_1_act1_2,act_1_act1_3,act_1_act1_4,act_1_act1_5,act_1_act1_6,act_1_act1_7,act_1_act1_8,act_1_act1_9,act_1_act1_10,act_1_act1_11,act_1_act1_12,act_1_act1_13,act_1_act1_14,act_1_act1_15,act_1_act1_16,act_1_act1_17,act_1_act1_18,act_1_act1_19,act_1_act1_20,act_1_act1_21,act_1_act1_22,act_1_act1_23,act_1_act1_24,act_1_act1_25,act_1_act1_26,act_1_act1_27,act_1_act1_28,act_1_act1_29,act_1_act1_30,act_1_act1_31,act_2_act2_0,act_2_act2_1,act_2_act2_2,act_2_act2_3,act_2_act2_4,act_2_act2_5,act_2_act2_6,act_2_act2_7,act_2_act2_8,act_2_act2_9,act_2_act2_10,act_2_act2_11,act_2_act2_12,act_2_act2_13,act_2_act2_14,act_2_act2_15,act_2_act2_16,act_2_act2_17,act_2_act2_18,act_2_act2_19,act_2_act2_20,act_2_act2_21,act_2_act2_22,act_2_act2_23,act_2_act2_24,act_2_act2_25,act_2_act2_26,act_2_act2_27,act_2_act2_28,act_2_act2_29,act_2_act2_30,act_2_act2_31,output_0,output_1,output_2
0.17549227,0.2979691,-0.45412582,-0.7482264,0.0,0.0,0.1640521,0.0,0.44336638,0.0,0.45345238,0.5288007,0.0,0.0,0.2295298,0.0,0.16798149,0.91751117,0.67868483,0.18229774,0.0,0.055379525,0.30815423,0.48755956,0.6178202,0.11155519,0.120695144,0.0,0.75576484,0.38427877,0.0,0.24793,0.48090374,0.0,0.12407604,0.0,0.2923666,0.5651016,0.0,0.0,0.20868567,0.0,0.311822,0.35652685,0.30320856,0.12793931,0.7912655,0.0,0.0,0.81203914,0.0,0.398795,0.3137322,0.0,0.49669498,0.4582128,0.0,0.51787835,0.0,0.8133989,0.7527418,0.0,0.10415256,0.0,0.0,0.582702,0.40549234,1.0935718,0.08419777,0.15834709,-0.5976268
1.3251215,-0.626737,-1.4441311,-1.0296122,0.0,0.0,0.28746435,0.0,1.2210809,0.0,1.0827575,0.18360788,0.49517617,0.0,0.39883676,0.0,0.56577486,1.8754857,0.08016786,0.0,0.0,0.38952827,1.1198978,1.4661877,0.38517374,0.8943885,0.009186268,0.6067514,1.7733604,0.12048077,0.0,1.2930822,0.5449435,0.0,0.0,0.12304148,0.5477541,1.3798598,0.0,0.0,0.012154441,0.0,0.25388646,0.27812654,1.1557947,0.25831822,1.5443513,0.0,0.0,1.8541842,0.0,0.41530868,0.8909532,0.0,1.5924985,0.27593204,0.0,0.12648398,0.0,1.0685679,1.1101326,0.0,0.28129962,0.0,0.0,0.5911992,1.6955395,2.0687497,-0.8965119,-0.92408955,-1.3889439
-1.6890417,1.5183626,1.0298017,2.0154135,0.99918556,1.5968947,0.4317809,0.93096954,0.0,1.0369624,0.16311684,0.016626805,0.0,0.3493592,0.6139759,1.5337447,0.0,0.0,1.1691335,0.74544483,0.53009665,0.0,0.0,0.0,0.25974065,0.0,0.32352024,0.0,0.0,0.1027792,2.188984,0.0,0.0,0.46584907,1.2437464,0.2640205,0.0,0.23196265,0.0,0.81208104,0.9223152,1.3896096,1.7058693,1.5547402,0.5840401,0.86584604,0.1421837,0.0,0.0,0.0,0.0,1.1646876,0.30035278,0.55063105,0.29119003,2.3628557,0.0,1.6962533,0.0,1.0189748,1.2556704,0.0,1.3432162,0.0,0.0,1.0853915,0.99011403,0.37692088,1.1426497,1.5396218,1.4686937
-0.04411772,-0.32824704,-1.4342003,-0.59415615,0.0,0.0,0.46085858,0.0,0.5344142,0.0,0.9527344,0.42017186,0.0,0.0,0.0,0.0,0.3855386,1.0468872,0.4780465,0.0,0.0,0.23454107,0.48415363,1.0237398,0.86620843,0.15121329,0.073667675,0.44537473,0.9084045,0.0,0.0,0.97858155,0.42055345,0.0012598075,0.0,0.554115,0.7901734,0.95844674,0.0,0.0,0.15607716,0.0,0.11377787,0.19112083,0.8986052,0.038294084,1.2089409,0.0,0.0,1.3492228,0.0,0.92032677,0.91414464,0.0024187341,0.96328133,0.2835697,0.0,0.10702966,0.0,1.1748759,0.54123414,0.0,0.575113,0.0,0.0,0.4323449,1.0363665,1.3783908,-1.0630693,-0.27338302,-1.1544034
-0.5728545,0.6130782,1.2197111,1.1847886,0.860656,0.96717423,0.4963948,0.31019104,0.0,0.3686601,0.17787999,0.0,0.0,0.40706205,1.1260782,1.0141399,0.0,0.0,0.6972808,0.45919365,0.27918658,0.0,0.0,0.0,0.0,0.0,0.5000894,0.0,0.0,0.2611646,1.3963819,0.0,0.30107725,0.11591652,1.3468039,0.0,0.0,0.3455506,0.0,0.61137825,0.6698698,0.6507863,1.3556862,1.0896182,0.5343522,0.81584424,0.12889507,0.0,0.0,0.0,0.0,0.3633586,0.2829983,0.14113252,0.32208374,1.6605978,0.0,1.5023669,0.0,0.16113645,0.9048442,0.0,0.81962943,0.0,0.0,0.6489713,0.76471126,0.23723228,1.027581,0.5871092,1.280857
0.0044721975,0.9270783,0.78965175,-0.6253212,0.4386501,0.15586457,0.0,0.013808833,0.039512128,0.0,0.0,0.64159495,0.0,0.20330341,0.68491995,0.19103105,0.0,0.37241367,0.9435376,0.38236427,0.21575394,0.0,0.0,0.0,0.3990868,0.0,0.26935604,0.0,0.29474628,0.9156217,0.48549682,0.0,0.53606683,0.0,0.76233006,0.0,0.0,0.21641773,0.0,0.0,0.6468807,0.107310474,0.8987471,0.74062294,0.16074854,0.35010988,0.39683107,0.0,0.0,0.0,0.0,0.0,0.012768328,0.0,0.21084507,1.1375351,0.0,1.1712232,0.0,0.51419145,0.8546599,0.0,0.112960845,0.0,0.0,0.64055955,0.0,0.87041986,1.134182,0.5694262,0.32554528
2.9451668,-2.3673394,-2.566544,-2.4695308,0.0,0.0,0.4887251,0.0,2.593998,0.0,1.6540875,0.14258805,1.7273958,0.0,0.47602436,0.0,1.3515794,3.474299,0.0,0.0,0.0,1.3959439,2.244544,2.457,0.33311668,1.973043,0.044997364,1.3940604,3.5830941,0.0,0.0,2.580018,1.0059023,0.0,0.0,0.24980634,1.1528721,2.559376,0.0,0.0,0.014785904,0.0,0.5493357,0.14052066,2.6349108,0.27079612,3.1009681,0.0,0.0,3.750668,0.0,0.5690981,1.7397562,0.5607071,3.3947668,0.12515114,0.0,0.067807436,0.0,1.8081452,1.7537467,0.0,0.45519096,0.0,0.0,0.73438686,3.3494968,3.869952,-2.341249,-2.518454,-2.6637828
-0.4577611,0.6584146,0.3583141,-1.1308339,0.06611522,0.03764585,0.081463665,0.0,0.12789996,0.0,0.0,0.961521,0.0,0.20187496,0.10440931,0.055693895,0.035556346,0.47827175,1.0501634,0.14322725,0.060855865,0.11989601,0.0,0.0,0.86223453,0.0,0.29160511,0.0,0.35076532,0.6507114,0.024944395,0.0,0.64178514,0.18622786,0.38756084,0.0,0.3139839,0.28857118,0.0,0.0,0.53614974,0.0,0.59902996,0.53593117,0.27594635,0.061483882,0.6681123,0.0,0.0,0.47757155,0.0,0.4878212,0.15503702,0.0,0.25914058,0.6664739,0.0,0.86919844,0.0,0.89901584,0.6496838,0.0,0.02987966,0.0,0.0,0.5782042,0.022693373,0.8939335,0.41670066,0.53094345,-0.27220824
1.2086209,-1.6693506,-2.0171566,-1.0838382,0.0,0.0,0.71724004,0.0,1.3160791,0.0,1.4551959,0.121520616,0.8585297,0.0,0.13478118,0.0,0.9261909,1.9158788,0.0,0.0,0.0,0.7583871,1.0942409,1.8401877,0.56029373,0.8280124,0.162404,1.0723774,2.083259,0.0,0.0,2.0043883,0.68988705,0.0,0.0,0.7036636,1.0825212,1.7760929,0.0,0.0,0.11342889,0.0,0.37588727,0.09605851,1.8149219,0.11167571,2.1118414,0.0,0.0,2.3171532,0.0,0.85387063,1.5403938,0.5188838,2.1589627,0.15570332,0.0,0.0,0.0,1.4310449,0.78616583,0.0,0.7425623,0.0,0.0,0.3600589,2.2003715,2.5059311,-2.0359716,-1.5254877,-1.7828177
-1.3655119,1.0207182,0.14412056,1.1441907,0.2871183,0.9744862,0.42859682,0.6561758,0.0,0.65367705,0.39834204,0.2257111,0.0,0.0,0.16839021,1.0532016,0.0,0.0,1.0388833,0.4933868,0.03548321,0.0,0.0,0.073334366,0.5801494,0.0,0.21728222,0.0,0.0,0.0,1.3222957,0.0,0.05286172,0.39935187,0.6440387,0.4089237,0.0,0.2384561,0.0,0.38150865,0.5275371,0.7816138,0.99137104,0.9470152,0.43825972,0.29087988,0.34872526,0.0,0.0,0.14807257,0.0,1.2978845,0.37850305,0.3769003,0.27077794,1.3905017,0.0,1.0234617,0.0,1.123135,0.71304494,0.0,0.9719055,0.0,0.0,0.713914,0.7657068,0.48616636,0.2943419,1.1201222,0.48917657
0.74515235,0.2862587,-0.7562858,-1.9546951,0.0,0.0,0.0,0.0,1.1494651,0.0,0.32096022,0.88829195,0.0,0.0,0.045625985,0.0,0.30787873,1.815081,0.71649194,0.080477364,0.0,0.49579823,0.94890624,0.48756918,0.819906,0.65051967,0.002416551,0.0,1.4290297,0.7681822,0.0,0.19495945,0.6789178,0.0,0.0,0.0,0.6149056,0.9687079,0.0,0.0,0.12039842,0.0,0.22665457,0.5007168,0.6643994,0.06501151,1.2909391,0.0,0.0,1.5790769,0.0,0.45181248,0.10958003,0.0,0.9518599,0.5187269,0.0007535517,0.6856662,0.0,1.3166175,1.3305922,0.0,0.0,0.0,0.0,0.78172684,0.69517285,1.7584195,-0.010888271,0.008819655,-1.2340727
-1.4092377,1.1888304,0.7707339,1.0467867,0.66833407,1.1328678,0.3662049,0.56496924,0.0,0.5945863,0.094079494,0.32861152,0.0,0.31264907,0.38360003,1.0934143,0.0,0.0,1.1356969,0.52254903,0.3605362,0.0,0.0,0.0,0.5003138,0.0,0.3289728,0.0,0.0,0.19560134,1.4858992,0.0,0.14703923,0.43087173,0.94550717,0.15937331,0.0,0.23116216,0.0,0.53655666,0.7942044,0.94950235,1.3244386,1.1761044,0.47176936,0.59554183,0.25771037,0.0,0.0,0.0,0.0,1.0260072,0.2847727,0.24575487,0.23602128,1.7373923,0.0,1.3614084,0.0,0.9680686,0.9814903,0.0,0.957346,0.0,0.0,0.8934866,0.6624484,0.4549728,0.8654021,1.2561272,0.9358963
0.20826533,-0.56683517,-0.51743543,-0.23863755,0.0,0.0,0.5939534,0.0,0.28550813,0.0,0.7741424,0.2090823,0.23537523,0.0,0.43277067,0.14413825,0.4073478,0.6252184,0.28477818,0.0,0.0,0.12157045,0.03906201,0.8150558,0.4340827,0.0,0.32759896,0.1382648,0.8534743,0.0,0.0,0.82250106,0.54897124,0.0,0.26200458,0.3737237,0.46012908,0.8065609,0.0,0.0,0.19461203,0.0,0.479066,0.22207174,0.7209454,0.20362619,0.9706354,0.0,0.0,0.6596516,0.0,0.57241786,0.8456236,0.10426557,0.82256645,0.2796294,0.0,0.3709822,0.0,0.5405508,0.29848439,0.0,0.5649806,0.0,0.0,0.24170655,0.90120417,0.978731,-0.67379504,-0.44840127,-0.43128362
-0.6898198,1.0211294,1.0702769,1.0818847,0.8300702,0.96510655,0.3274768,0.47809955,0.0,0.329804,0.11923325,0.099360555,0.0,0.30678225,0.9355234,0.98754066,0.0,0.0,0.88448465,0.57324904,0.34275994,0.0,0.0,0.0,0.095388144,0.0,0.36872813,0.0,0.0,0.40872604,1.4843094,0.0,0.21042442,0.1260509,1.2037764,0.0,0.0,0.2351341,0.0,0.49327314,0.73995453,0.78176934,1.3583375,1.109836,0.37280852,0.73339915,0.12379072,0.0,0.0,0.0,0.0,0.38079375,0.18296325,0.06600198,0.21374929,1.77983,0.0,1.4693251,0.0,0.40959042,1.0013998,0.0,0.8014557,0.0,0.0,0.7862368,0.54980063,0.47089577,1.2341751,0.9080316,1.1416593
-1.6197743,1.8300369,1.0813376,1.4697051,1.0139853,1.4484652,0.20821314,0.89085156,0.0,0.7564279,0.0,0.27260885,0.0,0.3725214,0.48926535,1.3275657,0.0,0.0,1.3497419,0.78126746,0.6591064,0.0,0.0,0.0,0.40175992,0.0,0.2508654,0.0,0.0,0.4171052,2.0493376,0.0,0.0,0.43889517,1.1396279,0.0,0.0,0.12338928,0.0,0.60774267,1.0439745,1.3850166,1.713573,1.4891753,0.35394448,0.84404397,0.14026383,0.0,0.0,0.0,0.0,0.9195112,0.13502875,0.2252031,0.11991604,2.3901365,0.0,1.6740202,0.0,1.1121237,1.3921608,0.0,1.1556225,0.0,0.0,1.2439989,0.5814307,0.6478929,1.558076,1.7853305,1.2998779
-0.6057773,0.23566264,-0.124141924,0.4103005,0.0,0.38388953,0.50717485,0.1936773,0.0,0.16539712,0.54506725,0.24848743,0.0,0.0,0.30022258,0.5954121,0.048603177,0.0,0.6802075,0.21758643,0.0,0.0,0.0,0.38879383,0.52008057,0.0,0.28849494,0.0,0.009242594,0.0,0.5347916,0.2673509,0.31978077,0.17688178,0.4740622,0.36983848,0.14401011,0.38733262,0.0,0.14527209,0.34908223,0.17277151,0.6056715,0.46981025,0.40370497,0.2005572,0.4834898,0.0,0.0,0.24341771,0.0,0.8888332,0.560529,0.16290854,0.37106124,0.69958353,0.0,0.6388966,0.0,0.7125994,0.34314024,0.0,0.67346835,0.0,0.0,0.38183972,0.6373514,0.5072096,-0.17006162,0.37953645,0.05781218
1.1621108,-0.28453994,-1.1581275,-1.8217986,0.0,0.0,0.057914168,0.0,1.3588884,0.0,0.67155695,0.63401634,0.21667695,0.0,0.17497224,0.0,0.5093918,2.049705,0.3782308,0.0,0.0,0.5987689,1.158273,0.9701985,0.6634854,0.878534,0.012127489,0.14683917,1.7961117,0.4924749,0.0,0.7649442,0.6955356,0.0,0.0,0.0,0.6803195,1.2822334,0.0,0.0,0.005500771,0.0,0.23071456,0.43687585,0.99339104,0.1809888,1.5408723,0.0,0.0,1.8905157,0.0,0.43645865,0.4641616,0.0,1.3753085,0.3855479,0.0,0.45403212,0.0,1.2611642,1.3797926,0.0,0.0,0.0,0.0,0.7414101,1.2553306,2.0304,-0.4558506,-0.53264713,-1.4515586
-1.8888445,1.3808535,1.1490401,1.875273,1.0227225,1.6456534,0.5036169,0.79476136,0.0,1.0765365,0.074400455,0.13278817,0.0,0.49960202,0.524837,1.5357559,0.0,0.0,1.2000961,0.6422929,0.58375716,0.0,0.0,0.0,0.36820436,0.0,0.41166973,0.0,0.0,0.035601333,2.0904787,0.0,0.0024206042,0.5875802,1.2653912,0.3165363,0.0,0.27691197,0.0,0.91512465,0.97551835,1.3847917,1.7439514,1.581765,0.70409405,0.89934427,0.18586564,0.0,0.0,0.0,0.0,1.3322679,0.36754793,0.59611547,0.33730617,2.3061328,0.0,1.7207116,0.0,1.0687766,1.2118951,0.0,1.3649423,0.0,0.0,1.0797398,1.0641507,0.23149022,0.9991861,1.5198603,1.5225999
0.81050915,-0.82184446,-1.3198602,-0.8286565,0.0,0.0,0.48863542,0.0,0.9155972,0.0,1.0514569,0.23432769,0.41243514,0.0,0.24540669,0.0,0.59041566,1.4549755,0.1190657,0.0,0.0,0.40778697,0.7428242,1.297626,0.5223807,0.5242575,0.14407894,0.5489306,1.4983206,0.0,0.0,1.2751765,0.5788023,0.0,0.0,0.37325644,0.71038556,1.279296,0.0,0.0,0.06390329,0.0,0.26863748,0.20973444,1.1692576,0.1645399,1.4814276,0.0,0.0,1.6054622,0.0,0.63520545,1.0311618,0.109635815,1.4384493,0.20312689,0.0,0.12366187,0.0,1.0185117,0.7216724,0.0,0.46907157,0.0,0.0,0.40258002,1.5025246,1.7743115,-1.1655009,-0.87507343,-1.2365538
