sem_0,sem_1,sem_2,sem_3,sem_4,sem_5,sem_6
-1.009740907251473,1.5451138460571197,0.6742071490454936,1.9754602128920342,1.338221106304078,4.823146065876893,2.995283027014049
0.07153797621194243,-0.9197772928809991,0.06727572666544285,-0.9321170515273995,-1.203730625790455,-2.2343979969669627,-0.5384974352470302
0.10431372150495408,0.9678111578385484,0.6819932762648533,-1.0305219243185941,2.350268753078696,1.4820934452686019,0.40283603316800065
0.2576977155934568,-0.5642208288876117,-0.13942567270548578,-1.058789189890263,-0.7415753689170161,-1.5921931734083123,-1.0775381776389263
0.4267387083721933,0.5596954096984871,-1.3745123435356297,-0.281994707893618,-0.17889233547359534,0.38066764040030354,-2.773374104377568
0.05867961332268799,-0.06572937496351872,2.2514929521202958,1.090496573727188,2.7694423872842266,-0.2528728477422312,5.192069789126847
-0.6934207667608232,1.1160286733291183,1.8692330045276413,0.8445643670596298,2.5955314411035646,3.3970696227468857,4.1830708110623345
-1.869341921215443,2.149085589312979,2.5477241005626237,3.383117385308135,3.4475493915882423,7.596565132538037,7.447134050339435
1.7920087388214236,-1.453697121570512,-2.44252280045667,-0.4152853397017665,-2.4499830810650103,-6.103876417990049,-4.535211388951519
0.7003057179577711,-0.9486563585460606,-2.0350726537957335,-1.5687759078068544,-2.656506178950478,-3.1129598208700617,-5.019970564078548
-0.19636106951445864,0.3652095597003611,1.5768463618242694,-0.42997176837501183,1.9696148414315562,0.9954551171625406,2.744437729605578
2.3686333995084294,-6.086398701266698,-5.345012997815932,-3.9307130373028345,-11.205703019744384,-16.05497770463615,-13.177217489952728
1.3431164127768598,-3.2668530693271354,-3.225544617537333,-2.529521559589529,-6.201161587297659,-8.69371117882825,-8.07945890350868
0.7355167224090857,-0.5167019346668409,-2.1560145619154483,-1.7919791492425432,-2.0939587632207797,-2.2716808290460766,-5.467651174059384
-1.3465509627715704,2.018850015643803,2.347486780005437,4.516979340313319,3.790450361578505,6.304178595642139,8.031780245697306
0.671306608326141,-2.1064692260752347,-2.3523987460985656,-1.7722355259289166,-4.316245265019916,-5.165717646262215,-5.82515379921636
1.6714128457941295,-4.439774795537166,-2.6969030815785677,-2.836620230013524,-6.549676750319642,-11.521135072696183,-7.1949397021095995
0.5611168999119928,-0.7768086517704514,-0.5368548328421405,-0.057137770455851875,-0.8271687172068821,-2.6316983829540845,-0.9647187017056614
-1.1738686293741651,3.2683996116208873,2.3277775098968103,1.5576929750600215,5.057499488605431,8.241788362634454,5.3406454858562515
-0.31824177189692654,-0.316219081817753,0.5759113718359126,1.0718737651968302,-0.07169070376673765,-0.19695416150346537,1.6190113128721493
-0.5225444820797077,1.9072120332668863,1.2298571432273657,1.2416040605428746,3.0901675849522903,4.466515296242988,3.3340268017778136
1.5463016443139326,-4.155675966663848,-3.822189766893753,-3.140384080706359,-7.871335999911365,-10.73229379548937,-9.685763493617388
0.21778778935289278,-0.7718682753199084,-0.9017911660574572,-1.7538817670556508,-1.865908364482134,-1.7241491183625341,-3.2136276251698486
