input_0,input_1,input_2,input_3,input_4,input_5,input_6,act_1_act1_0,act_1_act1_1,act_1_act1_2,act_1_act1_3,act_1_act1_4,act_1_act1_5,act_1_act1_6,act_1_act1_7,act_1_act1_8,act_1_act1_9,act_1_act1_10,act_1_act1_11,act_1_act1_12,act_1_act1_13,act_1_act1_14,act_1_act1_15,act_1_act1_16,act_1_act1_17,act_1_act1_18,act_1_act1_19,act_1_act1_20,act_1_act1_21,act_1_act1_22,act_1_act1_23,act_1_act1_24,act_1_act1_25,act_1_act1_26,act_1_act1_27,act_1_act1_28,act_1_act1_29,act_1_act1_30,act_1_act1_31,act_2_act2_0,act_2_act2_1,act_2_act2_2,act_2_act2_3,act_2_act2_4,act_2_act2_5,act_2_act2_6,act_2_act2_7,act_2_act2_8,act_2_act2_9,act_2_act2_10,act_2_act2_11,act_2_act2_12,act_2_act2_13,act_2_act2_14,act_2_act2_15,act_2_act2_16,act_2_act2_17,act_2_act2_18,act_2_act2_19,act_2_act2_20,act_2_act2_21,act_2_act2_22,act_2_act2_23,act_2_act2_24,act_2_act2_25,act_2_act2_26,act_2_act2_27,act_2_act2_28,act_2_act2_29,act_2_act2_30,act_2_act2_31,output_0,output_1,output_2
-1.241994,0.8468185,2.400816,1.4988247,1.0647154,0.9840156,-1.1422527,1.032134,0.0,0.66575724,1.1459825,0.0,0.21195135,1.9299576,0.0,0.0,2.0394878,0.7030083,0.0,0.0,0.33387008,0.0,0.3206565,0.6036563,0.0,0.0,1.6281047,0.10701812,0.0,0.0,1.3065861,0.62018555,0.065589815,0.39301795,1.219758,0.0,0.7992871,0.0,0.0,0.0,1.2255057,0.0,0.7976882,0.59319264,0.87700546,0.25648728,0.88832337,0.7165724,0.0,0.0,0.2649004,0.38426334,0.35752693,0.86351514,0.6009639,0.4171478,0.55856943,1.8613734,0.2154814,0.80509794,0.0,0.43650347,0.0,0.0,0.0,0.0,0.059239455,0.37455046,0.13550408,0.9309811,1.1968718,1.0358092,0.15015382,0.37767205
-0.114986815,1.2012664,-0.54693115,0.9857078,0.26767227,1.120369,-0.22169162,0.0,0.0,0.0,0.31708008,0.0,1.4169893,0.3279854,0.46926028,0.19737479,0.20571664,0.18215083,0.0,0.0,0.0,0.0,0.0,0.17754433,0.16777298,0.0,0.2634828,0.8783798,0.13587654,0.0,0.9105801,1.2923356,0.0,0.44381037,0.035481267,0.0,0.6165338,0.7784527,0.0,0.28155875,1.1787465,0.0,0.5154629,0.102844104,0.0,0.14794168,0.1989007,0.5921698,0.5756702,0.74761987,0.258374,0.4605513,0.45436063,1.0760566,0.69463813,1.1347399,0.4555272,0.7712362,0.5257666,0.40624842,0.18671015,1.0145758,0.0,0.0,0.0,0.0,0.32804245,0.16909583,0.8669665,0.0,0.16349515,0.1945672,1.1244617,-0.18917996
0.020323403,-0.16892718,-1.5114962,0.12350417,0.7153128,-0.42036447,0.812857,0.0,0.0,0.0,0.0,0.6256597,1.256051,0.0,0.0,0.27946556,0.0,0.0,0.0,0.16500482,0.12451917,0.0,0.6217452,0.12725486,0.49746865,0.25614554,0.0,0.27732137,0.4779154,0.031240752,0.0,0.46292233,0.0,0.4609924,0.38169575,0.0,0.0,0.77844477,0.66894114,0.06451303,0.5122945,0.0,0.56895334,0.22443573,0.1302933,0.4856447,0.32008973,0.30170062,0.019320808,0.6973063,0.4374746,0.64160067,0.0,0.8692983,0.63524526,0.8480474,0.35535237,0.4999522,0.33457103,0.0,0.0,0.65157163,0.34574062,0.0,0.0,0.030773345,0.0,0.28161365,0.20905474,0.0,0.8320248,0.4277791,0.13487929,-0.68629104
0.7619573,0.58770514,-0.07351773,0.52083784,0.19854075,0.09574173,-0.064077795,0.33152226,0.0,0.0,0.0,0.0,0.8679756,0.0,0.106782205,0.29630834,0.0,0.0,0.024370655,0.0,0.025320679,0.13101932,0.0404858,0.12274408,0.3819912,0.030672107,0.23453501,0.0,0.0,0.0,0.5722619,0.7616207,0.0,0.0,0.0,0.07381436,0.21228032,0.62761366,0.0,0.29628488,0.53769875,0.0,0.45655534,0.319794,0.0,0.41758984,0.16148925,0.361575,0.27029893,0.41336644,0.45697072,0.27331826,0.116281904,0.39395693,0.5100799,0.5487209,0.35882118,0.22386417,0.46451706,0.28375527,0.03951742,0.49205723,0.20324162,0.0,0.0,0.0,0.4115674,0.3049425,0.5719496,0.0,0.2078203,-0.16221452,0.11368047,-0.11495953
-0.06943288,-1.102357,1.3254255,0.46067435,-0.16975564,0.3706097,-0.7023193,0.80500275,0.76030636,0.35558218,0.8042345,0.0,0.0,0.0,0.0,0.5921649,1.1541994,0.16214977,0.0,0.16440645,0.49752122,0.0,0.43010882,0.48756456,0.0,0.0,1.5210414,0.0,0.0,0.18511546,0.50349617,0.0,0.0,0.17079845,0.15578985,0.0,0.07618521,0.0,0.0,0.3414786,0.47704685,0.0,0.46427545,0.5228658,0.4967839,0.0,0.602749,0.49634612,0.0,0.0,0.42423898,0.3141646,0.0,0.20202634,0.2853827,0.3235467,0.38624683,0.6483973,0.26107004,1.071935,0.0,0.16614464,0.17393814,0.0,0.0,0.29336563,0.43522555,0.3146782,0.67899287,0.39268023,0.71329695,-0.0932679,-0.1119037,0.47142795
-1.3554811,-0.93181914,-1.8666983,-2.136677,0.41257253,-0.051920302,-0.3703526,0.0,0.0,0.0,0.0,1.0760877,1.1230162,0.0,0.0,0.21546747,0.3574332,0.0,0.0,0.59213257,1.0588757,0.0,0.32171842,0.0,0.0,0.2593716,0.0,1.2292892,1.3293962,1.7988932,0.0,0.0,1.5116116,0.17530426,0.0,0.34334362,0.0,0.0,0.85032237,0.20116375,1.0855029,0.0,0.31066215,0.9570565,0.5550614,0.37890053,1.5838376,1.0216712,0.6087526,0.6262169,0.43653983,0.70027167,0.5047569,1.320372,0.0,0.90789425,0.0,1.0656948,0.0,0.6514277,0.0,0.6187049,0.68442607,0.0,0.0,0.65924317,0.0,0.85554403,1.1616181,0.6716597,0.8871875,0.7545718,0.4705542,0.8869717
1.8543487,0.4546244,-0.44586805,1.1239357,-1.6472921,-1.067136,1.5194532,0.33088502,1.0918479,0.19008398,0.113463014,0.8831157,0.0,0.0,0.661851,0.86678815,0.0,0.0,0.8718082,0.38064408,0.0,1.2698369,0.5651807,1.4796219,2.1055446,1.2983431,0.097938284,0.0,0.0,0.0,0.22480807,0.044382274,0.0,0.0,0.0,0.23485093,0.0,2.1793633,0.0,0.9184797,0.0,0.0,1.7274394,0.071979135,1.0230656,0.31449252,0.08879393,0.27841622,0.0,0.71766555,1.5936486,1.3511857,0.0,0.9262375,1.3437705,0.07750715,1.4297155,0.1262267,1.8093785,0.5221477,0.0,0.9290583,1.1058376,0.0,0.0,1.4095908,1.1133561,0.4466043,1.2450191,0.020835914,0.42921257,-1.6976327,-0.84625983,-1.6046456
-0.83368546,-0.22355458,-1.9246371,0.79478663,1.5705893,0.8793243,-0.008613221,0.0,0.0,0.0,0.23182131,0.0,2.0458708,0.38736486,0.0,0.36519364,0.4308513,0.56969833,0.0,0.0,0.0,0.0,0.20919503,0.0,0.0,0.0,0.0,1.1483153,0.56424123,0.5971319,0.5010076,1.2965136,0.0,1.2481467,0.9050684,0.0,0.5135123,0.45580626,0.22925861,0.0,1.741676,0.0,0.3721062,0.08352102,0.0,0.104103334,0.40268505,0.71240586,0.7638765,0.7860172,0.1659047,0.6303919,0.42367846,1.6019651,0.6044307,1.606501,0.35191226,1.4548765,0.27147913,0.14241228,0.0,0.8884608,0.0,0.0,0.0,0.0,0.0,0.0,0.6212208,0.05868335,0.83173203,1.115997,1.4980685,-0.24678767
1.8470254,0.785752,-1.3868743,0.07448039,-1.3793727,-0.51884526,0.72861147,0.0,0.025184385,0.0,0.0,0.707018,0.7864465,0.0,0.5507259,0.8544665,0.0,0.0,0.7148212,0.65287787,0.0,1.5190253,0.0,0.41196793,1.2637111,1.1801028,0.0,0.0,0.14925751,0.0,0.074364625,0.6510062,0.0,0.0,0.0,0.82215744,0.0,2.2632172,0.0,0.77861583,0.037075087,0.0,1.040721,0.2560233,0.26053375,0.2531349,0.0,0.7240594,0.32682723,1.0186962,1.3701656,0.72967863,0.0,0.59544116,0.9685259,0.44432396,1.0600034,0.30619767,1.5213373,0.65935546,0.0,0.9031448,0.9459382,0.0,0.0,0.7666458,0.87497914,0.46886832,1.5249485,0.17347045,0.0,-1.4859173,-0.08399212,-0.6789305
-1.0007418,-0.42743495,-1.2747294,-0.2374805,0.815437,-0.16467111,0.646527,0.0,0.0,0.0,0.0023036823,0.78924394,1.0589972,0.19116278,0.0,0.06368762,0.0,0.0,0.0,0.0,0.39443484,0.0,0.80372417,0.18299326,0.0,0.0,0.0,0.62939763,0.6639223,0.5746304,0.0,0.13322686,0.20160022,0.7003435,0.5687104,0.0,0.0,0.18564777,0.83653414,0.0,0.73493874,0.0,0.36081123,0.21347049,0.19708048,0.433549,0.69885767,0.42795005,0.11220746,0.44984314,0.29130107,0.6426445,0.047227707,1.0897214,0.41410118,0.86345726,0.11910198,0.7686849,0.15457582,0.0,0.0,0.63458216,0.38714674,0.0,0.0,0.042880733,0.0,0.27806628,0.13986987,0.11171627,1.1310807,0.82695585,0.26668248,-0.40653646
