input_0,input_1,input_2,input_3,output_0,output_1,output_2
-0.2861239826112043,1.2560906942618348,-1.2352680031758976,-1.1501393532370112,-0.6133092393739404,2.165904916102432,-3.0313741989660508
-1.2172840604346506,1.704102312070534,0.791242467277889,2.272758272647768,1.4379115237178275,5.637396615659026,3.327376463498471
0.10575536044515804,0.18255260699855602,2.08423759794308,-0.37883518250450654,2.8179447954247965,-0.018126090094908606,3.7004643863526674
-1.9147241674228408,2.612121703703273,2.0037936539050243,3.300310798163071,3.2384805881777563,8.723485632488165,6.409248870088096
0.8104931966264576,-0.6661647862633296,-2.0733518396013793,-1.7236555450418358,-2.3184471315274755,-2.8231164779445863,-5.268067643473576
0.02441882948065878,-0.4361728624073411,0.2709129652901918,-0.7233061662188306,-0.3283355231963781,-0.9709521218191104,-0.1484327534933796
-1.0110397388315067,2.144461133944901,0.7908429003831523,1.948243204682274,2.3530146434289168,6.0741308246353904,3.0572482105398713
-0.0696155264633436,0.19079580920193856,0.20092964689798568,1.0828139897097604,0.3592277594522816,0.7581369920089589,1.1859330975860614
1.7704634818226095,-4.804493596417149,-2.810292074231162,-4.57392389957054,-6.9610909325081325,-12.126573742075502,-8.948837056234442
0.04640083379557599,-1.183623049683409,0.7871369918856116,-0.8146244219680994,-0.6148691872140075,-2.4301662143412543,1.0181150216744865
-2.7009734933209586,5.77402135867621,2.639473145291835,5.9200225974163425,6.812621548890324,16.144587155919602,9.52328599375013
-0.973951449258681,1.3596179324918234,1.2808773828679445,2.187546807493507,2.077834512533156,4.396853858094703,4.331643479102764
-0.354906914663713,2.0458857470765777,0.4614709420383911,-0.7100408061029154,2.638661797818223,4.456287952192619,0.20058614592904866
-1.0307839167622515,2.055205604404868,1.0639979654362748,0.8438703228914641,2.623486966169968,6.047764172670266,2.5956838607810755
-0.013203927488391866,-1.7745653478998638,0.017883956621432058,-2.3507208543962315,-2.351818895617213,-3.238159641424552,-1.7749058497425232
0.15512031376567664,-0.2812968883538696,-0.517566265730127,-1.487968149543919,-0.7804076229150007,-0.7669736813495267,-2.239203525385636
-0.5063334110053546,1.6355156448418386,-0.5491130014904966,1.377075468999927,0.5575384682935988,4.352071901371789,-0.017997783303814657
-1.6950358835594215,2.7971201647108246,0.07658496493593239,2.179932221861379,1.3929664575484462,8.152126073407628,1.817053709036169
-0.40467135421773676,0.06569672888515177,0.36625292710073,0.4652513784412383,-0.17445942652830718,0.8081038939095919,0.9394916809675309
-0.1423104731382426,-0.6989034075724538,-0.43635919702867065,-1.344185517256053,-1.5870334757916327,-0.9774025012726104,-1.944940862255075
-2.833039934575976,4.319667321257698,2.7621209168673357,3.685303907841107,4.930015527805329,13.701763570409305,7.980103598689803
1.5109690703317495,-2.83251202967321,-0.24267748789379662,-2.372715877469203,-1.9887442547270076,-8.318772451354556,-2.312751517976138
-0.08087154399109911,1.292629553158183,-1.3929351668035181,0.018775706343777086,-0.15215145952525833,2.721733839173083,-2.486095174027665
-0.5775859749368567,2.766095181927013,-0.03955163460879471,-0.5224709727680725,2.612798402925976,5.795372630336218,-0.21316390706278293
-0.4350337418545819,-0.2656896093998061,2.2369824607680746,0.06427179591931259,1.914221514669584,0.35962100177058237,4.2940839602486465
0.12384704280617678,0.6263217971812822,-0.3782671308833636,-0.9452913524730092,0.49832647959680526,0.9827348146479367,-1.7072815596922506
0.6791705130219856,-0.9948628271124899,-0.4690338393300395,0.5369511862222693,-0.9051720190074962,-3.208624183573776,-0.33239874361701544
0.31030223580913063,-0.8630651680477395,-0.6646553307350062,0.6585791318321024,-1.5132582345986048,-2.123461239090962,-0.7036005053995089
-1.7369908935960674,2.8899836191773787,1.8234597290735512,1.4965141844685022,3.5639483486215258,8.875799888153884,4.558995555753527
-1.0271250401063208,2.540519314924197,0.49866435377284524,1.7938220599564418,2.4511676489543053,6.90687562534701,2.2258763544857616
-1.7573307435666643,4.1867801515309155,2.3322005202437426,3.343925035126767,5.830403357023045,11.318586539319067,6.979184998672164
-0.6527368263431539,-0.9261439777182053,-0.04516396860442523,1.9095682890787842,-1.772844754974801,-0.2801624506694961,1.6617296574051514
1.053455242311589,-2.5806969763703997,-1.326269957895496,-1.2184931580793825,-3.499278311811034,-6.927597843273204,-3.454584269448457
0.730567611028709,-0.5790753283337257,-1.2926714346817347,-3.064486934154806,-1.4888489241884348,-2.760360166984757,-4.8462421209320885
1.5384426533307578,-4.072079340806605,-0.2631946237433599,-2.136441931405971,-3.450055217308503,-10.728961734860885,-2.254088610183131
0.43314189773686157,-0.8221794221702414,-1.081989795682666,-2.19095798419062,-1.9146755841576695,-2.5303927014579375,-3.744433459138517
0.0632472400978633,1.06203453581569,1.2864321230180327,0.9039269996857565,3.0292259904169216,1.7368903854021904,3.281598851029372
0.3747492963664366,-0.7693293996823385,-1.908760024379444,-0.1534270387975512,-2.775711744701678,-1.7132744280918741,-3.662075769441243
-0.9293440296719895,1.2092790525364208,2.6406274364887232,2.43294827772464,3.579516641652319,3.9138465070153794,6.99199964701705
-0.11066235872735883,0.17791336761693366,1.3781112772188342,-1.9730628466630757,1.627284078124361,0.5870132404789399,0.844900902918438
-0.15188316242778704,1.1621923058812564,0.014946618708452625,0.6296365516127592,1.270656092591735,2.9496853871339126,0.36359923066607713
-0.20084324804779474,0.16975778445740441,-0.5297539643154638,0.028388027541524523,-0.777783235549918,0.657198691843359,-1.077900985639096
0.21173049409522968,-1.1208491016896889,-0.8953217121151101,-0.7095831931860811,-2.282111416456191,-2.622216375006372,-2.141261857421951
0.9638128046203247,-1.5459943578209987,-1.4917865456071033,-0.3360660520272907,-2.5595722311605997,-4.789288709769896,-2.969827027181453
-0.8279654271342094,2.5443300409890677,1.843569951498889,2.2079129767824313,4.4141795305380365,6.264509042636149,5.348482140691348
-0.3858605187472262,-0.7484803177287009,0.3632940551918774,-2.6790025500404226,-0.8000409588405154,-1.021834965065913,-1.207664440966508
1.2345488750315667,-2.084784377989788,-1.7449203559139759,-0.4468774864143303,-3.19065932873817,-6.34690177203133,-3.5530419657362122
-1.432998771529722,2.432670572411369,2.989525147135334,3.4221062256872887,4.9164436292511855,7.1548425555040005,8.440325023193642
0.9336238526890432,-1.655736654432567,-0.8718256129887747,-2.2807541216383425,-1.9337270778808764,-4.939436693996599,-3.444255884343953
-0.7589561564337202,2.7520698281331186,1.4363826199660068,2.0722527857856408,4.29638084618431,6.532635395237606,4.424668190932881
1.4369628338571623,-1.675228557756073,-0.6879932616730811,-1.9485572297830438,-1.0669541807472325,-5.997579396639243,-2.7557794079940927
-0.9658184854197199,1.2995714182337417,1.6191696794365806,1.715925557182575,2.5007450532459674,4.28871813216179,4.604513560635135
0.02647147252643553,-0.042438381705480324,-1.5979281191380783,-0.39548723941962577,-2.0935318383750694,-0.1410581623064371,-3.2672425319959784
-0.8080070567663047,3.0889717675200927,1.1345718491364298,0.7043263743878363,4.239379680751411,7.213772315600018,2.528491638634631
-0.9532386560976531,2.968125414348079,0.627030349506599,2.5925678879562533,3.224158379717678,7.420583329262508,3.170286532402959
0.6818377843575696,-0.08031552135763267,-0.4913103924713892,-1.6343581621521652,0.48750551623170185,-1.2992194788613551,-2.529353959668262
-0.07921153410738066,-0.05947796893188766,-0.5714876098051898,-0.37227604680501886,-0.9957514276638114,-0.11665945150200221,-1.4445551867212243
