input_0,input_1,input_2,input_3,input_4,input_5,input_6,act_1_act1_0,act_1_act1_1,act_1_act1_2,act_1_act1_3,act_1_act1_4,act_1_act1_5,act_1_act1_6,act_1_act1_7,act_1_act1_8,act_1_act1_9,act_1_act1_10,act_1_act1_11,act_1_act1_12,act_1_act1_13,act_1_act1_14,act_1_act1_15,act_1_act1_16,act_1_act1_17,act_1_act1_18,act_1_act1_19,act_1_act1_20,act_1_act1_21,act_1_act1_22,act_1_act1_23,act_1_act1_24,act_1_act1_25,act_1_act1_26,act_1_act1_27,act_1_act1_28,act_1_act1_29,act_1_act1_30,act_1_act1_31,act_2_act2_0,act_2_act2_1,act_2_act2_2,act_2_act2_3,act_2_act2_4,act_2_act2_5,act_2_act2_6,act_2_act2_7,act_2_act2_8,act_2_act2_9,act_2_act2_10,act_2_act2_11,act_2_act2_12,act_2_act2_13,act_2_act2_14,act_2_act2_15,act_2_act2_16,act_2_act2_17,act_2_act2_18,act_2_act2_19,act_2_act2_20,act_2_act2_21,act_2_act2_22,act_2_act2_23,act_2_act2_24,act_2_act2_25,act_2_act2_26,act_2_act2_27,act_2_act2_28,act_2_act2_29,act_2_act2_30,act_2_act2_31,output_0,output_1,output_2
-0.912572,-2.2892056,-0.96615434,0.2548113,0.21739529,-1.2377633,1.1423215,1.0767992,0.0,0.15882885,0.0,0.0,1.0852349,0.6726068,0.656763,0.0,0.0,0.17850831,0.0,0.27489936,0.0,0.25065643,1.1416597,0.40029186,0.0,0.0,0.0,0.0,0.5757823,0.68443763,0.9748769,0.0,0.0,1.1011959,0.94809633,0.45108008,0.0,0.0,0.0,0.74619776,0.7901722,0.047803257,0.0,0.31598702,0.8015555,0.18046337,0.2176278,0.1591252,0.81439304,0.24897084,0.58209217,0.59564954,0.24202156,0.0,0.18840304,0.9267302,0.48512045,0.3395515,1.400139,0.7132313,1.0598183,0.89472497,1.142977,0.9674793,0.260047,0.25295174,1.0099697,0.66983646,1.1192048,0.119525686,0.057439134,0.46908635,-0.719971,-1.126345
-0.42382273,1.8233645,-0.4911715,0.31717938,1.7318182,2.1615298,-2.1211596,0.0,0.0,0.0,0.90097094,0.0,0.0,0.0,0.0,1.1575081,0.29620963,0.18965158,2.0480778,0.0,0.0,0.8153503,0.0,0.0,1.611664,1.1948731,1.5612164,1.793711,0.14775985,0.10321146,0.0,0.62083423,1.6550751,0.0,0.0,0.0,0.0,0.1886259,0.0,0.22336993,0.29756245,1.1727039,0.0,0.9322592,0.22047216,1.4225824,0.7880084,1.2157943,0.045421645,1.1771635,1.6048713,1.1696832,1.5160893,1.178781,1.3758862,1.8250598,0.95856833,0.94768596,0.13862792,0.0,0.0,0.89597577,0.6216352,0.0,1.7190282,0.59242874,0.7972505,1.107232,0.39249942,0.9834893,0.0,1.1022499,2.0688765,1.6285625
1.103912,0.8534925,0.8568995,2.3126197,-0.37796026,0.005825983,-0.09133618,0.0,0.11840712,0.0,0.0,1.1701314,0.63965607,0.74111927,0.9801139,0.81893426,1.3840878,0.0,0.0,0.32117903,1.0156895,0.6080396,0.15740278,0.0,0.0,0.094461165,0.60192406,0.0,0.13384649,0.0,0.0,0.0,0.0,0.0,0.7552955,0.0,0.0,0.485538,0.76050794,0.8607377,1.0943105,0.24045086,0.0,0.8015565,1.2688053,0.35859403,0.8025124,0.0,0.5475319,0.31226644,0.0,0.12015116,0.0,0.47055143,0.39304024,0.58294535,0.9323584,0.042921975,0.7458161,0.8955044,0.5743098,0.46453214,0.5383303,0.26181316,0.75315654,0.90643084,0.6117425,0.8716377,0.44287395,0.0,0.0145287365,-0.6737205,-0.1894439,-0.64574385
1.8404775,-1.2254931,0.34101224,0.46944985,-1.1053252,-1.564513,1.0690483,1.572667,0.22633818,0.9614881,0.0,1.378138,0.4758916,1.1251525,2.5637944,0.03852132,0.98363227,0.021682397,0.0,0.7438684,1.3416038,0.04924245,0.9705192,0.0,0.0,0.0,0.0,0.0,0.5830287,0.0,0.62032944,0.0,0.0,0.0,0.72451454,0.48669738,0.4720126,0.0,1.100539,1.8554364,1.5130547,0.0,0.18720073,0.74079406,1.6959591,0.2802385,1.2543247,0.17816627,1.1945193,0.73666614,0.118649445,0.18885578,0.0,0.42600274,0.14304136,0.57696074,0.7742209,0.0,1.4823891,1.9248141,1.468781,0.37930775,0.957827,1.3814149,0.5694372,1.4260309,0.5754107,0.7658639,0.896237,0.0,0.0,-1.3262212,-1.5934758,-1.1165758
-0.3238744,-0.07784601,0.7876817,0.23320542,-0.09264886,-0.31414106,-0.115130454,0.0,0.047006227,0.6198966,0.0,0.16094503,0.59679854,0.0,0.22554155,0.06268841,0.38519472,0.06981623,0.0,0.24940632,0.0,0.0,0.21932778,0.0,0.0,0.0,0.2108477,0.0,0.60000867,0.0,0.021115912,0.23838586,0.03244289,0.0,0.3991091,0.016560018,0.0,0.0,0.40389723,0.29363567,0.4111097,0.0,0.0,0.118486285,0.41041258,0.2562422,0.3562162,0.26410687,0.4137824,0.049946178,0.4825008,0.3261025,0.16891856,0.33995575,0.009145517,0.26249415,0.1528306,0.0,0.73496664,0.62255424,0.55723023,0.43978754,0.42261222,0.29613197,0.20035945,0.536065,0.34108046,0.00095944013,0.26754034,0.08747286,0.0,0.09148538,-0.51305515,0.009204529
0.18013625,0.2963611,0.9070082,0.29283583,-0.17672805,0.09773554,-0.28606424,0.0,0.38083452,0.51824826,0.0,0.4211528,0.4469546,0.0,0.18920249,0.4100954,0.7065363,0.16627315,0.0,0.1069407,0.032865196,0.0,0.20720243,0.0,0.054481,0.0,0.35882986,0.0,0.4535527,0.0,0.0,0.12693682,0.12275813,0.0,0.19747412,0.0,0.0,0.0,0.28262243,0.4192354,0.3689389,0.0,0.0,0.29538953,0.55592906,0.2700808,0.44326428,0.24433118,0.40031537,0.16387321,0.39381033,0.2911831,0.17160751,0.5164584,0.25618324,0.32492763,0.2663343,0.0,0.57609755,0.61486113,0.35332286,0.3023395,0.32432187,0.14900357,0.46906865,0.62746525,0.37712857,0.18969251,0.1560479,0.0,0.0,-0.17959976,-0.23144725,0.15507123
0.7827122,-0.2821355,-1.8324115,0.5801535,-1.264564,-0.72713506,1.7684375,2.3705263,0.0,0.009613395,0.0,0.503148,0.46350282,0.8432244,1.2227361,0.20270078,0.83738995,0.4784392,0.0,0.35523915,0.8265573,0.0,1.3586977,0.0,0.0,0.12967989,0.0,0.037579715,0.07449314,0.68031895,0.5574308,0.0,0.0,0.016409483,0.8175877,0.0,0.27478555,0.8940478,0.0,1.1106052,1.4545872,0.4928298,0.50002027,1.5489691,1.0415412,0.078391455,0.32990417,0.0,1.0500857,0.9213868,0.0,0.20928665,0.0,0.24676125,0.12204276,1.0635715,1.1070663,0.0,1.4329649,1.5087667,0.55157554,0.31567112,0.7505751,1.0233781,0.9737791,0.77566516,0.83042985,1.3252938,1.1133387,0.0,0.0,-1.1001801,-0.17426638,-1.5474416
0.7857521,-1.5195547,-0.5799858,-0.88762677,-0.759382,-1.5336943,1.3159498,1.9467705,0.0,1.0036646,0.0,0.40934336,0.4309364,0.5756045,1.6097418,0.0,0.28159514,0.34736717,0.0,0.4969197,0.46016318,0.0,1.1726074,0.0,0.0,0.0,0.0,0.0,0.7535764,0.0,1.1131347,0.0,0.0,0.25146815,0.39416072,0.82715046,0.79202497,0.0,0.2697343,1.3730052,0.87826705,0.0,0.0,0.48516768,1.2024118,0.1394725,0.9673363,0.40733743,1.2029474,0.7907768,0.4467557,0.37408596,0.22061664,0.22831003,0.26373518,0.83844656,0.4603045,0.0,1.5169032,1.5248035,1.041336,0.47950494,0.77548075,1.3281488,0.47727525,0.9496167,0.5361729,0.48390165,0.9880259,0.0,0.0,-0.7682292,-1.2509447,-0.72046804
1.6403544,0.41789907,1.353568,-0.948827,-1.078225,-0.0045183073,-1.0594546,0.0,1.6035296,1.3874815,0.0,0.8574926,0.0,0.0,0.89199746,1.2904671,1.1607707,0.4951344,0.0,0.08489013,0.36817193,0.0,0.30868396,0.0,0.17783403,0.0,0.0,0.0,0.6219181,0.0,0.0,0.0,0.29696313,0.0,0.0,0.076045975,0.74773985,0.0,0.603364,1.0657169,0.37077233,0.0,0.0,0.57124424,1.3129194,0.5665844,1.1247151,0.74940413,1.0023912,0.91882664,0.7446102,0.18650168,0.51464736,1.3626473,0.720531,0.1409557,0.40589067,0.0,0.7308352,1.194455,0.49870256,0.07192716,0.094738245,0.14334476,0.8553442,1.5531979,0.1772836,0.292918,0.0,0.0,0.0,-1.2142165,-0.40298536,0.987708
3.1242752,0.9282362,1.4990723,-0.8966801,-1.7219359,-0.39871967,-0.09778815,0.95627564,2.0470161,1.6322696,0.0,1.8829736,0.0,0.11689503,2.0569117,1.4251559,1.9710747,0.40562794,0.0,0.43621945,1.5777068,0.0,0.42895216,0.0,0.0,0.0,0.0,0.0,0.59075624,0.0,0.016569588,0.0,0.0,0.0,0.0,0.20898326,1.2439847,0.0,0.9133453,1.8604841,1.0424851,0.0,0.0,1.0048031,1.9822934,0.5869113,1.8733398,0.6403505,1.4675083,1.1819508,0.415575,0.0,0.23266903,1.5963839,0.7194904,0.16540541,1.0027783,0.0,0.95498073,1.9955926,0.9885696,0.0,0.2819467,0.54690164,1.0033637,2.20331,0.3967087,0.8771032,0.0,0.0,0.0,-2.1851888,-0.8597494,0.31659928
-0.6674374,0.5521425,0.10135043,0.30467513,0.6005464,1.5664241,-1.0940843,0.0,0.06997939,0.0,0.48572576,0.0,0.32401124,0.0,0.0,0.71455467,0.35332397,0.572766,0.9915805,0.0,0.0,0.24355394,0.28842458,0.0,0.9254328,0.6901299,1.1373961,0.8986413,0.041870356,0.0,0.0,0.46946207,0.89847565,0.0,0.0,0.0,0.0,0.0,0.0,0.24035051,0.35345474,0.73174167,0.0,0.81353354,0.23358287,0.93147403,0.3460969,0.6781027,0.10419807,0.7295874,1.0524771,0.76218385,0.9220351,0.7768992,0.91453236,1.1757132,0.69823873,0.4262384,0.30865678,0.08750933,0.0,0.43193796,0.32859504,0.0,1.1908895,0.5508587,0.71448374,0.7324917,0.2855709,0.52931654,0.0,0.5377908,1.3136517,0.89514226
