sem_0,sem_1,sem_2,sem_3,sem_4,sem_5,sem_6,sem_7,sem_8,sem_9,sem_10,sem_11,sem_12,sem_13
1.0178003262923518,-0.4781180885373434,0.36007033948407746,0.6680449774425843,0.5686649356294713,-0.1150696038949531,-1.8808759482882103,-2.671331705869113,5.196786836675483,5.623328234390524,-4.795338719942452,2.693805809049738,-7.317479836071961,-4.695214689983991
0.3252462602810842,1.1004417246885905,-1.79334600486883,0.5587221137057014,-1.0825963651491193,1.007144985846416,0.2089683599840066,0.28635634608456667,1.9092274217596783,0.10812325074047856,0.9858798064147014,-1.6890883941132002,-4.298365192823854,1.2381240010758299
-0.3484014478980474,1.0894546178165316,-0.2716072687109784,-0.443379691709039,-1.2248446240694981,0.004899712810737561,-1.129003429469438,1.0345141117739465,-0.9581010973150379,-1.575474348500521,1.5104917353319214,0.6090506953667834,2.2206001957630246,2.4596880484805044
0.06983893509941876,0.023772112834055656,-1.0331355466958851,-1.3729394702676396,0.2667518295733233,0.22110511652722442,0.4953272161857523,0.2717895870913019,0.7111261318968174,1.7068654864033164,-3.0530207217088026,-0.2522309782832172,0.274108596918301,-3.3166623629315044
1.8692262482106525,0.6365433783804928,-0.2409960732865931,-0.15071883142856912,-0.37846971432645743,1.1187664116610239,-3.0723105578310648,-2.426717689139456,2.5121878994177,3.6467077213530352,-3.8206629434035806,4.905745596259597,-4.71729405177981,-2.941413997585571
0.6070975074105855,0.7662907009676788,2.1085011352306338,-0.49417307070409267,0.043324453161596915,-0.4258885550351392,-1.6159285196885613,0.5730490561917931,-2.997273672377412,-1.4368174998689254,3.01278057608398,2.157872460834496,5.14935103721875,1.6881029098917857
0.1808641846429893,1.98068751841266,-0.49469031734986585,0.2791723441184297,1.688708454765684,0.23611779189473628,0.6169100741206237,0.6397525553155563,-0.15267298981039362,0.510190879307383,-0.16714883662363977,0.6948026669496286,-1.07565746235578,-0.809893302598212
-0.5646720552362483,1.5255794809305487,0.20167109855822132,0.4285593473586323,-0.17783179654813971,-0.20476247781113144,0.1687633830981444,0.8173679687215624,-0.3222688702962722,0.7498253531316011,-0.41956546929814725,-0.07973936730432023,-0.46777158463497026,-0.38325653189702413
0.619545709807442,-0.768493562124791,0.10601178499734135,0.8120711170134509,1.0984193346691324,-1.927809213753195,-0.877450404163366,-2.4112989807846956,2.1925440783209416,2.2631365280307376,-1.5478434573868232,1.7915247975274697,-4.078614806600415,-3.188548218476068
-1.4825436739667555,-0.5172493603165407,-0.4776033037469338,1.1330698228709577,0.1271378279926706,-0.49579439241049444,2.2986532468187884,0.8948381996648745,-1.6990840981301103,-3.9668608031813304,2.1524629295398436,-4.826325521308088,0.9592721981372951,2.546910288662317
